order_number,item_id,site_code,status,production_order_id,material_price_variance,material_usage_variance,labor_rate_variance,labor_efficiency_variance,variable_overhead_variance,fixed_overhead_volume_variance,scrap_variance,substitution_variance,total_variance,settled_date
MO-016221,SYS-0018,300,Ended,16221,0.0,197.43,36.15,19.28,6.38,-3113.26,227.3,0.0,-2626.71,2026-05-06
MO-016222,AFT-0025,100,Ended,16222,0.0,170.4,22.88,0.28,1.68,-486.48,199.86,0.0,-91.37,2026-05-23
MO-016223,SA-0002,300,Ended,16223,0.0,111.47,17.28,-13.02,-4.4,-404.67,143.28,0.0,-150.07,2026-06-09
MO-016224,SA-0039,100,Released,16224,0.0,0.0,0.0,-98.89,-36.0,134.89,0.0,0.0,0.0,
MO-016268,SYS-0007,100,Ended,16268,0.0,292.95,13.7,-21.33,-8.15,-319.66,126.01,0.0,83.52,2026-01-14
MO-016269,AFT-0014,100,Ended,16269,0.0,43.24,10.92,-11.36,-4.14,-155.27,84.24,0.0,-32.36,2026-01-31
MO-016270,AFT-0051,300,Ended,16270,0.0,54.48,1.49,2.78,1.0,-998.0,940.67,0.0,2.42,2026-02-17
MO-016271,SA-0028,200,Ended,16271,0.0,196.19,-8.61,3.06,0.89,-248.73,259.35,0.0,202.15,2026-03-06
MO-016272,SA-0065,300,Ended,16272,0.0,83.6,0.14,-2.1,-0.8,51.62,31.61,0.0,164.07,2026-03-23
MO-016273,DRV-0002,200,Ended,16273,0.0,202.72,2.42,-0.53,-0.21,-1.35,90.83,0.0,293.87,2026-04-09
MO-016274,DRV-0039,100,Ended,16274,0.0,6.22,12.48,10.18,3.67,172.85,13.48,0.0,218.88,2026-04-26
MO-016275,ACT-0016,200,Ended,16275,0.0,41.48,8.36,16.94,6.47,7.08,43.45,0.0,123.78,2026-05-14
MO-016276,ACT-0053,100,Ended,16276,0.0,90.59,25.59,20.52,7.21,-19.48,128.16,0.0,252.58,2026-05-31
MO-016277,CTL-0030,300,Ended,16277,0.0,-240.59,13.21,6.07,3.36,-3851.57,790.71,0.0,-3278.82,2026-06-17
MO-016321,DRV-0028,200,Ended,16321,0.0,-178.67,3.56,2.16,0.65,-127.73,188.7,0.0,-111.34,2026-01-05
MO-016322,ACT-0005,100,Ended,16322,0.0,100.13,14.07,-2.59,-0.27,43.29,82.86,0.0,237.5,2026-01-22
MO-016323,ACT-0042,200,Ended,16323,0.0,47.19,6.2,-13.08,-4.8,-1511.31,51.48,0.0,-1424.33,2026-02-08
MO-016324,CTL-0019,300,Ended,16324,0.0,352.93,3.0,-0.3,-0.08,-236.26,70.62,0.0,189.92,2026-02-25
MO-016325,SYS-0016,300,Ended,16325,0.0,1128.92,-5.77,-2.63,-1.02,-862.56,909.99,0.0,1166.93,2026-03-14
MO-016326,AFT-0023,100,Ended,16326,0.0,247.27,1.39,12.97,4.73,-32.66,152.98,0.0,386.68,2026-03-31
MO-016327,AFT-0060,300,Ended,16327,0.0,80.53,14.29,27.69,9.7,-1774.67,200.46,0.0,-1442.0,2026-04-17
MO-016328,SA-0037,200,Ended,16328,0.0,22.09,1.96,-1.5,-0.53,3.14,31.66,0.0,56.82,2026-05-04
MO-016329,SA-0074,300,Ended,16329,0.0,14.85,8.39,4.35,1.52,89.19,7.38,0.0,125.69,2026-05-21
MO-016330,DRV-0011,100,Ended,16330,0.0,159.57,16.31,14.23,5.95,105.86,144.09,0.0,446.02,2026-06-07
MO-016331,DRV-0048,200,Reported Finished,16331,0.0,1521.07,9.37,12.51,4.32,-262.89,36.64,0.0,1321.02,
MO-016375,SA-0026,300,Ended,16375,0.0,999.05,22.45,17.46,6.15,-1146.72,713.89,0.0,612.27,2026-01-13
MO-016376,SA-0063,100,Ended,16376,0.0,178.38,2.08,-0.8,-0.45,-12.66,63.33,0.0,229.88,2026-01-30
MO-016377,SA-0100,200,Ended,16377,0.0,67.5,4.62,-1.82,-0.22,20.67,34.19,0.0,124.93,2026-02-16
MO-016378,DRV-0037,100,Ended,16378,0.0,1826.19,-0.12,-13.49,-5.1,-372.74,312.86,0.0,1747.6,2026-03-05
MO-016379,ACT-0014,200,Ended,16379,0.0,60.38,-1.51,-4.39,-1.48,16.57,21.78,0.0,91.34,2026-03-22
MO-016380,ACT-0051,100,Ended,16380,0.0,3081.88,11.48,12.14,4.84,-1550.28,1592.61,0.0,3152.67,2026-04-08
MO-016381,CTL-0028,300,Ended,16381,0.0,339.46,2.18,3.11,1.25,-794.38,849.37,0.0,400.99,2026-04-25
MO-016382,SYS-0025,100,Ended,16382,0.0,420.41,11.26,16.68,6.24,-905.87,220.0,0.0,-231.28,2026-05-12
MO-016383,AFT-0032,100,Ended,16383,0.0,905.3,36.94,45.94,17.34,-329.6,232.78,0.0,908.69,2026-05-29
MO-016384,SA-0009,100,Ended,16384,0.0,59.66,7.09,2.9,1.21,65.87,11.15,0.0,147.9,2026-06-15
MO-016428,CTL-0017,300,Ended,16428,0.0,109.12,17.75,25.85,9.64,133.34,34.48,0.0,330.19,2026-01-03
MO-016429,SYS-0014,300,Ended,16429,0.0,455.7,15.02,20.2,6.82,-126.7,76.24,0.0,447.27,2026-01-20
MO-016430,AFT-0021,300,Ended,16430,0.0,160.36,6.96,3.62,1.27,-335.88,276.65,0.0,112.98,2026-02-07
MO-016431,AFT-0058,100,Ended,16431,0.0,165.1,51.29,79.73,28.08,-98.15,174.01,0.0,400.06,2026-02-24
MO-016432,SA-0035,300,Ended,16432,0.0,52.77,1.17,-3.65,-1.36,3.47,56.87,0.0,109.27,2026-03-13
MO-016433,SA-0072,100,Ended,16433,0.0,22.44,-2.33,-7.53,-2.79,-211.85,14.9,0.0,-187.17,2026-03-30
MO-016434,DRV-0009,100,Ended,16434,0.0,29.05,0.39,-7.2,-2.71,69.76,10.67,0.0,99.95,2026-04-16
MO-016435,DRV-0046,200,Ended,16435,0.0,399.67,7.45,1.08,0.34,2.24,175.46,0.0,586.24,2026-05-03
MO-016436,ACT-0023,100,Ended,16436,0.0,921.09,21.13,17.54,6.39,-556.11,647.42,0.0,1057.47,2026-05-20
MO-016437,ACT-0060,200,Ended,16437,0.0,78.64,5.1,4.57,1.55,-1317.11,58.86,0.0,-1168.39,2026-06-06
MO-016438,CTL-0037,300,Started,16438,0.0,74943.4,15.08,14.8,5.54,-745.49,606.41,0.0,74839.74,
MO-016482,DRV-0035,100,Ended,16482,0.0,177.61,13.38,23.84,8.72,37.12,94.93,0.0,355.6,2026-01-11
MO-016483,ACT-0012,200,Ended,16483,0.0,-20.79,7.98,7.32,2.5,-649.32,24.84,0.0,-627.48,2026-01-28
MO-016484,ACT-0049,100,Ended,16484,0.0,-84.7,11.94,23.93,8.87,-356.33,58.12,0.0,-338.17,2026-02-14
MO-016485,CTL-0026,300,Ended,16485,0.0,542.93,0.79,3.7,1.23,-523.01,469.97,0.0,495.61,2026-03-03
MO-016486,SYS-0023,100,Ended,16486,0.0,3217.32,13.25,66.22,27.17,-1124.26,1306.98,0.0,3506.7,2026-03-20
MO-016487,AFT-0030,300,Ended,16487,0.0,267.13,-19.65,-8.1,-4.84,-4053.5,179.56,0.0,-3639.4,2026-04-06
MO-016488,SA-0007,200,Ended,16488,0.0,13.28,1.82,-7.08,-2.56,-12.29,32.7,0.0,25.86,2026-04-23
MO-016489,SA-0044,300,Ended,16489,0.0,27.53,0.71,-4.66,-1.67,28.73,4.79,0.0,55.43,2026-05-10
MO-016490,SA-0081,100,Ended,16490,0.0,130.48,6.06,-2.79,-1.08,-55.92,140.98,0.0,217.73,2026-05-27
MO-016491,DRV-0018,200,Ended,16491,0.0,262.36,13.43,4.42,1.56,-1596.11,235.0,0.0,-1079.35,2026-06-13
MO-016535,AFT-0056,100,Ended,16535,0.0,86.59,40.65,25.95,8.67,-638.48,337.85,0.0,-138.78,2026-01-02
MO-016536,SA-0033,100,Ended,16536,0.0,3.58,7.11,-2.75,-1.06,105.59,24.73,0.0,137.2,2026-01-19
MO-016537,SA-0070,200,Ended,16537,0.0,14.89,6.43,8.23,2.9,18.14,30.01,0.0,80.6,2026-02-05
MO-016538,DRV-0007,100,Ended,16538,0.0,295.44,5.0,11.41,4.02,-142.27,94.91,0.0,268.51,2026-02-22
MO-016539,DRV-0044,200,Ended,16539,0.0,45.46,3.68,7.49,2.88,15.72,8.76,0.0,84.0,2026-03-11
MO-016540,ACT-0021,100,Ended,16540,0.0,711.62,0.0,6.6,2.26,-264.64,324.84,0.0,780.69,2026-03-28
MO-016541,ACT-0058,200,Ended,16541,0.0,111.65,-10.38,40.38,16.06,-55.69,129.82,0.0,231.84,2026-04-14
MO-016542,CTL-0035,300,Ended,16542,0.0,2316.51,6.94,-18.21,-8.74,-1200.74,1295.55,0.0,2391.31,2026-05-01
MO-016543,AFT-0002,100,Ended,16543,0.0,-1072.44,5.46,-38.39,-13.76,-855.42,572.32,0.0,-1402.24,2026-05-18
MO-016544,AFT-0039,300,Ended,16544,0.0,478.11,2.66,-3.7,-1.41,-94.9,128.3,0.0,509.05,2026-06-04
MO-016545,SA-0016,200,Released,16545,0.0,0.0,0.0,-33.48,-12.55,46.04,0.0,0.0,0.0,
MO-016589,CTL-0024,300,Ended,16589,0.0,78.3,6.43,-7.45,-2.86,-2132.82,70.4,0.0,-1988.0,2026-01-10
MO-016590,SYS-0021,100,Ended,16590,0.0,2739.03,45.96,17.04,6.15,-1366.09,1355.14,0.0,2797.22,2026-01-27
MO-016591,AFT-0028,100,Ended,16591,0.0,501.4,55.62,70.52,24.85,-168.29,244.83,0.0,728.94,2026-02-13
MO-016592,SA-0005,300,Ended,16592,0.0,55.92,5.18,-1.58,-0.6,120.65,28.08,0.0,207.65,2026-03-02
MO-016593,SA-0042,100,Ended,16593,0.0,126.11,1.76,8.8,3.14,-175.55,32.37,0.0,-3.37,2026-03-19
MO-016594,SA-0079,200,Ended,16594,0.0,-70.19,0.88,4.01,1.9,-87.38,43.43,0.0,-107.34,2026-04-05
MO-016595,DRV-0016,200,Ended,16595,0.0,38.21,-1.74,4.64,1.57,2.6,76.36,0.0,121.64,2026-04-22
MO-016596,DRV-0053,100,Ended,16596,0.0,1762.06,-3.52,31.74,11.98,-529.28,698.86,0.0,1971.86,2026-05-09
MO-016597,ACT-0030,200,Ended,16597,0.0,178.71,11.85,-13.24,-6.0,-1346.41,119.82,0.0,-1055.28,2026-05-26
MO-016598,CTL-0007,300,Ended,16598,0.0,2333.87,70.6,-27.62,-10.29,-1410.3,617.95,0.0,1574.21,2026-06-12
MO-016599,SYS-0004,300,Released,16599,0.0,0.0,0.0,-59.4,-22.27,81.68,0.0,0.0,0.0,
MO-016643,DRV-0042,200,Ended,16643,0.0,57.32,6.04,-1.01,-0.36,-712.05,32.76,0.0,-617.3,2026-01-17
MO-016644,ACT-0019,100,Ended,16644,0.0,392.83,15.16,-0.49,-0.21,-454.24,87.43,0.0,40.48,2026-02-03
MO-016645,ACT-0056,200,Ended,16645,0.0,673.88,27.11,5.25,2.18,-374.98,278.36,0.0,611.8,2026-02-20
MO-016646,CTL-0033,300,Ended,16646,0.0,3319.9,30.45,33.21,12.34,-2063.86,2058.87,0.0,3390.91,2026-03-09
MO-016647,SYS-0030,300,Ended,16647,0.0,-1598.74,15.27,83.42,29.82,-6042.15,1737.14,0.0,-5775.23,2026-03-27
MO-016648,AFT-0037,100,Ended,16648,0.0,-89.8,0.82,-4.09,-1.45,-3.59,92.32,0.0,-5.79,2026-04-13
MO-016649,SA-0014,300,Ended,16649,0.0,12.56,-0.35,3.38,1.43,23.34,7.41,0.0,47.77,2026-04-30
MO-016650,SA-0051,100,Ended,16650,0.0,371.23,3.94,-2.81,-1.17,-103.04,190.52,0.0,458.66,2026-05-17
MO-016651,SA-0088,200,Ended,16651,0.0,67.71,0.64,16.99,6.09,55.89,36.48,0.0,183.8,2026-06-03
MO-016652,DRV-0025,100,Ended,16652,0.0,386.53,16.7,-4.71,-0.55,-774.07,470.58,0.0,94.48,2026-06-20
MO-016696,SA-0003,100,Ended,16696,0.0,36.37,5.65,-8.61,-3.28,89.4,50.35,0.0,169.89,2026-01-08
MO-016697,SA-0040,200,Ended,16697,0.0,130.62,2.01,-5.67,-2.12,53.79,49.4,0.0,228.03,2026-01-25
MO-016698,SA-0077,300,Ended,16698,0.0,22.52,3.86,-2.0,-0.74,12.41,25.31,0.0,61.36,2026-02-11
MO-016699,DRV-0014,200,Ended,16699,0.0,38.15,9.52,-3.68,-1.44,-20.1,39.07,0.0,61.52,2026-02-28
MO-016700,DRV-0051,100,Ended,16700,0.0,938.13,18.42,13.96,5.57,-1035.18,1107.04,0.0,1047.95,2026-03-17
MO-016701,ACT-0028,200,Ended,16701,0.0,61.54,13.84,11.67,3.92,7.61,76.89,0.0,175.47,2026-04-03
MO-016702,CTL-0005,300,Ended,16702,0.0,1627.66,-1.33,41.84,15.48,-371.06,447.28,0.0,1759.88,2026-04-20
MO-016703,SYS-0002,300,Ended,16703,0.0,344.82,-2.37,83.52,29.3,-688.24,428.3,0.0,195.32,2026-05-07
MO-016704,AFT-0009,300,Ended,16704,0.0,-3.32,2.95,-8.43,-3.37,189.73,9.34,0.0,186.89,2026-05-24
MO-016705,AFT-0046,100,Ended,16705,0.0,67.18,0.05,3.97,1.41,-35.21,66.41,0.0,103.8,2026-06-10
MO-016706,SA-0023,300,Reported Finished,16706,0.0,2144.08,6.96,7.95,2.61,71.39,50.41,0.0,2283.39,
MO-016750,CTL-0031,300,Ended,16750,0.0,1684.22,41.36,9.06,5.27,-2579.22,1368.05,0.0,528.74,2026-01-16
MO-016751,SYS-0028,300,Ended,16751,0.0,-756.18,10.52,-6.75,-3.37,-1469.45,1479.21,0.0,-746.03,2026-02-02
MO-016752,AFT-0035,100,Ended,16752,0.0,-43.3,3.52,-6.12,-2.29,-0.91,103.16,0.0,54.06,2026-02-19
MO-016753,SA-0012,100,Ended,16753,0.0,3.6,3.32,-3.87,-1.37,-333.28,16.66,0.0,-314.94,2026-03-08
MO-016754,SA-0049,200,Ended,16754,0.0,72.24,8.84,-4.34,-1.62,-36.41,17.39,0.0,56.1,2026-03-25
MO-016755,SA-0086,300,Ended,16755,0.0,123.99,4.19,5.09,2.06,-91.72,116.51,0.0,160.14,2026-04-11
MO-016756,DRV-0023,100,Ended,16756,0.0,-35.12,5.63,46.27,18.05,-194.42,407.89,0.0,248.29,2026-04-28
MO-016757,DRV-0060,200,Ended,16757,0.0,-1.06,-7.41,17.9,6.89,-2303.88,100.92,0.0,-2186.66,2026-05-15
MO-016758,ACT-0037,100,Ended,16758,0.0,3336.98,1.71,43.93,16.39,-1327.0,1061.58,0.0,3133.59,2026-06-01
MO-016759,CTL-0014,300,Ended,16759,0.0,425.04,17.44,34.55,11.67,-371.19,65.86,0.0,183.37,2026-06-18
MO-016803,DRV-0012,200,Ended,16803,0.0,1.31,-1.31,18.85,7.2,-225.95,18.9,0.0,-181.01,2026-01-07
MO-016804,DRV-0049,100,Ended,16804,0.0,349.87,7.22,23.06,8.1,-222.79,83.99,0.0,249.45,2026-01-24
MO-016805,ACT-0026,200,Ended,16805,0.0,340.23,23.31,6.52,3.68,-856.76,744.37,0.0,261.34,2026-02-10
MO-016806,CTL-0003,300,Ended,16806,0.0,2076.09,33.05,-7.46,-3.63,-1094.32,991.28,0.0,1995.0,2026-02-27
MO-016807,CTL-0040,300,Ended,16807,0.0,1982.98,14.11,-13.23,-4.67,-1932.46,1939.03,0.0,1985.77,2026-03-16
MO-016808,AFT-0007,100,Ended,16808,0.0,-4.18,3.73,-6.57,-2.44,31.67,8.88,0.0,31.09,2026-04-02
MO-016809,AFT-0044,100,Ended,16809,0.0,-22.83,3.88,-6.45,-2.18,81.36,20.04,0.0,73.83,2026-04-19
MO-016810,SA-0021,100,Ended,16810,0.0,167.05,1.05,3.1,1.13,-136.56,165.38,0.0,201.15,2026-05-06
MO-016811,SA-0058,200,Ended,16811,0.0,71.47,-1.7,14.52,5.16,40.06,54.91,0.0,184.42,2026-05-23
MO-016812,SA-0095,300,Ended,16812,0.0,473.53,12.87,48.84,17.84,-72.93,267.71,0.0,747.86,2026-06-09
MO-016813,DRV-0032,200,Started,16813,0.0,2512.44,1.02,8.03,2.77,27.38,21.86,0.0,2573.5,
MO-016857,SA-0010,200,Ended,16857,0.0,59.79,-0.18,3.41,1.36,75.95,45.82,0.0,186.14,2026-01-14
MO-016858,SA-0047,300,Ended,16858,0.0,55.58,8.7,21.45,8.43,177.69,46.09,0.0,317.93,2026-01-31
MO-016859,SA-0084,100,Ended,16859,0.0,143.01,4.17,17.88,6.18,-220.75,28.38,0.0,-21.13,2026-02-17
MO-016860,DRV-0021,100,Ended,16860,0.0,232.5,16.33,5.06,1.88,-332.42,359.11,0.0,282.47,2026-03-06
MO-016861,DRV-0058,200,Ended,16861,0.0,1212.78,18.4,-7.1,-3.07,-638.01,729.6,0.0,1312.62,2026-03-23
MO-016862,ACT-0035,100,Ended,16862,0.0,1925.43,8.48,-1.12,-0.21,-626.35,824.82,0.0,2131.05,2026-04-09
MO-016863,CTL-0012,300,Ended,16863,0.0,6314.98,21.38,-21.07,-7.24,-3205.16,1568.94,0.0,4671.83,2026-04-26
MO-016864,SYS-0009,100,Ended,16864,0.0,22.07,0.98,-5.99,-2.27,80.67,8.25,0.0,103.7,2026-05-14
MO-016865,AFT-0016,100,Ended,16865,0.0,274.86,-1.35,-0.82,-0.34,-0.7,169.16,0.0,440.81,2026-05-31
MO-016866,AFT-0053,100,Ended,16866,0.0,71.91,6.55,18.15,6.64,0.34,67.9,0.0,171.5,2026-06-17
MO-016910,CTL-0001,300,Ended,16910,0.0,3722.77,-4.24,18.58,6.94,-2099.87,1523.4,0.0,3167.58,2026-01-05
MO-016911,CTL-0038,300,Ended,16911,0.0,1066.71,-0.3,45.3,16.36,-1624.5,1139.57,0.0,643.14,2026-01-22
MO-016912,AFT-0005,100,Ended,16912,0.0,147.81,2.74,2.21,0.82,-13.66,105.07,0.0,245.0,2026-02-08
MO-016913,AFT-0042,300,Ended,16913,0.0,17.33,2.75,5.74,1.96,-232.06,11.97,0.0,-192.31,2026-02-25
MO-016914,SA-0019,200,Ended,16914,0.0,87.72,15.29,0.73,0.09,-126.62,33.53,0.0,10.74,2026-03-14
MO-016915,SA-0056,300,Ended,16915,0.0,221.66,7.84,5.16,1.67,-107.77,117.22,0.0,245.79,2026-03-31
MO-016916,SA-0093,100,Ended,16916,0.0,259.11,9.54,-3.79,-0.87,-159.69,188.77,0.0,293.07,2026-04-17
MO-016917,DRV-0030,200,Ended,16917,0.0,180.89,3.43,-5.65,-2.06,-2743.74,120.88,0.0,-2446.24,2026-05-04
MO-016918,ACT-0007,100,Ended,16918,0.0,-1467.54,19.62,-1.36,0.05,-1928.9,774.68,0.0,-2603.44,2026-05-21
MO-016919,ACT-0044,200,Ended,16919,0.0,-51.42,-20.11,-15.64,-5.93,-152.76,33.45,0.0,-212.4,2026-06-07
MO-016920,CTL-0021,300,Released,16920,0.0,0.0,0.0,-56.16,-21.06,77.22,0.0,0.0,0.0,
MO-016964,DRV-0019,100,Ended,16964,0.0,-157.33,2.96,19.61,7.16,-193.68,98.32,0.0,-222.97,2026-01-13
MO-016965,DRV-0056,200,Ended,16965,0.0,-191.19,-0.9,5.02,1.69,-1389.7,1346.93,0.0,-228.14,2026-01-30
MO-016966,ACT-0033,100,Ended,16966,0.0,158.79,3.03,22.58,8.24,-775.22,740.42,0.0,157.83,2026-02-16
MO-016967,CTL-0010,300,Ended,16967,0.0,4450.59,32.42,85.48,29.79,-1385.15,1491.79,0.0,4704.92,2026-03-05
MO-016968,SYS-0007,100,Ended,16968,0.0,56.7,8.25,2.95,0.94,16.14,27.0,0.0,111.98,2026-03-22
MO-016969,AFT-0014,100,Ended,16969,0.0,78.94,6.14,6.45,2.48,34.35,18.72,0.0,147.08,2026-04-08
MO-016970,AFT-0051,300,Ended,16970,0.0,652.06,7.54,-0.9,-0.39,-132.81,235.17,0.0,760.67,2026-04-25
MO-016971,SA-0028,200,Ended,16971,0.0,0.9,3.39,-0.8,0.07,-34.68,59.28,0.0,28.17,2026-05-12
MO-016972,SA-0065,300,Ended,16972,0.0,242.59,-0.81,-6.84,-2.61,-77.7,147.53,0.0,302.16,2026-05-29
MO-016973,DRV-0002,200,Ended,16973,0.0,273.61,-4.84,-6.11,-1.73,-527.69,408.75,0.0,141.98,2026-06-15
MO-017017,AFT-0040,100,Ended,17017,0.0,67.99,0.42,-4.29,-1.58,34.14,34.05,0.0,130.72,2026-01-03
MO-017018,SA-0017,300,Ended,17018,0.0,3.07,-2.72,-2.64,-1.03,77.7,22.42,0.0,96.79,2026-01-20
MO-017019,SA-0054,100,Ended,17019,0.0,179.78,2.91,5.25,1.86,-1242.73,34.45,0.0,-1018.48,2026-02-07
MO-017020,SA-0091,200,Ended,17020,0.0,578.11,13.9,23.14,9.07,-346.45,251.69,0.0,529.47,2026-02-24
MO-017021,DRV-0028,200,Ended,17021,0.0,2831.08,3.75,8.95,3.29,-802.02,849.13,0.0,2894.17,2026-03-13
MO-017022,ACT-0005,100,Ended,17022,0.0,291.94,34.42,60.23,21.93,-197.28,331.45,0.0,542.69,2026-03-30
MO-017023,ACT-0042,200,Ended,17023,0.0,17.53,62.05,91.84,31.58,-7240.82,225.21,0.0,-6812.6,2026-04-16
MO-017024,CTL-0019,300,Ended,17024,0.0,33.82,3.32,-2.31,-0.88,19.89,15.13,0.0,68.97,2026-05-03
MO-017025,SYS-0016,300,Ended,17025,0.0,123.55,3.14,0.18,0.07,-132.62,202.22,0.0,196.54,2026-05-20
MO-017026,AFT-0023,100,Ended,17026,0.0,44.54,0.01,-5.32,-2.09,101.12,38.25,0.0,176.5,2026-06-06
MO-017027,AFT-0060,300,Reported Finished,17027,0.0,589.36,-0.06,-2.44,-0.86,-265.3,15.27,0.0,335.97,
MO-017071,CTL-0008,300,Ended,17071,0.0,1158.2,6.55,-43.38,-15.56,-741.7,497.56,0.0,861.67,2026-01-11
MO-017072,SYS-0005,100,Ended,17072,0.0,25.22,-2.01,-9.48,-3.57,152.26,13.28,0.0,175.7,2026-01-28
MO-017073,AFT-0012,300,Ended,17073,0.0,138.85,1.48,-1.24,-0.42,-256.21,40.18,0.0,-77.36,2026-02-14
MO-017074,AFT-0049,100,Ended,17074,0.0,111.03,9.58,6.45,2.57,-86.27,25.2,0.0,68.56,2026-03-03
MO-017075,SA-0026,300,Ended,17075,0.0,131.12,8.58,6.6,2.35,-119.31,163.17,0.0,192.51,2026-03-20
MO-017076,SA-0063,100,Ended,17076,0.0,611.11,10.06,21.79,7.8,-263.02,295.54,0.0,683.28,2026-04-06
MO-017077,SA-0100,200,Ended,17077,0.0,157.36,26.72,33.33,11.46,-97.88,153.87,0.0,284.86,2026-04-23
MO-017078,DRV-0037,100,Ended,17078,0.0,5463.2,42.79,98.23,36.55,-1781.02,1251.46,0.0,5111.21,2026-05-10
MO-017079,ACT-0014,200,Ended,17079,0.0,277.05,13.11,39.92,13.24,-570.42,95.28,0.0,-131.81,2026-05-27
MO-017080,ACT-0051,100,Ended,17080,0.0,467.05,1.04,-4.29,-1.49,-257.01,341.27,0.0,546.58,2026-06-13
MO-017124,SA-0089,300,Ended,17124,0.0,56.24,10.93,14.33,5.16,115.15,24.04,0.0,225.85,2026-01-02
MO-017125,DRV-0026,200,Ended,17125,0.0,464.9,2.64,-7.34,-3.61,-328.73,287.45,0.0,415.32,2026-01-19
MO-017126,ACT-0003,100,Ended,17126,0.0,3524.01,-3.9,-39.44,-15.06,-1198.56,1119.05,0.0,3386.09,2026-02-05
MO-017127,ACT-0040,200,Ended,17127,0.0,-41.67,-3.66,-20.7,-7.52,-85.76,104.91,0.0,-54.39,2026-02-22
MO-017128,CTL-0017,300,Ended,17128,0.0,14.74,2.06,-7.56,-2.84,159.19,7.39,0.0,172.98,2026-03-11
MO-017129,SYS-0014,300,Ended,17129,0.0,50.5,4.54,0.31,0.09,29.3,16.94,0.0,101.69,2026-03-28
MO-017130,AFT-0021,300,Ended,17130,0.0,107.8,6.73,6.34,2.3,38.76,69.16,0.0,231.1,2026-04-14
MO-017131,AFT-0058,100,Ended,17131,0.0,45.46,9.38,5.3,1.8,52.53,39.77,0.0,154.24,2026-05-01
MO-017132,SA-0035,300,Ended,17132,0.0,74.54,26.07,29.11,10.71,-189.9,265.4,0.0,215.93,2026-05-18
MO-017133,SA-0072,100,Ended,17133,0.0,28.53,14.55,40.49,15.45,-1138.64,67.07,0.0,-972.55,2026-06-04
MO-017134,DRV-0009,100,Started,17134,0.0,3970.1,1.37,18.59,6.62,36.99,42.67,0.0,4076.35,
MO-017178,AFT-0047,100,Ended,17178,0.0,163.57,1.08,2.25,1.07,-68.53,131.35,0.0,230.79,2026-01-10
MO-017179,SA-0024,100,Ended,17179,0.0,-44.39,5.92,7.91,2.64,-600.89,34.88,0.0,-593.94,2026-01-27
MO-017180,SA-0061,200,Ended,17180,0.0,65.72,-9.37,0.47,1.58,-388.38,132.02,0.0,-197.96,2026-02-13
MO-017181,SA-0098,300,Ended,17181,0.0,205.76,7.23,-26.73,-9.82,-420.92,367.71,0.0,123.23,2026-03-02
MO-017182,DRV-0035,100,Ended,17182,0.0,700.05,42.89,2.06,0.81,-287.64,379.73,0.0,837.91,2026-03-19
MO-017183,ACT-0012,200,Ended,17183,0.0,270.8,11.65,-4.17,-1.66,-3166.33,108.66,0.0,-2781.05,2026-04-05
MO-017184,ACT-0049,100,Ended,17184,0.0,30.55,5.13,-6.45,-2.43,55.12,12.45,0.0,94.38,2026-04-22
MO-017185,CTL-0026,300,Ended,17185,0.0,56.13,3.17,0.73,0.26,-59.64,104.44,0.0,105.08,2026-05-09
MO-017186,SYS-0023,100,Ended,17186,0.0,555.14,9.63,9.83,3.97,-158.83,326.74,0.0,746.49,2026-05-26
MO-017187,AFT-0030,300,Ended,17187,0.0,39.91,8.16,14.07,5.4,-827.51,41.04,0.0,-718.93,2026-06-12
MO-017188,SA-0007,200,Started,17188,0.0,9139.8,0.26,13.7,5.54,-63.59,76.3,0.0,9172.01,
MO-017232,CTL-0015,300,Ended,17232,0.0,17.2,2.14,-6.5,-2.65,148.04,22.74,0.0,180.99,2026-01-17
MO-017233,SYS-0012,300,Ended,17233,0.0,9.37,0.04,-0.98,-0.34,-413.9,21.78,0.0,-384.03,2026-02-03
MO-017234,AFT-0019,100,Ended,17234,0.0,166.1,-4.74,13.85,5.09,-40.89,26.94,0.0,166.34,2026-02-20
MO-017235,AFT-0056,100,Ended,17235,0.0,140.35,0.69,-5.36,-1.79,-51.39,77.22,0.0,159.73,2026-03-09
MO-017236,SA-0033,100,Ended,17236,0.0,1.39,7.93,-21.1,-8.0,-81.73,115.4,0.0,13.88,2026-03-27
MO-017237,SA-0070,200,Ended,17237,0.0,-54.8,24.39,-7.45,-2.5,-108.02,135.04,0.0,-13.33,2026-04-13
MO-017238,DRV-0007,100,Ended,17238,0.0,641.02,36.15,27.38,10.88,-972.4,379.65,0.0,122.68,2026-04-30
MO-017239,DRV-0044,200,Ended,17239,0.0,95.52,21.93,7.23,2.88,-279.14,38.33,0.0,-113.25,2026-05-17
MO-017240,ACT-0021,100,Ended,17240,0.0,110.03,3.4,-6.08,-2.28,77.54,69.61,0.0,252.23,2026-06-03
MO-017241,ACT-0058,200,Ended,17241,0.0,57.62,6.2,2.71,1.06,43.42,28.85,0.0,139.85,2026-06-20
MO-017285,SA-0096,100,Ended,17285,0.0,448.04,27.14,19.2,7.39,-2373.72,473.42,0.0,-1398.52,2026-01-08
MO-017286,DRV-0033,100,Ended,17286,0.0,745.28,8.95,49.09,18.31,-615.47,629.95,0.0,836.12,2026-01-25
MO-017287,ACT-0010,200,Ended,17287,0.0,841.39,0.23,40.54,13.73,-1119.76,1172.52,0.0,948.66,2026-02-11
