item_id,site_code,warehouse_code,location_code,lot_number,on_hand_quantity,reserved_quantity,quality_hold_quantity,standard_unit_cost,last_movement_date,item_type,product_family
PC-0058,200,200-RM,200-RM-01,,343.125,61.7625,0.0,133.0,2026-06-09,Purchased Component,
PC-0058,300,300-RM,300-RM-01,,343.125,61.7625,0.0,133.0,2026-06-27,Purchased Component,
PC-0058,400,400-RM,400-RM-01,,617.625,111.1725,0.0,133.0,2023-12-31,Purchased Component,
PC-0059,100,100-RM,100-RM-01,,793.0,142.74,0.0,136.28,2026-06-22,Purchased Component,
PC-0059,200,200-RM,200-RM-01,,793.0,142.74,0.0,136.28,2026-06-25,Purchased Component,
PC-0059,300,300-RM,300-RM-01,,793.0,142.74,0.0,136.28,2026-06-27,Purchased Component,
PC-0059,400,400-RM,400-RM-01,,1427.4,256.932,0.0,136.28,2023-12-31,Purchased Component,
PC-0060,100,100-RM,100-RM-01,,3.66,0.6588,0.0,139.55,2026-06-27,Purchased Component,
PC-0060,200,200-RM,200-RM-01,,3.66,0.6588,0.0,139.55,2023-12-31,Purchased Component,
PC-0060,300,300-RM,300-RM-01,,3.66,0.6588,0.0,139.55,2023-12-31,Purchased Component,
PC-0060,400,400-RM,400-RM-01,,6.588,1.1858,0.0,139.55,2023-12-31,Purchased Component,
PC-0061,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,142.82,2026-06-25,Purchased Component,
PC-0061,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,142.82,2026-06-21,Purchased Component,
PC-0061,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,142.82,2026-06-25,Purchased Component,
PC-0061,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,142.82,2023-12-31,Purchased Component,
PC-0062,100,100-RM,100-RM-01,,57.95,10.431,0.0,44.64,2026-06-15,Purchased Component,
PC-0062,200,200-RM,200-RM-01,,57.95,10.431,0.0,44.64,2026-06-27,Purchased Component,
PC-0062,300,300-RM,300-RM-01,,57.95,10.431,0.0,44.64,2023-12-31,Purchased Component,
PC-0062,400,400-RM,400-RM-01,,104.31,18.7758,0.0,44.64,2023-12-31,Purchased Component,
PC-0063,100,100-RM,100-RM-01,,137.25,24.705,0.0,47.91,2026-06-19,Purchased Component,
PC-0063,200,200-RM,200-RM-01,,137.25,24.705,0.0,47.91,2026-06-16,Purchased Component,
PC-0063,300,300-RM,300-RM-01,,137.25,24.705,0.0,47.91,2026-06-18,Purchased Component,
PC-0063,400,400-RM,400-RM-01,,247.05,44.469,0.0,47.91,2023-12-31,Purchased Component,
PC-0064,100,100-RM,100-RM-01,,396.5,71.37,0.0,51.19,2026-06-18,Purchased Component,
PC-0064,200,200-RM,200-RM-01,,396.5,71.37,0.0,51.19,2026-06-25,Purchased Component,
PC-0064,300,300-RM,300-RM-01,,396.5,71.37,0.0,51.19,2026-06-18,Purchased Component,
PC-0064,400,400-RM,400-RM-01,,713.7,128.466,0.0,51.19,2023-12-31,Purchased Component,
PC-0065,100,100-RM,100-RM-01,,366.0,65.88,0.0,54.46,2026-06-24,Purchased Component,
PC-0065,200,200-RM,200-RM-01,,366.0,65.88,0.0,54.46,2026-06-19,Purchased Component,
PC-0065,300,300-RM,300-RM-01,,366.0,65.88,0.0,54.46,2026-06-25,Purchased Component,
PC-0065,400,400-RM,400-RM-01,,658.8,118.584,0.0,54.46,2023-12-31,Purchased Component,
PC-0066,100,100-RM,100-RM-01,,4.7275,0.851,0.0,57.73,2026-06-16,Purchased Component,
PC-0066,200,200-RM,200-RM-01,,4.7275,0.851,0.0,57.73,2026-06-19,Purchased Component,
PC-0066,300,300-RM,300-RM-01,,4.7275,0.851,0.0,57.73,2026-06-22,Purchased Component,
PC-0066,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,57.73,2023-12-31,Purchased Component,
PC-0067,100,100-RM,100-RM-01,,28.975,5.2155,0.0,61.0,2026-06-25,Purchased Component,
PC-0067,200,200-RM,200-RM-01,,28.975,5.2155,0.0,61.0,2026-06-25,Purchased Component,
PC-0067,300,300-RM,300-RM-01,,28.975,5.2155,0.0,61.0,2023-12-31,Purchased Component,
PC-0067,400,400-RM,400-RM-01,,52.155,9.3879,0.0,61.0,2023-12-31,Purchased Component,
PC-0068,100,100-RM,100-RM-01,,68.625,12.3525,0.0,64.28,2026-06-25,Purchased Component,
PC-0068,200,200-RM,200-RM-01,,68.625,12.3525,0.0,64.28,2026-06-27,Purchased Component,
PC-0068,300,300-RM,300-RM-01,,68.625,12.3525,0.0,64.28,2023-12-31,Purchased Component,
PC-0068,400,400-RM,400-RM-01,,123.525,22.2345,0.0,64.28,2023-12-31,Purchased Component,
PC-0069,100,100-RM,100-RM-01,,158.6,28.548,0.0,67.55,2026-06-27,Purchased Component,
PC-0069,200,200-RM,200-RM-01,,158.6,28.548,0.0,67.55,2026-06-16,Purchased Component,
PC-0069,300,300-RM,300-RM-01,,158.6,28.548,0.0,67.55,2023-12-31,Purchased Component,
PC-0069,400,400-RM,400-RM-01,,285.48,51.3864,0.0,67.55,2023-12-31,Purchased Component,
PC-0070,100,100-RM,100-RM-01,,183.0,32.94,0.0,70.82,2026-06-18,Purchased Component,
PC-0070,200,200-RM,200-RM-01,,183.0,32.94,0.0,70.82,2023-12-31,Purchased Component,
PC-0070,300,300-RM,300-RM-01,,183.0,32.94,0.0,70.82,2026-06-16,Purchased Component,
PC-0070,400,400-RM,400-RM-01,,329.4,59.292,0.0,70.82,2023-12-31,Purchased Component,
PC-0071,100,100-RM,100-RM-01,,472.75,85.095,0.0,74.09,2026-06-21,Purchased Component,
PC-0071,200,200-RM,200-RM-01,,472.75,85.095,0.0,74.09,2023-12-31,Purchased Component,
PC-0071,300,300-RM,300-RM-01,,472.75,85.095,0.0,74.09,2026-06-16,Purchased Component,
PC-0071,400,400-RM,400-RM-01,,850.95,153.171,0.0,74.09,2023-12-31,Purchased Component,
PC-0072,100,100-RM,100-RM-01,,5.795,1.0431,0.0,77.37,2026-06-22,Purchased Component,
PC-0072,200,200-RM,200-RM-01,,5.795,1.0431,0.0,77.37,2026-06-18,Purchased Component,
PC-0072,300,300-RM,300-RM-01,,5.795,1.0431,0.0,77.37,2023-12-31,Purchased Component,
PC-0072,400,400-RM,400-RM-01,,10.431,1.8776,0.0,77.37,2023-12-31,Purchased Component,
PC-0073,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,80.64,2026-06-27,Purchased Component,
PC-0073,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,80.64,2023-12-31,Purchased Component,
PC-0073,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,80.64,2026-06-24,Purchased Component,
PC-0073,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,80.64,2023-12-31,Purchased Component,
PC-0074,100,100-RM,100-RM-01,,79.3,14.274,0.0,83.91,2026-06-25,Purchased Component,
PC-0074,200,200-RM,200-RM-01,,79.3,14.274,0.0,83.91,2026-06-27,Purchased Component,
PC-0074,300,300-RM,300-RM-01,,79.3,14.274,0.0,83.91,2023-12-31,Purchased Component,
PC-0074,400,400-RM,400-RM-01,,142.74,25.6932,0.0,83.91,2023-12-31,Purchased Component,
PC-0075,100,100-RM,100-RM-01,,73.2,13.176,0.0,87.19,2026-06-25,Purchased Component,
PC-0075,200,200-RM,200-RM-01,,73.2,13.176,0.0,87.19,2026-06-19,Purchased Component,
PC-0075,300,300-RM,300-RM-01,,73.2,13.176,0.0,87.19,2026-06-27,Purchased Component,
PC-0075,400,400-RM,400-RM-01,,131.76,23.7168,0.0,87.19,2023-12-31,Purchased Component,
PC-0076,100,100-RM,100-RM-01,,236.375,42.5475,0.0,90.46,2026-06-16,Purchased Component,
PC-0076,200,200-RM,200-RM-01,,236.375,42.5475,0.0,90.46,2026-06-08,Purchased Component,
PC-0076,300,300-RM,300-RM-01,,236.375,42.5475,0.0,90.46,2026-06-24,Purchased Component,
PC-0076,400,400-RM,400-RM-01,,425.475,76.5855,0.0,90.46,2023-12-31,Purchased Component,
PC-0077,100,100-RM,100-RM-01,,579.5,104.31,0.0,93.73,2026-06-08,Purchased Component,
PC-0077,200,200-RM,200-RM-01,,579.5,104.31,0.0,93.73,2026-06-13,Purchased Component,
PC-0077,300,300-RM,300-RM-01,,579.5,104.31,0.0,93.73,2026-06-16,Purchased Component,
PC-0077,400,400-RM,400-RM-01,,1043.1,187.758,0.0,93.73,2023-12-31,Purchased Component,
PC-0078,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,97.0,2026-06-27,Purchased Component,
PC-0078,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,97.0,2026-06-17,Purchased Component,
PC-0078,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,97.0,2026-06-22,Purchased Component,
PC-0078,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,97.0,2023-12-31,Purchased Component,
PC-0079,100,100-RM,100-RM-01,,39.65,7.137,0.0,100.28,2026-06-22,Purchased Component,
PC-0079,200,200-RM,200-RM-01,,39.65,7.137,0.0,100.28,2026-06-19,Purchased Component,
PC-0079,300,300-RM,300-RM-01,,39.65,7.137,0.0,100.28,2023-12-31,Purchased Component,
PC-0079,400,400-RM,400-RM-01,,71.37,12.8466,0.0,100.28,2023-12-31,Purchased Component,
PC-0080,100,100-RM,100-RM-01,,36.6,6.588,0.0,103.55,2026-06-25,Purchased Component,
PC-0080,200,200-RM,200-RM-01,,36.6,6.588,0.0,103.55,2026-06-27,Purchased Component,
PC-0080,300,300-RM,300-RM-01,,36.6,6.588,0.0,103.55,2023-12-31,Purchased Component,
PC-0080,400,400-RM,400-RM-01,,65.88,11.8584,0.0,103.55,2023-12-31,Purchased Component,
PC-0081,100,100-RM,100-RM-01,,94.55,17.019,0.0,106.82,2026-06-27,Purchased Component,
PC-0081,200,200-RM,200-RM-01,,94.55,17.019,0.0,106.82,2026-06-07,Purchased Component,
PC-0081,300,300-RM,300-RM-01,,94.55,17.019,0.0,106.82,2026-06-27,Purchased Component,
PC-0081,400,400-RM,400-RM-01,,170.19,30.6342,0.0,106.82,2023-12-31,Purchased Component,
PC-0082,100,100-RM,100-RM-01,,289.75,52.155,0.0,110.09,2026-06-22,Purchased Component,
PC-0082,200,200-RM,200-RM-01,,289.75,52.155,0.0,110.09,2026-06-25,Purchased Component,
PC-0082,300,300-RM,300-RM-01,,289.75,52.155,0.0,110.09,2026-06-27,Purchased Component,
PC-0082,400,400-RM,400-RM-01,,521.55,93.879,0.0,110.09,2023-12-31,Purchased Component,
PC-0083,100,100-RM,100-RM-01,,686.25,123.525,0.0,113.37,2026-06-27,Purchased Component,
PC-0083,200,200-RM,200-RM-01,,686.25,123.525,0.0,113.37,2023-12-31,Purchased Component,
PC-0083,300,300-RM,300-RM-01,,686.25,123.525,0.0,113.37,2026-06-27,Purchased Component,
PC-0083,400,400-RM,400-RM-01,,1235.25,222.345,0.0,113.37,2023-12-31,Purchased Component,
PC-0084,100,100-RM,100-RM-01,,7.93,1.4274,0.0,116.64,2026-06-25,Purchased Component,
PC-0084,200,200-RM,200-RM-01,,7.93,1.4274,0.0,116.64,2026-06-21,Purchased Component,
PC-0084,300,300-RM,300-RM-01,,7.93,1.4274,0.0,116.64,2026-06-25,Purchased Component,
PC-0084,400,400-RM,400-RM-01,,14.274,2.5693,0.0,116.64,2023-12-31,Purchased Component,
PC-0085,100,100-RM,100-RM-01,,18.3,3.294,0.0,119.91,2026-06-21,Purchased Component,
PC-0085,200,200-RM,200-RM-01,,18.3,3.294,0.0,119.91,2026-06-27,Purchased Component,
PC-0085,300,300-RM,300-RM-01,,18.3,3.294,0.0,119.91,2026-06-20,Purchased Component,
PC-0085,400,400-RM,400-RM-01,,32.94,5.9292,0.0,119.91,2023-12-31,Purchased Component,
PC-0086,100,100-RM,100-RM-01,,47.275,8.5095,0.0,123.19,2026-06-11,Purchased Component,
PC-0086,200,200-RM,200-RM-01,,47.275,8.5095,0.0,123.19,2026-06-08,Purchased Component,
PC-0086,300,300-RM,300-RM-01,,47.275,8.5095,0.0,123.19,2026-06-18,Purchased Component,
PC-0086,400,400-RM,400-RM-01,,85.095,15.3171,0.0,123.19,2023-12-31,Purchased Component,
PC-0087,100,100-RM,100-RM-01,,115.9,20.862,0.0,126.46,2026-06-24,Purchased Component,
PC-0087,200,200-RM,200-RM-01,,115.9,20.862,0.0,126.46,2026-06-22,Purchased Component,
PC-0087,300,300-RM,300-RM-01,,115.9,20.862,0.0,126.46,2026-06-18,Purchased Component,
PC-0087,400,400-RM,400-RM-01,,208.62,37.5516,0.0,126.46,2023-12-31,Purchased Component,
PC-0088,100,100-RM,100-RM-01,,343.125,61.7625,0.0,129.73,2026-06-24,Purchased Component,
PC-0088,200,200-RM,200-RM-01,,343.125,61.7625,0.0,129.73,2023-12-31,Purchased Component,
PC-0088,300,300-RM,300-RM-01,,343.125,61.7625,0.0,129.73,2023-12-31,Purchased Component,
PC-0088,400,400-RM,400-RM-01,,617.625,111.1725,0.0,129.73,2023-12-31,Purchased Component,
PC-0089,100,100-RM,100-RM-01,,793.0,142.74,0.0,133.0,2026-06-24,Purchased Component,
PC-0089,200,200-RM,200-RM-01,,793.0,142.74,0.0,133.0,2026-06-19,Purchased Component,
PC-0089,300,300-RM,300-RM-01,,793.0,142.74,0.0,133.0,2026-06-19,Purchased Component,
PC-0089,400,400-RM,400-RM-01,,1427.4,256.932,0.0,133.0,2023-12-31,Purchased Component,
PC-0090,100,100-RM,100-RM-01,,3.66,0.6588,0.0,136.28,2026-06-25,Purchased Component,
PC-0090,200,200-RM,200-RM-01,,3.66,0.6588,0.0,136.28,2026-06-25,Purchased Component,
PC-0090,300,300-RM,300-RM-01,,3.66,0.6588,0.0,136.28,2026-06-18,Purchased Component,
PC-0090,400,400-RM,400-RM-01,,6.588,1.1858,0.0,136.28,2023-12-31,Purchased Component,
PC-0091,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,139.55,2026-06-18,Purchased Component,
PC-0091,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,139.55,2026-06-27,Purchased Component,
PC-0091,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,139.55,2026-06-25,Purchased Component,
PC-0091,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,139.55,2023-12-31,Purchased Component,
PC-0092,100,100-RM,100-RM-01,,57.95,10.431,0.0,142.82,2026-06-27,Purchased Component,
PC-0092,200,200-RM,200-RM-01,,57.95,10.431,0.0,142.82,2026-06-18,Purchased Component,
PC-0092,300,300-RM,300-RM-01,,57.95,10.431,0.0,142.82,2023-12-31,Purchased Component,
PC-0092,400,400-RM,400-RM-01,,104.31,18.7758,0.0,142.82,2023-12-31,Purchased Component,
PC-0093,100,100-RM,100-RM-01,,137.25,24.705,0.0,44.64,2026-06-15,Purchased Component,
PC-0093,200,200-RM,200-RM-01,,137.25,24.705,0.0,44.64,2023-12-31,Purchased Component,
PC-0093,300,300-RM,300-RM-01,,137.25,24.705,0.0,44.64,2026-06-21,Purchased Component,
PC-0093,400,400-RM,400-RM-01,,247.05,44.469,0.0,44.64,2023-12-31,Purchased Component,
PC-0094,100,100-RM,100-RM-01,,396.5,71.37,0.0,47.91,2026-06-21,Purchased Component,
PC-0094,200,200-RM,200-RM-01,,396.5,71.37,0.0,47.91,2023-12-31,Purchased Component,
PC-0094,300,300-RM,300-RM-01,,396.5,71.37,0.0,47.91,2026-06-22,Purchased Component,
PC-0094,400,400-RM,400-RM-01,,713.7,128.466,0.0,47.91,2023-12-31,Purchased Component,
PC-0095,100,100-RM,100-RM-01,,366.0,65.88,0.0,51.19,2026-06-22,Purchased Component,
PC-0095,200,200-RM,200-RM-01,,366.0,65.88,0.0,51.19,2026-06-15,Purchased Component,
PC-0095,300,300-RM,300-RM-01,,366.0,65.88,0.0,51.19,2026-06-19,Purchased Component,
PC-0095,400,400-RM,400-RM-01,,658.8,118.584,0.0,51.19,2023-12-31,Purchased Component,
PC-0096,100,100-RM,100-RM-01,,4.7275,0.851,0.0,54.46,2026-06-22,Purchased Component,
PC-0096,200,200-RM,200-RM-01,,4.7275,0.851,0.0,54.46,2026-06-18,Purchased Component,
PC-0096,300,300-RM,300-RM-01,,4.7275,0.851,0.0,54.46,2026-06-24,Purchased Component,
PC-0096,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,54.46,2023-12-31,Purchased Component,
PC-0097,100,100-RM,100-RM-01,,28.975,5.2155,0.0,57.73,2026-06-25,Purchased Component,
PC-0097,200,200-RM,200-RM-01,,28.975,5.2155,0.0,57.73,2026-06-27,Purchased Component,
PC-0097,300,300-RM,300-RM-01,,28.975,5.2155,0.0,57.73,2026-06-10,Purchased Component,
PC-0097,400,400-RM,400-RM-01,,52.155,9.3879,0.0,57.73,2023-12-31,Purchased Component,
PC-0098,100,100-RM,100-RM-01,,68.625,12.3525,0.0,61.0,2026-06-25,Purchased Component,
PC-0098,200,200-RM,200-RM-01,,68.625,12.3525,0.0,61.0,2026-06-22,Purchased Component,
PC-0098,300,300-RM,300-RM-01,,68.625,12.3525,0.0,61.0,2026-06-27,Purchased Component,
PC-0098,400,400-RM,400-RM-01,,123.525,22.2345,0.0,61.0,2023-12-31,Purchased Component,
PC-0099,100,100-RM,100-RM-01,,158.6,28.548,0.0,64.28,2026-06-16,Purchased Component,
PC-0099,200,200-RM,200-RM-01,,158.6,28.548,0.0,64.28,2026-06-16,Purchased Component,
PC-0099,300,300-RM,300-RM-01,,158.6,28.548,0.0,64.28,2026-06-24,Purchased Component,
PC-0099,400,400-RM,400-RM-01,,285.48,51.3864,0.0,64.28,2023-12-31,Purchased Component,
PC-0100,100,100-RM,100-RM-01,,183.0,32.94,0.0,67.55,2026-06-10,Purchased Component,
PC-0100,200,200-RM,200-RM-01,,183.0,32.94,0.0,67.55,2026-06-25,Purchased Component,
PC-0100,300,300-RM,300-RM-01,,183.0,32.94,0.0,67.55,2023-12-31,Purchased Component,
PC-0100,400,400-RM,400-RM-01,,329.4,59.292,0.0,67.55,2023-12-31,Purchased Component,
RM-0001,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,11.98,2026-06-27,Raw Material,
RM-0001,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,11.98,2023-12-31,Raw Material,
RM-0001,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,11.98,2026-06-22,Raw Material,
RM-0001,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,11.98,2023-12-31,Raw Material,
RM-0002,100,100-RM,100-RM-01,,57.95,10.431,0.0,12.8,2026-06-18,Raw Material,
RM-0002,200,200-RM,200-RM-01,,57.95,10.431,0.0,12.8,2026-06-16,Raw Material,
RM-0002,300,300-RM,300-RM-01,,57.95,10.431,0.0,12.8,2026-06-10,Raw Material,
RM-0002,400,400-RM,400-RM-01,,104.31,18.7758,0.0,12.8,2023-12-31,Raw Material,
RM-0003,100,100-RM,100-RM-01,,137.25,24.705,0.0,13.61,2026-06-25,Raw Material,
RM-0003,200,200-RM,200-RM-01,,137.25,24.705,0.0,13.61,2023-12-31,Raw Material,
RM-0003,300,300-RM,300-RM-01,,137.25,24.705,0.0,13.61,2026-06-27,Raw Material,
RM-0003,400,400-RM,400-RM-01,,247.05,44.469,0.0,13.61,2023-12-31,Raw Material,
RM-0004,100,100-RM,100-RM-01,,396.5,71.37,0.0,14.43,2026-06-22,Raw Material,
RM-0004,200,200-RM,200-RM-01,,396.5,71.37,0.0,14.43,2026-06-25,Raw Material,
RM-0004,300,300-RM,300-RM-01,,396.5,71.37,0.0,14.43,2026-06-27,Raw Material,
RM-0004,400,400-RM,400-RM-01,,713.7,128.466,0.0,14.43,2023-12-31,Raw Material,
RM-0005,100,100-RM,100-RM-01,,366.0,65.88,0.0,15.25,2026-06-24,Raw Material,
RM-0005,200,200-RM,200-RM-01,,366.0,65.88,0.0,15.25,2026-06-25,Raw Material,
RM-0005,300,300-RM,300-RM-01,,366.0,65.88,0.0,15.25,2026-06-21,Raw Material,
RM-0005,400,400-RM,400-RM-01,,658.8,118.584,0.0,15.25,2023-12-31,Raw Material,
RM-0006,100,100-RM,100-RM-01,,4.7275,0.851,0.0,16.07,2026-06-27,Raw Material,
RM-0006,200,200-RM,200-RM-01,,4.7275,0.851,0.0,16.07,2023-12-31,Raw Material,
RM-0006,300,300-RM,300-RM-01,,4.7275,0.851,0.0,16.07,2026-06-27,Raw Material,
RM-0006,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,16.07,2023-12-31,Raw Material,
RM-0007,100,100-RM,100-RM-01,,28.975,5.2155,0.0,16.89,2026-06-10,Raw Material,
RM-0007,200,200-RM,200-RM-01,,28.975,5.2155,0.0,16.89,2026-06-08,Raw Material,
RM-0007,300,300-RM,300-RM-01,,28.975,5.2155,0.0,16.89,2026-06-25,Raw Material,
RM-0007,400,400-RM,400-RM-01,,52.155,9.3879,0.0,16.89,2023-12-31,Raw Material,
RM-0008,100,100-RM,100-RM-01,,68.625,12.3525,0.0,17.71,2026-06-27,Raw Material,
RM-0008,200,200-RM,200-RM-01,,68.625,12.3525,0.0,17.71,2026-06-27,Raw Material,
RM-0008,300,300-RM,300-RM-01,,68.625,12.3525,0.0,17.71,2026-06-13,Raw Material,
RM-0008,400,400-RM,400-RM-01,,123.525,22.2345,0.0,17.71,2023-12-31,Raw Material,
RM-0009,100,100-RM,100-RM-01,,158.6,28.548,0.0,18.52,2026-06-15,Raw Material,
RM-0009,200,200-RM,200-RM-01,,158.6,28.548,0.0,18.52,2026-06-11,Raw Material,
RM-0009,300,300-RM,300-RM-01,,158.6,28.548,0.0,18.52,2026-06-24,Raw Material,
RM-0009,400,400-RM,400-RM-01,,285.48,51.3864,0.0,18.52,2023-12-31,Raw Material,
RM-0010,100,100-RM,100-RM-01,,183.0,32.94,0.0,19.34,2026-06-27,Raw Material,
RM-0010,200,200-RM,200-RM-01,,183.0,32.94,0.0,19.34,2026-06-22,Raw Material,
RM-0010,300,300-RM,300-RM-01,,183.0,32.94,0.0,19.34,2026-06-15,Raw Material,
RM-0010,400,400-RM,400-RM-01,,329.4,59.292,0.0,19.34,2023-12-31,Raw Material,
RM-0011,100,100-RM,100-RM-01,,472.75,85.095,0.0,20.16,2026-06-21,Raw Material,
RM-0011,200,200-RM,200-RM-01,,472.75,85.095,0.0,20.16,2023-12-31,Raw Material,
RM-0011,300,300-RM,300-RM-01,,472.75,85.095,0.0,20.16,2026-06-18,Raw Material,
RM-0011,400,400-RM,400-RM-01,,850.95,153.171,0.0,20.16,2023-12-31,Raw Material,
RM-0012,100,100-RM,100-RM-01,,5.795,1.0431,0.0,20.98,2026-06-25,Raw Material,
RM-0012,200,200-RM,200-RM-01,,5.795,1.0431,0.0,20.98,2023-12-31,Raw Material,
RM-0012,300,300-RM,300-RM-01,,5.795,1.0431,0.0,20.98,2026-06-19,Raw Material,
RM-0012,400,400-RM,400-RM-01,,10.431,1.8776,0.0,20.98,2023-12-31,Raw Material,
RM-0013,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,21.8,2023-12-31,Raw Material,
RM-0013,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,21.8,2026-06-18,Raw Material,
RM-0013,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,21.8,2026-06-27,Raw Material,
RM-0013,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,21.8,2023-12-31,Raw Material,
RM-0014,100,100-RM,100-RM-01,,79.3,14.274,0.0,22.61,2026-06-25,Raw Material,
RM-0014,200,200-RM,200-RM-01,,79.3,14.274,0.0,22.61,2026-06-16,Raw Material,
RM-0014,300,300-RM,300-RM-01,,79.3,14.274,0.0,22.61,2026-06-22,Raw Material,
RM-0014,400,400-RM,400-RM-01,,142.74,25.6932,0.0,22.61,2023-12-31,Raw Material,
RM-0015,100,100-RM,100-RM-01,,73.2,13.176,0.0,23.43,2026-06-11,Raw Material,
RM-0015,200,200-RM,200-RM-01,,73.2,13.176,0.0,23.43,2026-06-27,Raw Material,
RM-0015,300,300-RM,300-RM-01,,73.2,13.176,0.0,23.43,2026-06-21,Raw Material,
RM-0015,400,400-RM,400-RM-01,,131.76,23.7168,0.0,23.43,2023-12-31,Raw Material,
RM-0016,100,100-RM,100-RM-01,,236.375,42.5475,0.0,24.25,2026-06-27,Raw Material,
RM-0016,200,200-RM,200-RM-01,,236.375,42.5475,0.0,24.25,2026-06-11,Raw Material,
RM-0016,300,300-RM,300-RM-01,,236.375,42.5475,0.0,24.25,2026-06-18,Raw Material,
RM-0016,400,400-RM,400-RM-01,,425.475,76.5855,0.0,24.25,2023-12-31,Raw Material,
RM-0017,100,100-RM,100-RM-01,,579.5,104.31,0.0,25.07,2026-06-17,Raw Material,
RM-0017,200,200-RM,200-RM-01,,579.5,104.31,0.0,25.07,2026-06-21,Raw Material,
RM-0017,300,300-RM,300-RM-01,,579.5,104.31,0.0,25.07,2026-06-27,Raw Material,
RM-0017,400,400-RM,400-RM-01,,1043.1,187.758,0.0,25.07,2023-12-31,Raw Material,
RM-0018,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,25.89,2026-06-27,Raw Material,
RM-0018,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,25.89,2026-06-15,Raw Material,
RM-0018,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,25.89,2026-06-21,Raw Material,
RM-0018,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,25.89,2023-12-31,Raw Material,
RM-0019,100,100-RM,100-RM-01,,39.65,7.137,0.0,26.71,2026-06-18,Raw Material,
RM-0019,200,200-RM,200-RM-01,,39.65,7.137,0.0,26.71,2026-06-15,Raw Material,
RM-0019,300,300-RM,300-RM-01,,39.65,7.137,0.0,26.71,2026-06-25,Raw Material,
RM-0019,400,400-RM,400-RM-01,,71.37,12.8466,0.0,26.71,2023-12-31,Raw Material,
RM-0020,100,100-RM,100-RM-01,,36.6,6.588,0.0,27.52,2026-06-24,Raw Material,
RM-0020,200,200-RM,200-RM-01,,36.6,6.588,0.0,27.52,2026-06-27,Raw Material,
RM-0020,300,300-RM,300-RM-01,,36.6,6.588,0.0,27.52,2026-06-25,Raw Material,
RM-0020,400,400-RM,400-RM-01,,65.88,11.8584,0.0,27.52,2023-12-31,Raw Material,
RM-0021,100,100-RM,100-RM-01,,94.55,17.019,0.0,28.34,2026-06-25,Raw Material,
RM-0021,200,200-RM,200-RM-01,,94.55,17.019,0.0,28.34,2026-06-25,Raw Material,
RM-0021,300,300-RM,300-RM-01,,94.55,17.019,0.0,28.34,2026-06-15,Raw Material,
RM-0021,400,400-RM,400-RM-01,,170.19,30.6342,0.0,28.34,2023-12-31,Raw Material,
RM-0022,100,100-RM,100-RM-01,,289.75,52.155,0.0,29.16,2026-06-25,Raw Material,
RM-0022,200,200-RM,200-RM-01,,289.75,52.155,0.0,29.16,2026-06-25,Raw Material,
RM-0022,300,300-RM,300-RM-01,,289.75,52.155,0.0,29.16,2026-06-25,Raw Material,
RM-0022,400,400-RM,400-RM-01,,521.55,93.879,0.0,29.16,2023-12-31,Raw Material,
RM-0023,100,100-RM,100-RM-01,,686.25,123.525,0.0,29.98,2026-06-27,Raw Material,
RM-0023,200,200-RM,200-RM-01,,686.25,123.525,0.0,29.98,2026-06-25,Raw Material,
RM-0023,300,300-RM,300-RM-01,,686.25,123.525,0.0,29.98,2026-06-22,Raw Material,
RM-0023,400,400-RM,400-RM-01,,1235.25,222.345,0.0,29.98,2023-12-31,Raw Material,
RM-0024,100,100-RM,100-RM-01,,7.93,1.4274,0.0,30.8,2026-06-27,Raw Material,
RM-0024,200,200-RM,200-RM-01,,7.93,1.4274,0.0,30.8,2026-06-22,Raw Material,
RM-0024,300,300-RM,300-RM-01,,7.93,1.4274,0.0,30.8,2026-06-22,Raw Material,
