shipment_number,ship_date,carrier,order_number,customer_id,id,shipment_id,sales_order_line_id,item_id,site_code,quantity,unit_standard_cost
SHP-000896,2026-03-28,Roadstar Logistics,SO-001032,CUST-0025,1791,896,2063,ACT-0004,200,22.0,202.92
SHP-000896,2026-03-28,Roadstar Logistics,SO-001032,CUST-0025,1792,896,2064,ACT-0015,100,33.0,1074.85
SHP-001792,2026-03-28,BlueLine Transport,SO-002070,CUST-0151,3583,1792,4139,DRV-0022,200,55.0,4199.01
SHP-001792,2026-03-28,BlueLine Transport,SO-002070,CUST-0151,3584,1792,4140,DRV-0033,100,2.0,1124.9
SHP-002362,2026-03-28,ParcelPro,SO-002731,CUST-0108,4723,2362,5461,DRV-0013,100,9.0,534.23
SHP-002362,2026-03-28,ParcelPro,SO-002731,CUST-0108,4724,2362,5462,DRV-0024,200,13.0,1625.62
SHP-002933,2026-03-28,Roadstar Logistics,SO-003392,CUST-0065,5865,2933,6783,DRV-0004,200,33.0,766.25
SHP-002933,2026-03-28,Roadstar Logistics,SO-003392,CUST-0065,5866,2933,6784,DRV-0015,100,55.0,1233.73
SHP-003831,2026-03-28,BlueLine Transport,SO-004430,CUST-0191,7661,3831,8859,AFT-0032,100,2.0,665.09
SHP-003831,2026-03-28,BlueLine Transport,SO-004430,CUST-0191,7662,3831,8860,AFT-0043,100,4.0,701.72
SHP-004019,2026-03-28,Roadstar Logistics,SO-004648,CUST-0057,8037,4019,9295,AFT-0040,100,4.0,567.45
SHP-004019,2026-03-28,Roadstar Logistics,SO-004648,CUST-0057,8038,4019,9296,AFT-0051,300,9.0,1343.81
SHP-004916,2026-03-28,BlueLine Transport,SO-005686,CUST-0183,9831,4916,11371,ACT-0028,200,13.0,213.58
SHP-004916,2026-03-28,BlueLine Transport,SO-005686,CUST-0183,9832,4916,11372,ACT-0039,100,22.0,759.88
SHP-005485,2026-03-28,ParcelPro,SO-006347,CUST-0140,10969,5485,12693,ACT-0019,100,55.0,1249.06
SHP-005485,2026-03-28,ParcelPro,SO-006347,CUST-0140,10970,5485,12694,ACT-0030,200,2.0,443.77
SHP-006058,2026-03-28,Roadstar Logistics,SO-007008,CUST-0097,12115,6058,14015,ACT-0010,200,9.0,2233.37
SHP-006058,2026-03-28,Roadstar Logistics,SO-007008,CUST-0097,12116,6058,14016,ACT-0021,100,13.0,928.12
SHP-006954,2026-03-28,BlueLine Transport,SO-008046,CUST-0223,13907,6954,16091,DRV-0028,200,22.0,2358.69
SHP-006954,2026-03-28,BlueLine Transport,SO-008046,CUST-0223,13908,6954,16092,DRV-0039,100,33.0,385.26
SHP-007526,2026-03-28,ParcelPro,SO-008707,CUST-0180,15051,7526,17413,DRV-0019,100,2.0,1404.59
SHP-007526,2026-03-28,ParcelPro,SO-008707,CUST-0180,15052,7526,17414,DRV-0030,200,4.0,447.73
SHP-008614,2026-03-28,ParcelPro,SO-009963,CUST-0172,17227,8614,19925,AFT-0055,100,13.0,281.39
SHP-008614,2026-03-28,ParcelPro,SO-009963,CUST-0172,17228,8614,19926,CTL-0006,300,22.0,1608.4
SHP-001383,2026-03-29,ParcelPro,SO-001599,CUST-0064,2765,1383,3197,AFT-0021,300,22.0,395.23
SHP-001383,2026-03-29,ParcelPro,SO-001599,CUST-0064,2766,1383,3198,AFT-0032,100,33.0,665.09
SHP-001957,2026-03-29,Roadstar Logistics,SO-002260,CUST-0021,3913,1957,4519,AFT-0012,300,2.0,1004.49
SHP-001957,2026-03-29,Roadstar Logistics,SO-002260,CUST-0021,3914,1957,4520,AFT-0023,100,4.0,273.18
SHP-003041,2026-03-29,Roadstar Logistics,SO-003516,CUST-0013,6081,3041,7031,ACT-0008,200,13.0,227.79
SHP-003041,2026-03-29,Roadstar Logistics,SO-003516,CUST-0013,6082,3041,7032,ACT-0019,100,22.0,1249.06
SHP-003612,2026-03-29,Midwest Freight,SO-004177,CUST-0210,7223,3612,8353,SYS-0029,100,55.0,1160.41
SHP-003612,2026-03-29,Midwest Freight,SO-004177,CUST-0210,7224,3612,8354,ACT-0010,200,2.0,2233.37
SHP-004508,2026-03-29,ParcelPro,SO-005215,CUST-0096,9015,4508,10429,DRV-0017,100,4.0,777.04
SHP-004508,2026-03-29,ParcelPro,SO-005215,CUST-0096,9016,4508,10430,DRV-0028,200,9.0,2358.69
SHP-005079,2026-03-29,Roadstar Logistics,SO-005876,CUST-0053,10157,5079,11751,DRV-0008,200,22.0,260.06
SHP-005079,2026-03-29,Roadstar Logistics,SO-005876,CUST-0053,10158,5079,11752,DRV-0019,100,33.0,1404.59
SHP-005650,2026-03-29,Midwest Freight,SO-006537,CUST-0010,11299,5650,13073,CTL-0039,300,2.0,1883.77
SHP-005650,2026-03-29,Midwest Freight,SO-006537,CUST-0010,11300,5650,13074,DRV-0010,200,4.0,364.42
SHP-006548,2026-03-29,ParcelPro,SO-007575,CUST-0136,13095,6548,15149,AFT-0027,300,9.0,328.06
SHP-006548,2026-03-29,ParcelPro,SO-007575,CUST-0136,13096,6548,15150,AFT-0038,100,13.0,1359.58
SHP-006737,2026-03-29,Midwest Freight,SO-007793,CUST-0002,13473,6737,15585,AFT-0035,100,13.0,2292.51
SHP-006737,2026-03-29,Midwest Freight,SO-007793,CUST-0002,13474,6737,15586,AFT-0046,100,22.0,664.15
SHP-007633,2026-03-29,ParcelPro,SO-008831,CUST-0128,15265,7633,17661,ACT-0023,100,33.0,2312.23
SHP-007633,2026-03-29,ParcelPro,SO-008831,CUST-0128,15266,7633,17662,ACT-0034,200,55.0,338.7
SHP-008205,2026-03-29,Roadstar Logistics,SO-009492,CUST-0085,16409,8205,18983,ACT-0014,200,4.0,544.47
SHP-008205,2026-03-29,Roadstar Logistics,SO-009492,CUST-0085,16410,8205,18984,ACT-0025,100,9.0,2796.19
SHP-000080,2026-03-30,BlueLine Transport,SO-000090,CUST-0091,159,80,179,ACT-0052,200,2.0,646.56
SHP-000080,2026-03-30,BlueLine Transport,SO-000090,CUST-0091,160,80,180,AFT-0003,300,4.0,4514.04
SHP-001166,2026-03-30,BlueLine Transport,SO-001346,CUST-0083,2331,1166,2691,SYS-0018,300,13.0,631.4
SHP-001166,2026-03-30,BlueLine Transport,SO-001346,CUST-0083,2332,1166,2692,SYS-0029,100,22.0,1160.41
SHP-002632,2026-03-30,Midwest Freight,SO-003045,CUST-0166,5263,2632,6089,CTL-0037,300,4.0,4331.48
SHP-002632,2026-03-30,Midwest Freight,SO-003045,CUST-0166,5264,2632,6090,DRV-0008,200,9.0,260.06
SHP-004673,2026-03-30,Midwest Freight,SO-005405,CUST-0206,9345,4673,10809,AFT-0007,100,9.0,295.96
SHP-004673,2026-03-30,Midwest Freight,SO-005405,CUST-0206,9346,4673,10810,AFT-0018,300,13.0,583.67
SHP-005758,2026-03-30,Midwest Freight,SO-006661,CUST-0198,11515,5758,13321,ACT-0003,100,33.0,1998.31
SHP-005758,2026-03-30,Midwest Freight,SO-006661,CUST-0198,11516,5758,13322,ACT-0014,200,55.0,544.47
SHP-006329,2026-03-30,BlueLine Transport,SO-007322,CUST-0155,12657,6329,14643,SYS-0024,300,4.0,5743.44
SHP-006329,2026-03-30,BlueLine Transport,SO-007322,CUST-0155,12658,6329,14644,ACT-0005,100,9.0,789.17
SHP-007798,2026-03-30,Midwest Freight,SO-009021,CUST-0238,15595,7798,18041,DRV-0003,100,55.0,1969.66
SHP-007798,2026-03-30,Midwest Freight,SO-009021,CUST-0238,15596,7798,18042,DRV-0014,200,2.0,976.85
SHP-008370,2026-03-30,BlueLine Transport,SO-009682,CUST-0195,16739,8370,19363,CTL-0034,300,9.0,1946.56
SHP-008370,2026-03-30,BlueLine Transport,SO-009682,CUST-0195,16740,8370,19364,DRV-0005,100,13.0,1162.73
SHP-000189,2026-03-31,BlueLine Transport,SO-000214,CUST-0039,377,189,427,CTL-0026,300,33.0,1044.37
SHP-000189,2026-03-31,BlueLine Transport,SO-000214,CUST-0039,378,189,428,CTL-0037,300,55.0,4331.48
SHP-000760,2026-03-31,ParcelPro,SO-000875,CUST-0236,1519,760,1749,CTL-0017,300,4.0,246.26
SHP-000760,2026-03-31,ParcelPro,SO-000875,CUST-0236,1520,760,1750,CTL-0028,300,9.0,2359.35
SHP-001330,2026-03-31,Roadstar Logistics,SO-001536,CUST-0193,2659,1330,3071,CTL-0008,300,22.0,710.8
SHP-001330,2026-03-31,Roadstar Logistics,SO-001536,CUST-0193,2660,1330,3072,CTL-0019,300,33.0,1008.86
SHP-002226,2026-03-31,BlueLine Transport,SO-002574,CUST-0079,4451,2226,5147,ACT-0056,200,55.0,618.58
SHP-002226,2026-03-31,BlueLine Transport,SO-002574,CUST-0079,4452,2226,5148,AFT-0007,100,2.0,295.96
SHP-002797,2026-03-31,ParcelPro,SO-003235,CUST-0036,5593,2797,6469,ACT-0047,100,9.0,766.28
SHP-002797,2026-03-31,ParcelPro,SO-003235,CUST-0036,5594,2797,6470,ACT-0058,200,13.0,360.61
SHP-003883,2026-03-31,ParcelPro,SO-004491,CUST-0028,7765,3883,8981,SYS-0013,100,33.0,871.78
SHP-003883,2026-03-31,ParcelPro,SO-004491,CUST-0028,7766,3883,8982,SYS-0024,300,55.0,5743.44
SHP-004452,2026-03-31,Roadstar Logistics,SO-005152,CUST-0225,8903,4452,10303,SYS-0004,300,4.0,271.87
SHP-004452,2026-03-31,Roadstar Logistics,SO-005152,CUST-0225,8904,4452,10304,SYS-0015,100,9.0,5502.56
SHP-005350,2026-03-31,BlueLine Transport,SO-006190,CUST-0111,10699,5350,12379,CTL-0032,300,13.0,1947.94
SHP-005350,2026-03-31,BlueLine Transport,SO-006190,CUST-0111,10700,5350,12380,DRV-0003,100,22.0,1969.66
SHP-006494,2026-03-31,Roadstar Logistics,SO-007512,CUST-0025,12987,6494,15023,CTL-0014,300,9.0,376.32
SHP-006494,2026-03-31,Roadstar Logistics,SO-007512,CUST-0025,12988,6494,15024,CTL-0025,300,13.0,1240.54
SHP-007390,2026-03-31,BlueLine Transport,SO-008550,CUST-0151,14779,7390,17099,AFT-0002,100,22.0,1635.19
SHP-007390,2026-03-31,BlueLine Transport,SO-008550,CUST-0151,14780,7390,17100,AFT-0013,100,33.0,2946.6
SHP-007579,2026-03-31,Roadstar Logistics,SO-008768,CUST-0017,15157,7579,17535,AFT-0010,100,33.0,221.83
SHP-007579,2026-03-31,Roadstar Logistics,SO-008768,CUST-0017,15158,7579,17536,AFT-0021,300,55.0,395.23
SHP-008477,2026-03-31,BlueLine Transport,SO-009806,CUST-0143,16953,8477,19611,SYS-0028,300,2.0,2113.15
SHP-008477,2026-03-31,BlueLine Transport,SO-009806,CUST-0143,16954,8477,19612,ACT-0009,100,4.0,364.09
SHP-000353,2026-04-01,Roadstar Logistics,SO-000404,CUST-0149,705,353,807,ACT-0036,200,55.0,207.18
SHP-000353,2026-04-01,Roadstar Logistics,SO-000404,CUST-0149,706,353,808,ACT-0047,100,2.0,766.28
SHP-000925,2026-04-01,Midwest Freight,SO-001065,CUST-0106,1849,925,2129,ACT-0027,100,9.0,2777.79
SHP-000925,2026-04-01,Midwest Freight,SO-001065,CUST-0106,1850,925,2130,ACT-0038,200,13.0,422.98
SHP-001821,2026-04-01,ParcelPro,SO-002103,CUST-0232,3641,1821,4205,DRV-0045,100,22.0,378.8
SHP-001821,2026-04-01,ParcelPro,SO-002103,CUST-0232,3642,1821,4206,DRV-0056,200,33.0,2993.16
SHP-002010,2026-04-01,Midwest Freight,SO-002321,CUST-0098,4019,2010,4641,DRV-0053,100,33.0,2495.92
SHP-002010,2026-04-01,Midwest Freight,SO-002321,CUST-0098,4020,2010,4642,SYS-0004,300,55.0,271.87
SHP-002905,2026-04-01,ParcelPro,SO-003359,CUST-0224,5809,2905,6717,CTL-0021,300,2.0,849.25
SHP-002905,2026-04-01,ParcelPro,SO-003359,CUST-0224,5810,2905,6718,CTL-0032,300,4.0,1947.94
SHP-003477,2026-04-01,Roadstar Logistics,SO-004020,CUST-0181,6953,3477,8039,CTL-0012,300,13.0,4482.68
SHP-003477,2026-04-01,Roadstar Logistics,SO-004020,CUST-0181,6954,3477,8040,CTL-0023,300,22.0,1243.13
SHP-004048,2026-04-01,Midwest Freight,SO-004681,CUST-0138,8095,4048,9361,CTL-0003,300,55.0,1770.15
SHP-004048,2026-04-01,Midwest Freight,SO-004681,CUST-0138,8096,4048,9362,CTL-0014,300,2.0,376.32
SHP-004943,2026-04-01,ParcelPro,SO-005719,CUST-0024,9885,4943,11437,ACT-0051,100,4.0,4550.3
SHP-004943,2026-04-01,ParcelPro,SO-005719,CUST-0024,9886,4943,11438,AFT-0002,100,9.0,1635.19
SHP-005513,2026-04-01,Roadstar Logistics,SO-006380,CUST-0221,11025,5513,12759,ACT-0042,200,22.0,643.48
SHP-005513,2026-04-01,Roadstar Logistics,SO-006380,CUST-0221,11026,5513,12760,ACT-0053,100,33.0,457.71
SHP-006601,2026-04-01,Roadstar Logistics,SO-007636,CUST-0213,13201,6601,15271,SYS-0008,300,2.0,218.0
SHP-006601,2026-04-01,Roadstar Logistics,SO-007636,CUST-0213,13202,6601,15272,SYS-0019,100,4.0,1798.13
SHP-007171,2026-04-01,Midwest Freight,SO-008297,CUST-0170,14341,7171,16593,DRV-0059,100,13.0,4086.27
SHP-007171,2026-04-01,Midwest Freight,SO-008297,CUST-0170,14342,7171,16594,SYS-0010,300,22.0,1017.55
SHP-008069,2026-04-01,ParcelPro,SO-009335,CUST-0056,16137,8069,18669,CTL-0027,300,33.0,1052.17
SHP-008069,2026-04-01,ParcelPro,SO-009335,CUST-0056,16138,8069,18670,CTL-0038,300,55.0,1627.96
SHP-001033,2026-04-02,Midwest Freight,SO-001189,CUST-0054,2065,1033,2377,CTL-0001,300,2.0,2176.28
SHP-001033,2026-04-02,Midwest Freight,SO-001189,CUST-0054,2066,1033,2378,CTL-0012,300,4.0,4482.68
SHP-001602,2026-04-02,BlueLine Transport,SO-001850,CUST-0011,3203,1602,3699,AFT-0052,100,13.0,315.62
SHP-001602,2026-04-02,BlueLine Transport,SO-001850,CUST-0011,3204,1602,3700,CTL-0003,300,22.0,1770.15
SHP-003069,2026-04-02,Midwest Freight,SO-003549,CUST-0094,6137,3069,7097,ACT-0031,100,4.0,2523.05
SHP-003069,2026-04-02,Midwest Freight,SO-003549,CUST-0094,6138,3069,7098,ACT-0042,200,9.0,643.48
SHP-003641,2026-04-02,BlueLine Transport,SO-004210,CUST-0051,7281,3641,8419,ACT-0022,200,22.0,990.4
SHP-003641,2026-04-02,BlueLine Transport,SO-004210,CUST-0051,7282,3641,8420,ACT-0033,100,33.0,1322.16
SHP-004726,2026-04-02,BlueLine Transport,SO-005466,CUST-0043,9451,4726,10931,DRV-0048,200,2.0,916.05
SHP-004726,2026-04-02,BlueLine Transport,SO-005466,CUST-0043,9452,4726,10932,DRV-0059,100,4.0,4086.27
SHP-006195,2026-04-02,Midwest Freight,SO-007165,CUST-0126,12389,6195,14329,CTL-0007,300,33.0,2206.98
SHP-006195,2026-04-02,Midwest Freight,SO-007165,CUST-0126,12390,6195,14330,CTL-0018,300,55.0,685.06
SHP-006764,2026-04-02,BlueLine Transport,SO-007826,CUST-0083,13527,6764,15651,AFT-0058,100,4.0,248.59
SHP-006764,2026-04-02,BlueLine Transport,SO-007826,CUST-0083,13528,6764,15652,CTL-0009,300,9.0,1465.6
SHP-008233,2026-04-02,Midwest Freight,SO-009525,CUST-0166,16465,8233,19049,ACT-0037,100,55.0,3791.36
SHP-008233,2026-04-02,Midwest Freight,SO-009525,CUST-0166,16466,8233,19050,ACT-0048,200,2.0,383.41
SHP-000624,2026-04-03,BlueLine Transport,SO-000718,CUST-0207,1247,624,1435,ACT-0020,200,33.0,626.2
SHP-000624,2026-04-03,BlueLine Transport,SO-000718,CUST-0207,1248,624,1436,ACT-0031,100,55.0,2523.05
SHP-001194,2026-04-03,ParcelPro,SO-001379,CUST-0164,2387,1194,2757,ACT-0011,100,4.0,416.59
SHP-001194,2026-04-03,ParcelPro,SO-001379,CUST-0164,2388,1194,2758,ACT-0022,200,9.0,990.4
SHP-002660,2026-04-03,BlueLine Transport,SO-003078,CUST-0007,5319,2660,6155,DRV-0020,200,55.0,956.8
SHP-002660,2026-04-03,BlueLine Transport,SO-003078,CUST-0007,5320,2660,6156,DRV-0031,100,2.0,1392.98
SHP-002850,2026-04-03,Roadstar Logistics,SO-003296,CUST-0113,5699,2850,6591,DRV-0028,200,2.0,2358.69
SHP-002850,2026-04-03,Roadstar Logistics,SO-003296,CUST-0113,5700,2850,6592,DRV-0039,100,4.0,385.26
SHP-003749,2026-04-03,BlueLine Transport,SO-004334,CUST-0239,7497,3749,8667,AFT-0056,100,9.0,386.1
SHP-003749,2026-04-03,BlueLine Transport,SO-004334,CUST-0239,7498,3749,8668,CTL-0007,300,13.0,2206.98
SHP-004317,2026-04-03,ParcelPro,SO-004995,CUST-0196,8633,4317,9989,AFT-0047,100,33.0,1876.46
SHP-004317,2026-04-03,ParcelPro,SO-004995,CUST-0196,8634,4317,9990,AFT-0058,100,55.0,248.59
SHP-004890,2026-04-03,Roadstar Logistics,SO-005656,CUST-0153,9779,4890,11311,AFT-0038,100,4.0,1359.58
SHP-004890,2026-04-03,Roadstar Logistics,SO-005656,CUST-0153,9780,4890,11312,AFT-0049,100,9.0,719.94
SHP-005786,2026-04-03,BlueLine Transport,SO-006694,CUST-0039,11571,5786,13387,ACT-0026,200,13.0,1654.16
SHP-005786,2026-04-03,BlueLine Transport,SO-006694,CUST-0039,11572,5786,13388,ACT-0037,100,22.0,3791.36
SHP-006358,2026-04-03,ParcelPro,SO-007355,CUST-0236,12715,6358,14709,ACT-0017,100,55.0,632.55
SHP-006358,2026-04-03,ParcelPro,SO-007355,CUST-0236,12716,6358,14710,ACT-0028,200,2.0,213.58
SHP-007444,2026-04-03,ParcelPro,SO-008611,CUST-0228,14887,7444,17221,DRV-0043,100,9.0,581.68
SHP-007444,2026-04-03,ParcelPro,SO-008611,CUST-0228,14888,7444,17222,DRV-0054,200,13.0,2389.07
SHP-008014,2026-04-03,Roadstar Logistics,SO-009272,CUST-0185,16027,8014,18543,DRV-0034,200,33.0,423.99
SHP-008014,2026-04-03,Roadstar Logistics,SO-009272,CUST-0185,16028,8014,18544,DRV-0045,100,55.0,378.8
SHP-000216,2026-04-04,ParcelPro,SO-000247,CUST-0120,431,216,493,DRV-0009,100,13.0,304.81
SHP-000216,2026-04-04,ParcelPro,SO-000247,CUST-0120,432,216,494,DRV-0020,200,22.0,956.8
SHP-000788,2026-04-04,Roadstar Logistics,SO-000908,CUST-0077,1575,788,1815,CTL-0040,300,55.0,3693.39
SHP-000788,2026-04-04,Roadstar Logistics,SO-000908,CUST-0077,1576,788,1816,DRV-0011,100,2.0,823.38
SHP-001874,2026-04-04,Roadstar Logistics,SO-002164,CUST-0069,3747,1874,4327,AFT-0036,300,9.0,950.62
SHP-001874,2026-04-04,Roadstar Logistics,SO-002164,CUST-0069,3748,1874,4328,AFT-0047,100,13.0,1876.46
SHP-002442,2026-04-04,Midwest Freight,SO-002825,CUST-0026,4883,2442,5649,AFT-0027,300,33.0,328.06
SHP-002442,2026-04-04,Midwest Freight,SO-002825,CUST-0026,4884,2442,5650,AFT-0038,100,55.0,1359.58
SHP-003342,2026-04-04,ParcelPro,SO-003863,CUST-0152,6683,3342,7725,ACT-0015,100,2.0,1074.85
SHP-003342,2026-04-04,ParcelPro,SO-003863,CUST-0152,6684,3342,7726,ACT-0026,200,4.0,1654.16
SHP-003910,2026-04-04,Roadstar Logistics,SO-004524,CUST-0109,7819,3910,9047,ACT-0006,200,13.0,521.36
SHP-003910,2026-04-04,Roadstar Logistics,SO-004524,CUST-0109,7820,3910,9048,ACT-0017,100,22.0,632.55
SHP-005567,2026-04-04,Midwest Freight,SO-006441,CUST-0058,11133,5567,12881,DRV-0023,100,9.0,1456.75
SHP-005567,2026-04-04,Midwest Freight,SO-006441,CUST-0058,11134,5567,12882,DRV-0034,200,13.0,423.99
SHP-006466,2026-04-04,ParcelPro,SO-007479,CUST-0184,12931,6466,14957,AFT-0051,300,22.0,1343.81
SHP-006466,2026-04-04,ParcelPro,SO-007479,CUST-0184,12932,6466,14958,CTL-0002,300,33.0,1099.52
SHP-007036,2026-04-04,Roadstar Logistics,SO-008140,CUST-0141,14071,7036,16279,AFT-0042,300,2.0,299.23
SHP-007036,2026-04-04,Roadstar Logistics,SO-008140,CUST-0141,14072,7036,16280,AFT-0053,100,4.0,484.99
SHP-007607,2026-04-04,Midwest Freight,SO-008801,CUST-0098,15213,7607,17601,AFT-0033,300,13.0,997.68
SHP-007607,2026-04-04,Midwest Freight,SO-008801,CUST-0098,15214,7607,17602,AFT-0044,100,22.0,1002.16
SHP-008506,2026-04-04,ParcelPro,SO-009839,CUST-0224,17011,8506,19677,ACT-0021,100,33.0,928.12
SHP-008506,2026-04-04,ParcelPro,SO-009839,CUST-0224,17012,8506,19678,ACT-0032,200,55.0,232.68
SHP-001467,2026-04-05,Midwest Freight,SO-001693,CUST-0222,2933,1467,3385,SYS-0025,100,2.0,523.8
SHP-001467,2026-04-05,Midwest Freight,SO-001693,CUST-0222,2934,1467,3386,ACT-0006,200,4.0,521.36
SHP-002038,2026-04-05,BlueLine Transport,SO-002354,CUST-0179,4075,2038,4707,SYS-0016,300,13.0,2022.21
SHP-002038,2026-04-05,BlueLine Transport,SO-002354,CUST-0179,4076,2038,4708,SYS-0027,100,22.0,1000.55
SHP-003505,2026-04-05,Midwest Freight,SO-004053,CUST-0022,7009,3505,8105,CTL-0035,300,4.0,3084.65
SHP-003505,2026-04-05,Midwest Freight,SO-004053,CUST-0022,7010,3505,8106,DRV-0006,200,9.0,1777.77
SHP-004590,2026-04-05,Midwest Freight,SO-005309,CUST-0014,9179,4590,10617,AFT-0031,100,22.0,310.16
SHP-004590,2026-04-05,Midwest Freight,SO-005309,CUST-0014,9180,4590,10618,AFT-0042,300,33.0,299.23
SHP-005159,2026-04-05,BlueLine Transport,SO-005970,CUST-0211,10317,5159,11939,AFT-0022,100,2.0,225.36
SHP-005159,2026-04-05,BlueLine Transport,SO-005970,CUST-0211,10318,5159,11940,AFT-0033,300,4.0,997.68
SHP-006629,2026-04-05,Midwest Freight,SO-007669,CUST-0054,13257,6629,15337,ACT-0001,100,33.0,2375.15
SHP-006629,2026-04-05,Midwest Freight,SO-007669,CUST-0054,13258,6629,15338,ACT-0012,200,55.0,310.47
SHP-008287,2026-04-05,BlueLine Transport,SO-009586,CUST-0003,16573,8287,19171,DRV-0018,200,22.0,1468.74
SHP-008287,2026-04-05,BlueLine Transport,SO-009586,CUST-0003,16574,8287,19172,DRV-0029,100,33.0,1617.15
SHP-000162,2026-04-06,Roadstar Logistics,SO-000184,CUST-0009,323,162,367,DRV-0056,200,13.0,2993.16
SHP-000162,2026-04-06,Roadstar Logistics,SO-000184,CUST-0009,324,162,368,SYS-0007,100,22.0,900.07
SHP-001060,2026-04-06,BlueLine Transport,SO-001222,CUST-0135,2119,1060,2443,CTL-0024,300,33.0,782.21
SHP-001060,2026-04-06,BlueLine Transport,SO-001222,CUST-0135,2120,1060,2444,CTL-0035,300,55.0,3084.65
SHP-001631,2026-04-06,ParcelPro,SO-001883,CUST-0092,3261,1631,3765,CTL-0015,300,4.0,505.32
SHP-001631,2026-04-06,ParcelPro,SO-001883,CUST-0092,3262,1631,3766,CTL-0026,300,9.0,1044.37
SHP-002715,2026-04-06,ParcelPro,SO-003139,CUST-0084,5429,2715,6277,AFT-0011,100,22.0,459.76
SHP-002715,2026-04-06,ParcelPro,SO-003139,CUST-0084,5430,2715,6278,AFT-0022,100,33.0,225.36
SHP-003287,2026-04-06,Roadstar Logistics,SO-003800,CUST-0041,6573,3287,7599,AFT-0002,100,2.0,1635.19
SHP-003287,2026-04-06,Roadstar Logistics,SO-003800,CUST-0041,6574,3287,7600,AFT-0013,100,4.0,2946.6
SHP-004184,2026-04-06,BlueLine Transport,SO-004838,CUST-0167,8367,4184,9675,SYS-0020,300,9.0,3950.66
SHP-004184,2026-04-06,BlueLine Transport,SO-004838,CUST-0167,8368,4184,9676,ACT-0001,100,13.0,2375.15
SHP-004754,2026-04-06,ParcelPro,SO-005499,CUST-0124,9507,4754,10997,SYS-0011,100,33.0,1020.49
SHP-004754,2026-04-06,ParcelPro,SO-005499,CUST-0124,9508,4754,10998,SYS-0022,300,55.0,4965.2
SHP-005323,2026-04-06,Roadstar Logistics,SO-006160,CUST-0081,10645,5323,12319,SYS-0002,300,4.0,1223.7
SHP-005323,2026-04-06,Roadstar Logistics,SO-006160,CUST-0081,10646,5323,12320,SYS-0013,100,9.0,871.78
SHP-006411,2026-04-06,Roadstar Logistics,SO-007416,CUST-0073,12821,6411,14831,CTL-0038,300,22.0,1627.96
SHP-006411,2026-04-06,Roadstar Logistics,SO-007416,CUST-0073,12822,6411,14832,DRV-0009,100,33.0,304.81
SHP-007307,2026-04-06,BlueLine Transport,SO-008454,CUST-0199,14613,7307,16907,AFT-0026,100,55.0,194.56
SHP-007307,2026-04-06,BlueLine Transport,SO-008454,CUST-0199,14614,7307,16908,AFT-0037,100,2.0,3077.35
SHP-007878,2026-04-06,ParcelPro,SO-009115,CUST-0156,15755,7878,18229,AFT-0017,100,9.0,1705.89
SHP-007878,2026-04-06,ParcelPro,SO-009115,CUST-0156,15756,7878,18230,AFT-0028,100,13.0,349.76
SHP-008450,2026-04-06,Roadstar Logistics,SO-009776,CUST-0113,16899,8450,19551,AFT-0008,100,33.0,242.31
SHP-008450,2026-04-06,Roadstar Logistics,SO-009776,CUST-0113,16900,8450,19552,AFT-0019,100,55.0,769.7
SHP-000652,2026-04-07,ParcelPro,SO-000751,CUST-0048,1303,652,1501,ACT-0043,100,13.0,499.75
SHP-000652,2026-04-07,ParcelPro,SO-000751,CUST-0048,1304,652,1502,ACT-0054,200,22.0,3824.58
SHP-001737,2026-04-07,ParcelPro,SO-002007,CUST-0040,3473,1737,4013,SYS-0009,100,55.0,550.07
SHP-001737,2026-04-07,ParcelPro,SO-002007,CUST-0040,3474,1737,4014,SYS-0020,300,2.0,3950.66
SHP-002307,2026-04-07,Roadstar Logistics,SO-002668,CUST-0237,4613,2307,5335,DRV-0060,200,9.0,373.77
SHP-002307,2026-04-07,Roadstar Logistics,SO-002668,CUST-0237,4614,2307,5336,SYS-0011,100,13.0,1020.49
SHP-002878,2026-04-07,Midwest Freight,SO-003329,CUST-0194,5755,2878,6657,DRV-0051,100,33.0,3162.97
SHP-002878,2026-04-07,Midwest Freight,SO-003329,CUST-0194,5756,2878,6658,SYS-0002,300,55.0,1223.7
SHP-003777,2026-04-07,ParcelPro,SO-004367,CUST-0080,7553,3777,8733,CTL-0019,300,2.0,1008.86
SHP-003777,2026-04-07,ParcelPro,SO-004367,CUST-0080,7554,3777,8734,CTL-0030,300,4.0,2928.54
SHP-004346,2026-04-07,Roadstar Logistics,SO-005028,CUST-0037,8691,4346,10055,CTL-0010,300,13.0,2841.49
SHP-004346,2026-04-07,Roadstar Logistics,SO-005028,CUST-0037,8692,4346,10056,CTL-0021,300,22.0,849.25
SHP-004861,2026-04-07,ParcelPro,SO-005623,CUST-0072,9721,4861,11245,AFT-0015,300,13.0,1124.21
SHP-004861,2026-04-07,ParcelPro,SO-005623,CUST-0072,9722,4861,11246,AFT-0026,100,22.0,194.56
SHP-005431,2026-04-07,Roadstar Logistics,SO-006284,CUST-0029,10861,5431,12567,AFT-0006,300,55.0,5754.99
SHP-005431,2026-04-07,Roadstar Logistics,SO-006284,CUST-0029,10862,5431,12568,AFT-0017,100,2.0,1705.89
SHP-006003,2026-04-07,Midwest Freight,SO-006945,CUST-0226,12005,6003,13889,ACT-0057,100,9.0,2621.51
