order_number,customer_id,promised_ship_date,id,sales_order_id,line_number,item_id,site_code,order_quantity,shipped_quantity,unit_price,discount_percent,standard_unit_cost,status
SO-008961,CUST-0178,2026-07-03,17922,8961,20,AFT-0004,100,13.0,0.0,3491.29,0.035,2143.65,Open
SO-009999,CUST-0064,2026-07-03,19997,9999,10,SYS-0011,100,22.0,0.0,1462.02,0.0,1020.49,Open
SO-009999,CUST-0064,2026-07-03,19998,9999,20,SYS-0022,300,33.0,0.0,7237.9,0.0,4965.2,Open
SO-001853,CUST-0062,2026-07-04,3705,1853,10,DRV-0045,100,55.0,0.0,533.52,0.05,378.8,Open
SO-001853,CUST-0062,2026-07-04,3706,1853,20,DRV-0056,200,2.0,0.0,4288.19,0.0,2993.16,Open
SO-002514,CUST-0019,2026-07-04,5027,2514,10,DRV-0036,200,9.0,0.0,2261.6,0.0,1497.18,Open
SO-002514,CUST-0019,2026-07-04,5028,2514,20,DRV-0047,100,13.0,0.0,5746.34,0.0,3735.12,Open
SO-004213,CUST-0102,2026-07-04,8425,4213,10,AFT-0055,100,2.0,0.0,410.19,0.05,281.39,Open
SO-004213,CUST-0102,2026-07-04,8426,4213,20,CTL-0006,300,4.0,0.0,2386.35,0.0,1608.4,Open
SO-005469,CUST-0094,2026-07-04,10937,5469,10,ACT-0051,100,13.0,0.0,7268.85,0.0,4550.3,Open
SO-005469,CUST-0094,2026-07-04,10938,5469,20,AFT-0002,100,22.0,0.0,2663.18,0.0,1635.19,Open
SO-006130,CUST-0051,2026-07-04,12259,6130,10,ACT-0042,200,55.0,0.0,938.02,0.0,643.48,Open
SO-006130,CUST-0051,2026-07-04,12260,6130,20,ACT-0053,100,2.0,0.0,679.09,0.02,457.71,Open
SO-007829,CUST-0134,2026-07-04,15657,7829,10,DRV-0051,100,22.0,0.0,4454.89,0.0,3162.97,Open
SO-007829,CUST-0134,2026-07-04,15658,7829,20,SYS-0002,300,33.0,0.0,1753.15,0.0,1223.7,Open
SO-008490,CUST-0091,2026-07-04,16979,8490,10,DRV-0042,200,2.0,0.0,618.64,0.0,409.54,Open
SO-008490,CUST-0091,2026-07-04,16980,8490,20,DRV-0053,100,4.0,0.0,3839.88,0.02,2495.92,Open
SO-009746,CUST-0083,2026-07-04,19491,9746,10,CTL-0018,300,13.0,0.0,964.87,0.02,685.06,Open
SO-009746,CUST-0083,2026-07-04,19492,9746,20,CTL-0029,300,22.0,0.0,1068.95,0.035,746.13,Open
SO-000344,CUST-0089,2026-07-05,687,344,10,DRV-0016,200,9.0,0.0,566.47,0.0,381.8,Open
SO-000344,CUST-0089,2026-07-05,688,344,20,DRV-0027,100,13.0,0.0,1765.48,0.0,1168.75,Open
SO-001382,CUST-0215,2026-07-05,2763,1382,10,AFT-0044,100,22.0,0.0,1570.78,0.035,1002.16,Open
SO-001382,CUST-0215,2026-07-05,2764,1382,20,AFT-0055,100,33.0,0.0,449.5,0.05,281.39,Open
SO-002043,CUST-0172,2026-07-05,4085,2043,10,AFT-0035,100,2.0,0.0,3284.4,0.05,2292.51,Open
SO-002043,CUST-0172,2026-07-05,4086,2043,20,AFT-0046,100,4.0,0.0,968.15,0.0,664.15,Open
SO-002704,CUST-0129,2026-07-05,5407,2704,10,AFT-0026,100,13.0,0.0,299.32,0.0,194.56,Open
SO-002704,CUST-0129,2026-07-05,5408,2704,20,AFT-0037,100,22.0,0.0,4823.43,0.0,3077.35,Open
SO-003299,CUST-0164,2026-07-05,6597,3299,10,ACT-0031,100,13.0,0.0,3954.62,0.0,2523.05,Open
SO-003299,CUST-0164,2026-07-05,6598,3299,20,ACT-0042,200,22.0,0.0,1027.92,0.0,643.48,Open
SO-003960,CUST-0121,2026-07-05,7919,3960,10,ACT-0022,200,55.0,0.0,1418.91,0.0,990.4,Open
SO-003960,CUST-0121,2026-07-05,7920,3960,20,ACT-0033,100,2.0,0.0,1927.35,0.02,1322.16,Open
SO-004998,CUST-0007,2026-07-05,9995,4998,10,DRV-0040,200,4.0,0.0,330.77,0.05,218.97,Open
SO-004998,CUST-0007,2026-07-05,9996,4998,20,DRV-0051,100,9.0,0.0,4866.11,0.0,3162.97,Open
SO-005659,CUST-0204,2026-07-05,11317,5659,10,DRV-0031,100,22.0,0.0,2268.7,0.0,1392.98,Open
SO-005659,CUST-0204,2026-07-05,11318,5659,20,DRV-0042,200,33.0,0.0,576.82,0.0,409.54,Open
SO-006320,CUST-0161,2026-07-05,12639,6320,10,DRV-0022,200,2.0,0.0,6229.99,0.0,4199.01,Open
SO-006320,CUST-0161,2026-07-05,12640,6320,20,DRV-0033,100,4.0,0.0,1699.24,0.02,1124.9,Open
SO-007358,CUST-0047,2026-07-05,14715,7358,10,AFT-0050,100,9.0,0.0,3873.53,0.05,2471.31,Open
SO-007358,CUST-0047,2026-07-05,14716,7358,20,CTL-0001,300,13.0,0.0,3476.49,0.0,2176.28,Open
SO-008614,CUST-0039,2026-07-05,17227,8614,10,ACT-0046,200,33.0,0.0,792.11,0.0,543.39,Open
SO-008614,CUST-0039,2026-07-05,17228,8614,20,ACT-0057,100,55.0,0.0,3889.48,0.0,2621.51,Open
SO-009275,CUST-0236,2026-07-05,18549,9275,10,ACT-0037,100,4.0,0.0,5942.57,0.0,3791.36,Open
SO-009275,CUST-0236,2026-07-05,18550,9275,20,ACT-0048,200,9.0,0.0,612.48,0.02,383.41,Open
SO-009936,CUST-0193,2026-07-05,19871,9936,10,ACT-0028,200,22.0,0.0,305.99,0.02,213.58,Open
SO-009936,CUST-0193,2026-07-05,19872,9936,20,ACT-0039,100,33.0,0.0,1107.7,0.035,759.88,Open
SO-000911,CUST-0128,2026-07-06,1821,911,10,ACT-0003,100,9.0,0.0,2964.85,0.02,1998.31,Open
SO-000911,CUST-0128,2026-07-06,1822,911,20,ACT-0014,200,13.0,0.0,822.46,0.035,544.47,Open
SO-002167,CUST-0120,2026-07-06,4333,2167,10,DRV-0029,100,33.0,0.0,2633.79,0.035,1617.15,Open
SO-002167,CUST-0120,2026-07-06,4334,2167,20,DRV-0040,200,55.0,0.0,308.41,0.05,218.97,Open
SO-002828,CUST-0077,2026-07-06,5655,2828,10,DRV-0020,200,4.0,0.0,1419.58,0.05,956.8,Open
SO-002828,CUST-0077,2026-07-06,5656,2828,20,DRV-0031,100,9.0,0.0,2104.2,0.0,1392.98,Open
SO-003489,CUST-0034,2026-07-06,6977,3489,10,DRV-0011,100,22.0,0.0,1315.3,0.0,823.38,Open
SO-003489,CUST-0034,2026-07-06,6978,3489,20,DRV-0022,200,33.0,0.0,6838.78,0.0,4199.01,Open
SO-004527,CUST-0160,2026-07-06,9053,4527,10,AFT-0039,300,55.0,0.0,12254.15,0.035,8553.4,Open
SO-004527,CUST-0160,2026-07-06,9054,4527,20,AFT-0050,100,2.0,0.0,3602.49,0.05,2471.31,Open
SO-005188,CUST-0117,2026-07-06,10375,5188,10,AFT-0030,300,9.0,0.0,526.18,0.05,342.02,Open
SO-005188,CUST-0117,2026-07-06,10376,5188,20,AFT-0041,100,13.0,0.0,1822.92,0.0,1163.02,Open
SO-006444,CUST-0109,2026-07-06,12887,6444,10,ACT-0026,200,33.0,0.0,2369.86,0.0,1654.16,Open
SO-006444,CUST-0109,2026-07-06,12888,6444,20,ACT-0037,100,55.0,0.0,5526.76,0.0,3791.36,Open
SO-007105,CUST-0066,2026-07-06,14209,7105,10,ACT-0017,100,4.0,0.0,973.15,0.0,632.55,Open
SO-007105,CUST-0066,2026-07-06,14210,7105,20,ACT-0028,200,9.0,0.0,334.76,0.02,213.58,Open
SO-008143,CUST-0192,2026-07-06,16285,8143,10,DRV-0035,100,13.0,0.0,1472.51,0.05,904.12,Open
SO-008143,CUST-0192,2026-07-06,16286,8143,20,DRV-0046,200,22.0,0.0,1235.66,0.0,877.32,Open
SO-008804,CUST-0149,2026-07-06,17607,8804,10,DRV-0026,200,55.0,0.0,947.74,0.0,638.78,Open
SO-008804,CUST-0149,2026-07-06,17608,8804,20,DRV-0037,100,2.0,0.0,6751.48,0.0,4469.48,Open
SO-009465,CUST-0106,2026-07-06,18929,9465,10,DRV-0017,100,9.0,0.0,1241.28,0.0,777.04,Open
SO-009465,CUST-0106,2026-07-06,18930,9465,20,DRV-0028,200,13.0,0.0,3841.51,0.02,2358.69,Open
SO-000658,CUST-0147,2026-07-07,1315,658,10,CTL-0040,300,4.0,0.0,5383.95,0.05,3693.39,Open
SO-000658,CUST-0147,2026-07-07,1316,658,20,DRV-0011,100,9.0,0.0,1221.63,0.0,823.38,Open
SO-002357,CUST-0230,2026-07-07,4713,2357,10,AFT-0019,100,55.0,0.0,1084.08,0.035,769.7,Open
SO-002357,CUST-0230,2026-07-07,4714,2357,20,AFT-0030,300,2.0,0.0,490.0,0.05,342.02,Open
SO-003018,CUST-0187,2026-07-07,6035,3018,10,AFT-0010,100,9.0,0.0,335.09,0.05,221.83,Open
SO-003018,CUST-0187,2026-07-07,6036,3018,20,AFT-0021,300,13.0,0.0,608.05,0.0,395.23,Open
SO-004274,CUST-0179,2026-07-07,8547,4274,10,ACT-0006,200,33.0,0.0,734.31,0.0,521.36,Open
SO-004274,CUST-0179,2026-07-07,8548,4274,20,ACT-0017,100,55.0,0.0,906.23,0.0,632.55,Open
SO-005973,CUST-0022,2026-07-07,11945,5973,10,DRV-0015,100,13.0,0.0,1970.81,0.05,1233.73,Open
SO-005973,CUST-0022,2026-07-07,11946,5973,20,DRV-0026,200,22.0,0.0,1040.36,0.0,638.78,Open
SO-006634,CUST-0219,2026-07-07,13267,6634,10,DRV-0006,200,55.0,0.0,2591.5,0.0,1777.77,Open
SO-006634,CUST-0219,2026-07-07,13268,6634,20,DRV-0017,100,2.0,0.0,1152.88,0.0,777.04,Open
SO-008333,CUST-0062,2026-07-07,16665,8333,10,AFT-0025,100,22.0,0.0,670.21,0.05,475.85,Open
SO-008333,CUST-0062,2026-07-07,16666,8333,20,AFT-0036,300,33.0,0.0,1361.92,0.0,950.62,Open
SO-009589,CUST-0054,2026-07-07,19177,9589,10,ACT-0021,100,2.0,0.0,1427.88,0.0,928.12,Open
SO-009589,CUST-0054,2026-07-07,19178,9589,20,ACT-0032,200,4.0,0.0,364.7,0.0,232.68,Open
SO-000187,CUST-0060,2026-07-08,373,187,10,ACT-0059,100,55.0,0.0,1401.95,0.035,860.8,Open
SO-000187,CUST-0060,2026-07-08,374,187,20,AFT-0010,100,2.0,0.0,312.44,0.05,221.83,Open
SO-000848,CUST-0017,2026-07-08,1695,848,10,ACT-0050,200,9.0,0.0,1582.57,0.05,1066.65,Open
SO-000848,CUST-0017,2026-07-08,1696,848,20,AFT-0001,100,13.0,0.0,2606.03,0.0,1725.19,Open
SO-001886,CUST-0143,2026-07-08,3771,1886,10,SYS-0008,300,22.0,0.0,341.69,0.02,218.0,Open
SO-001886,CUST-0143,2026-07-08,3772,1886,20,SYS-0019,100,33.0,0.0,2872.41,0.035,1798.13,Open
SO-003142,CUST-0135,2026-07-08,6283,3142,10,DRV-0004,200,2.0,0.0,1116.98,0.035,766.25,Open
SO-003142,CUST-0135,2026-07-08,6284,3142,20,DRV-0015,100,4.0,0.0,1830.46,0.05,1233.73,Open
SO-003803,CUST-0092,2026-07-08,7605,3803,10,CTL-0035,300,13.0,0.0,4834.87,0.05,3084.65,Open
SO-003803,CUST-0092,2026-07-08,7606,3803,20,DRV-0006,200,22.0,0.0,2839.89,0.0,1777.77,Open
SO-004464,CUST-0049,2026-07-08,8927,4464,10,CTL-0026,300,55.0,0.0,1496.23,0.0,1044.37,Open
SO-004464,CUST-0049,2026-07-08,8928,4464,20,CTL-0037,300,2.0,0.0,6314.11,0.0,4331.48,Open
SO-005502,CUST-0175,2026-07-08,11003,5502,10,AFT-0014,100,4.0,0.0,1413.9,0.035,936.0,Open
SO-005502,CUST-0175,2026-07-08,11004,5502,20,AFT-0025,100,9.0,0.0,732.08,0.05,475.85,Open
SO-006163,CUST-0132,2026-07-08,12325,6163,10,AFT-0005,100,22.0,0.0,3802.8,0.05,2334.92,Open
SO-006163,CUST-0132,2026-07-08,12326,6163,20,AFT-0016,100,33.0,0.0,2382.55,0.0,1691.61,Open
SO-007419,CUST-0124,2026-07-08,14837,7419,10,ACT-0001,100,2.0,0.0,3587.84,0.0,2375.15,Open
SO-007419,CUST-0124,2026-07-08,14838,7419,20,ACT-0012,200,4.0,0.0,477.65,0.0,310.47,Open
SO-008080,CUST-0081,2026-07-08,16159,8080,10,SYS-0022,300,13.0,0.0,8086.64,0.0,4965.2,Open
SO-008080,CUST-0081,2026-07-08,16160,8080,20,ACT-0003,100,22.0,0.0,2814.52,0.02,1998.31,Open
SO-009118,CUST-0207,2026-07-08,18235,9118,10,DRV-0010,200,33.0,0.0,531.22,0.05,364.42,Open
SO-009118,CUST-0207,2026-07-08,18236,9118,20,DRV-0021,100,55.0,0.0,1522.31,0.0,1026.04,Open
SO-009779,CUST-0164,2026-07-08,19557,9779,10,DRV-0001,100,4.0,0.0,1689.64,0.0,1077.99,Open
SO-009779,CUST-0164,2026-07-08,19558,9779,20,DRV-0012,200,9.0,0.0,377.41,0.0,236.26,Open
SO-000377,CUST-0170,2026-07-09,753,377,10,DRV-0039,100,2.0,0.0,542.62,0.035,385.26,Open
SO-000377,CUST-0170,2026-07-09,754,377,20,DRV-0050,200,4.0,0.0,4494.68,0.05,3137.29,Open
SO-000972,CUST-0205,2026-07-09,1943,972,10,CTL-0024,300,2.0,0.0,1120.64,0.035,782.21,Open
SO-000972,CUST-0205,2026-07-09,1944,972,20,CTL-0035,300,4.0,0.0,4496.57,0.05,3084.65,Open
SO-001633,CUST-0162,2026-07-09,3265,1633,10,CTL-0015,300,13.0,0.0,777.42,0.05,505.32,Open
SO-001633,CUST-0162,2026-07-09,3266,1633,20,CTL-0026,300,22.0,0.0,1636.94,0.0,1044.37,Open
SO-002671,CUST-0048,2026-07-09,5341,2671,10,AFT-0003,300,33.0,0.0,7351.86,0.02,4514.04,Open
SO-002671,CUST-0048,2026-07-09,5342,2671,20,AFT-0014,100,55.0,0.0,1318.31,0.035,936.0,Open
SO-003332,CUST-0005,2026-07-09,6663,3332,10,ACT-0054,200,4.0,0.0,5674.45,0.035,3824.58,Open
SO-003332,CUST-0005,2026-07-09,6664,3332,20,AFT-0005,100,9.0,0.0,3527.07,0.05,2334.92,Open
SO-003993,CUST-0202,2026-07-09,7985,3993,10,ACT-0045,100,22.0,0.0,498.37,0.05,311.98,Open
SO-003993,CUST-0202,2026-07-09,7986,3993,20,ACT-0056,200,33.0,0.0,1007.46,0.0,618.58,Open
SO-005031,CUST-0088,2026-07-09,10061,5031,10,SYS-0003,100,55.0,0.0,1131.78,0.02,789.98,Open
SO-005031,CUST-0088,2026-07-09,10062,5031,20,SYS-0014,300,2.0,0.0,1234.78,0.035,847.06,Open
SO-005249,CUST-0194,2026-07-09,10497,5249,10,SYS-0011,100,2.0,0.0,1514.08,0.0,1020.49,Open
SO-005249,CUST-0194,2026-07-09,10498,5249,20,SYS-0022,300,4.0,0.0,7500.3,0.0,4965.2,Open
SO-006287,CUST-0080,2026-07-09,12573,6287,10,CTL-0039,300,9.0,0.0,2952.62,0.035,1883.77,Open
SO-006287,CUST-0080,2026-07-09,12574,6287,20,DRV-0010,200,13.0,0.0,582.14,0.05,364.42,Open
SO-006948,CUST-0037,2026-07-09,13895,6948,10,CTL-0030,300,33.0,0.0,4195.62,0.05,2928.54,Open
SO-006948,CUST-0037,2026-07-09,13896,6948,20,DRV-0001,100,55.0,0.0,1571.41,0.0,1077.99,Open
SO-007609,CUST-0234,2026-07-09,15217,7609,10,CTL-0021,300,4.0,0.0,1306.54,0.0,849.25,Open
SO-007609,CUST-0234,2026-07-09,15218,7609,20,CTL-0032,300,9.0,0.0,3053.2,0.0,1947.94,Open
SO-008647,CUST-0120,2026-07-09,17293,8647,10,AFT-0009,300,13.0,0.0,1014.27,0.035,622.76,Open
SO-008647,CUST-0120,2026-07-09,17294,8647,20,AFT-0020,100,22.0,0.0,1103.93,0.05,783.79,Open
SO-009308,CUST-0077,2026-07-09,18615,9308,10,ACT-0060,200,55.0,0.0,323.46,0.05,218.01,Open
SO-009308,CUST-0077,2026-07-09,18616,9308,20,AFT-0011,100,2.0,0.0,694.5,0.0,459.76,Open
SO-000501,CUST-0118,2026-07-10,1001,501,10,ACT-0043,100,33.0,0.0,798.32,0.02,499.75,Open
SO-000501,CUST-0118,2026-07-10,1002,501,20,ACT-0054,200,55.0,0.0,6228.96,0.035,3824.58,Open
SO-001162,CUST-0075,2026-07-10,2323,1162,10,ACT-0034,200,4.0,0.0,493.73,0.035,338.7,Open
SO-001162,CUST-0075,2026-07-10,2324,1162,20,ACT-0045,100,9.0,0.0,462.88,0.05,311.98,Open
SO-002861,CUST-0158,2026-07-10,5721,2861,10,DRV-0043,100,55.0,0.0,819.27,0.02,581.68,Open
SO-002861,CUST-0158,2026-07-10,5722,2861,20,DRV-0054,200,2.0,0.0,3422.74,0.035,2389.07,Open
SO-004117,CUST-0150,2026-07-10,8233,4117,10,CTL-0019,300,9.0,0.0,1552.09,0.035,1008.86,Open
SO-004117,CUST-0150,2026-07-10,8234,4117,20,CTL-0030,300,13.0,0.0,4590.19,0.05,2928.54,Open
SO-004778,CUST-0107,2026-07-10,9555,4778,10,CTL-0010,300,33.0,0.0,4002.1,0.05,2841.49,Open
SO-004778,CUST-0107,2026-07-10,9556,4778,20,CTL-0021,300,55.0,0.0,1216.69,0.0,849.25,Open
SO-006477,CUST-0190,2026-07-10,12953,6477,10,ACT-0049,100,13.0,0.0,1326.36,0.035,830.3,Open
SO-006477,CUST-0190,2026-07-10,12954,6477,20,ACT-0060,200,22.0,0.0,355.07,0.05,218.01,Open
SO-007138,CUST-0147,2026-07-10,14275,7138,10,ACT-0040,200,55.0,0.0,291.28,0.05,199.82,Open
SO-007138,CUST-0147,2026-07-10,14276,7138,20,ACT-0051,100,2.0,0.0,6751.19,0.0,4550.3,Open
SO-008394,CUST-0139,2026-07-10,16787,8394,10,SYS-0006,300,9.0,0.0,697.46,0.0,436.61,Open
SO-008394,CUST-0139,2026-07-10,16788,8394,20,SYS-0017,100,13.0,0.0,4674.5,0.0,2870.14,Open
SO-000030,CUST-0031,2026-07-11,59,30,10,DRV-0032,200,13.0,0.0,366.87,0.0,242.87,Open
SO-000030,CUST-0031,2026-07-11,60,30,20,DRV-0043,100,22.0,0.0,894.89,0.02,581.68,Open
SO-000691,CUST-0228,2026-07-11,1381,691,10,DRV-0023,100,55.0,0.0,2372.56,0.02,1456.75,Open
SO-000691,CUST-0228,2026-07-11,1382,691,20,DRV-0034,200,2.0,0.0,597.17,0.035,423.99,Open
SO-001352,CUST-0185,2026-07-11,2703,1352,10,DRV-0014,200,9.0,0.0,1449.33,0.035,976.85,Open
SO-001352,CUST-0185,2026-07-11,2704,1352,20,DRV-0025,100,13.0,0.0,3385.0,0.05,2240.87,Open
SO-001947,CUST-0220,2026-07-11,3893,1947,10,AFT-0059,100,9.0,0.0,407.99,0.035,270.09,Open
SO-001947,CUST-0220,2026-07-11,3894,1947,20,CTL-0010,300,13.0,0.0,4371.52,0.05,2841.49,Open
SO-002608,CUST-0177,2026-07-11,5215,2608,10,AFT-0050,100,33.0,0.0,4024.93,0.05,2471.31,Open
SO-002608,CUST-0177,2026-07-11,5216,2608,20,CTL-0001,300,55.0,0.0,3065.18,0.0,2176.28,Open
SO-003646,CUST-0063,2026-07-11,7291,3646,10,ACT-0038,200,2.0,0.0,616.59,0.02,422.98,Open
SO-003646,CUST-0063,2026-07-11,7292,3646,20,ACT-0049,100,4.0,0.0,1231.9,0.035,830.3,Open
SO-004307,CUST-0020,2026-07-11,8613,4307,10,ACT-0029,100,13.0,0.0,1447.12,0.035,923.26,Open
SO-004307,CUST-0020,2026-07-11,8614,4307,20,ACT-0040,200,22.0,0.0,319.2,0.05,199.82,Open
SO-004968,CUST-0217,2026-07-11,9935,4968,10,ACT-0020,200,55.0,0.0,897.13,0.05,626.2,Open
SO-004968,CUST-0217,2026-07-11,9936,4968,20,ACT-0031,100,2.0,0.0,3677.92,0.0,2523.05,Open
SO-006006,CUST-0103,2026-07-11,12011,6006,10,DRV-0038,200,4.0,0.0,822.24,0.02,544.32,Open
SO-006006,CUST-0103,2026-07-11,12012,6006,20,DRV-0049,100,9.0,0.0,1845.83,0.035,1199.79,Open
SO-006224,CUST-0209,2026-07-11,12447,6224,10,DRV-0046,200,9.0,0.0,1375.11,0.0,877.32,Open
SO-006224,CUST-0209,2026-07-11,12448,6224,20,DRV-0057,100,13.0,0.0,6182.4,0.0,3870.18,Open
SO-007262,CUST-0095,2026-07-11,14523,7262,10,CTL-0014,300,22.0,0.0,530.03,0.035,376.32,Open
SO-007262,CUST-0095,2026-07-11,14524,7262,20,CTL-0025,300,33.0,0.0,1777.28,0.05,1240.54,Open
SO-007923,CUST-0052,2026-07-11,15845,7923,10,CTL-0005,300,2.0,0.0,1608.7,0.05,1064.96,Open
SO-007923,CUST-0052,2026-07-11,15846,7923,20,CTL-0016,300,4.0,0.0,420.08,0.0,273.05,Open
SO-008584,CUST-0009,2026-07-11,17167,8584,10,AFT-0056,100,13.0,0.0,628.83,0.0,386.1,Open
SO-008584,CUST-0009,2026-07-11,17168,8584,20,CTL-0007,300,22.0,0.0,3108.42,0.0,2206.98,Open
SO-009622,CUST-0135,2026-07-11,19243,9622,10,ACT-0044,200,33.0,0.0,278.62,0.035,191.13,Open
SO-009622,CUST-0135,2026-07-11,19244,9622,20,ACT-0055,100,55.0,0.0,3167.43,0.05,2134.85,Open
SO-000815,CUST-0176,2026-07-12,1629,815,10,ACT-0027,100,22.0,0.0,4353.9,0.0,2777.79,Open
SO-000815,CUST-0176,2026-07-12,1630,815,20,ACT-0038,200,33.0,0.0,675.69,0.02,422.98,Open
SO-001476,CUST-0133,2026-07-12,2951,1476,10,ACT-0018,200,2.0,0.0,1509.83,0.02,1053.86,Open
SO-001476,CUST-0133,2026-07-12,2952,1476,20,ACT-0029,100,4.0,0.0,1345.86,0.035,923.26,Open
SO-002137,CUST-0090,2026-07-12,4273,2137,10,ACT-0009,100,13.0,0.0,560.14,0.035,364.09,Open
SO-002137,CUST-0090,2026-07-12,4274,2137,20,ACT-0020,200,22.0,0.0,981.5,0.05,626.2,Open
SO-003175,CUST-0216,2026-07-12,6349,3175,10,DRV-0027,100,33.0,0.0,1903.5,0.0,1168.75,Open
SO-003175,CUST-0216,2026-07-12,6350,3175,20,DRV-0038,200,55.0,0.0,766.65,0.02,544.32,Open
SO-003836,CUST-0173,2026-07-12,7671,3836,10,DRV-0018,200,4.0,0.0,2179.14,0.02,1468.74,Open
SO-003836,CUST-0173,2026-07-12,7672,3836,20,DRV-0029,100,9.0,0.0,2442.82,0.035,1617.15,Open
SO-005092,CUST-0165,2026-07-12,10183,5092,10,AFT-0054,300,22.0,0.0,453.91,0.035,278.7,Open
SO-005092,CUST-0165,2026-07-12,10184,5092,20,CTL-0005,300,33.0,0.0,1499.94,0.05,1064.96,Open
SO-005753,CUST-0122,2026-07-12,11505,5753,10,AFT-0045,300,2.0,0.0,1889.94,0.05,1273.82,Open
SO-005753,CUST-0122,2026-07-12,11506,5753,20,AFT-0056,100,4.0,0.0,583.23,0.0,386.1,Open
SO-006791,CUST-0008,2026-07-12,13581,6791,10,ACT-0033,100,9.0,0.0,2072.35,0.02,1322.16,Open
SO-006791,CUST-0008,2026-07-12,13582,6791,20,ACT-0044,200,13.0,0.0,305.32,0.035,191.13,Open
SO-007452,CUST-0205,2026-07-12,14903,7452,10,ACT-0024,200,33.0,0.0,2863.07,0.035,1998.42,Open
SO-007452,CUST-0205,2026-07-12,14904,7452,20,ACT-0035,100,55.0,0.0,2862.77,0.05,1963.86,Open
SO-008113,CUST-0162,2026-07-12,16225,8113,10,ACT-0015,100,4.0,0.0,1653.62,0.05,1074.85,Open
SO-008113,CUST-0162,2026-07-12,16226,8113,20,ACT-0026,200,9.0,0.0,2592.73,0.0,1654.16,Open
SO-009151,CUST-0048,2026-07-12,18301,9151,10,DRV-0033,100,13.0,0.0,1832.08,0.02,1124.9,Open
SO-009151,CUST-0048,2026-07-12,18302,9151,20,DRV-0044,200,22.0,0.0,308.51,0.035,219.04,Open
SO-009369,CUST-0154,2026-07-12,18737,9369,10,DRV-0041,100,22.0,0.0,388.91,0.0,271.46,Open
SO-009369,CUST-0154,2026-07-12,18738,9369,20,DRV-0052,200,33.0,0.0,1892.32,0.0,1298.13,Open
SO-001005,CUST-0046,2026-07-13,2009,1005,10,DRV-0007,100,33.0,0.0,2165.97,0.0,1355.9,Open
SO-001005,CUST-0046,2026-07-13,2010,1005,20,DRV-0018,200,55.0,0.0,2392.08,0.02,1468.74,Open
SO-001666,CUST-0003,2026-07-13,3331,1666,10,CTL-0038,300,4.0,0.0,2373.12,0.02,1627.96,Open
SO-001666,CUST-0003,2026-07-13,3332,1666,20,DRV-0009,100,9.0,0.0,452.24,0.035,304.81,Open
SO-002922,CUST-0235,2026-07-13,5843,2922,10,AFT-0034,100,22.0,0.0,800.56,0.035,501.15,Open
SO-002922,CUST-0235,2026-07-13,5844,2922,20,AFT-0045,300,33.0,0.0,2074.63,0.05,1273.82,Open
SO-004621,CUST-0078,2026-07-13,9241,4621,10,ACT-0013,100,9.0,0.0,571.98,0.02,371.79,Open
SO-004621,CUST-0078,2026-07-13,9242,4621,20,ACT-0024,200,13.0,0.0,3132.32,0.035,1998.42,Open
SO-005282,CUST-0035,2026-07-13,10563,5282,10,ACT-0004,200,33.0,0.0,285.8,0.035,202.92,Open
SO-005282,CUST-0035,2026-07-13,10564,5282,20,ACT-0015,100,55.0,0.0,1539.9,0.05,1074.85,Open
SO-006981,CUST-0118,2026-07-13,13961,6981,10,DRV-0013,100,13.0,0.0,853.4,0.02,534.23,Open
SO-006981,CUST-0118,2026-07-13,13962,6981,20,DRV-0024,200,22.0,0.0,2647.59,0.035,1625.62,Open
SO-008237,CUST-0110,2026-07-13,16473,8237,10,AFT-0049,100,55.0,0.0,1068.16,0.035,719.94,Open
SO-008237,CUST-0110,2026-07-13,16474,8237,20,AFT-0060,300,2.0,0.0,576.77,0.05,381.82,Open
SO-008898,CUST-0067,2026-07-13,17795,8898,10,AFT-0040,100,9.0,0.0,906.47,0.05,567.45,Open
SO-008898,CUST-0067,2026-07-13,17796,8898,20,AFT-0051,300,13.0,0.0,2188.62,0.0,1343.81,Open
SO-000534,CUST-0199,2026-07-14,1067,534,10,AFT-0006,300,13.0,0.0,8693.34,0.0,5754.99,Open
SO-000534,CUST-0199,2026-07-14,1068,534,20,AFT-0017,100,22.0,0.0,2624.45,0.0,1705.89,Open
SO-001790,CUST-0191,2026-07-14,3579,1790,10,ACT-0002,200,55.0,0.0,561.18,0.0,398.44,Open
SO-001790,CUST-0191,2026-07-14,3580,1790,20,ACT-0013,100,2.0,0.0,532.65,0.02,371.79,Open
SO-002451,CUST-0148,2026-07-14,4901,2451,10,SYS-0023,100,9.0,0.0,3525.53,0.02,2333.9,Open
SO-002451,CUST-0148,2026-07-14,4902,2451,20,ACT-0004,200,13.0,0.0,312.18,0.035,202.92,Open
SO-003112,CUST-0105,2026-07-14,6223,3112,10,SYS-0014,300,33.0,0.0,1379.58,0.035,847.06,Open
SO-003112,CUST-0105,2026-07-14,6224,3112,20,SYS-0025,100,55.0,0.0,737.75,0.05,523.8,Open
SO-004150,CUST-0231,2026-07-14,8299,4150,10,DRV-0002,200,2.0,0.0,3310.23,0.0,2270.82,Open
SO-004150,CUST-0231,2026-07-14,8300,4150,20,DRV-0013,100,4.0,0.0,792.63,0.02,534.23,Open
SO-004811,CUST-0188,2026-07-14,9621,4811,10,CTL-0033,300,13.0,0.0,5762.62,0.02,3676.55,Open
