id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
152747,2026-04-19,Production Receipt,SA-0072,100,100-FG,100-FG-04,,3.96,372.62,Production Order,MO-026233,Available,,1475.5752
156184,2026-04-19,Production Receipt,ACT-0005,100,100-FG,100-FG-03,,27.58,789.17,Production Order,MO-026822,Available,,21765.308599999997
159605,2026-04-19,Production Receipt,CTL-0038,300,300-FG,300-FG-02,,7.84,1627.95,Production Order,MO-027411,Available,,12763.128
163043,2026-04-19,Production Receipt,SA-0001,200,200-FG,200-FG-01,,2.925,287.79,Production Order,MO-028000,Available,,841.78575
166478,2026-04-19,Production Receipt,SA-0094,200,200-FG,200-FG-05,,17.91,814.4,Production Order,MO-028589,Available,,14585.904
169901,2026-04-19,Production Receipt,ACT-0027,100,100-FG,100-FG-04,LOT-2604-029178,6.93,2777.78,Production Order,MO-029178,Available,,19250.0154
170527,2026-04-19,Transfer Out,AFT-0006,300,300-FG,300-FG-01,,-17.55,5754.99,Transfer Order,TO-AFT-029285,Available,,-101000.0745
170528,2026-04-19,Transfer In,AFT-0006,400,400-FG,400-FG-01,,17.55,5754.99,Transfer Order,TO-AFT-029285,Available,,101000.0745
173328,2026-04-19,Production Receipt,SYS-0020,300,300-FG,300-FG-03,,34.475,3950.66,Production Order,MO-029767,Available,,136199.0035
175768,2026-04-19,Customer Shipment,CTL-0017,300,300-FG,300-FG-01,,-13.0,246.26,Shipment,SHP-000543,Available,,-3201.38
175769,2026-04-19,Customer Shipment,CTL-0028,300,300-FG,300-FG-01,,-22.0,2359.35,Shipment,SHP-000543,Available,,-51905.7
177560,2026-04-19,Customer Shipment,AFT-0005,400,400-FG,400-FG-04,,-33.0,2334.92,Shipment,SHP-001439,Available,,-77052.36
177561,2026-04-19,Customer Shipment,AFT-0016,400,400-FG,400-FG-04,,-55.0,1691.61,Shipment,SHP-001439,Available,,-93038.54999999999
179730,2026-04-19,Customer Shipment,ACT-0001,100,100-FG,100-FG-05,,-4.0,2375.15,Shipment,SHP-002524,Available,,-9500.6
179731,2026-04-19,Customer Shipment,ACT-0012,200,200-FG,200-FG-05,,-9.0,310.47,Shipment,SHP-002524,Available,,-2794.2300000000005
180876,2026-04-19,Customer Shipment,SYS-0022,300,300-FG,300-FG-01,,-22.0,4965.2,Shipment,SHP-003097,Available,,-109234.4
180877,2026-04-19,Customer Shipment,ACT-0003,100,100-FG,100-FG-01,,-33.0,1998.31,Shipment,SHP-003097,Available,,-65944.23
182018,2026-04-19,Customer Shipment,SYS-0013,100,100-FG,100-FG-02,,-2.0,871.78,Shipment,SHP-003668,Available,,-1743.56
182019,2026-04-19,Customer Shipment,SYS-0024,300,300-FG,300-FG-02,,-4.0,5743.44,Shipment,SHP-003668,Available,,-22973.76
183810,2026-04-19,Customer Shipment,DRV-0001,100,100-FG,100-FG-05,,-9.0,1077.99,Shipment,SHP-004564,Available,,-9701.91
183811,2026-04-19,Customer Shipment,DRV-0012,200,200-FG,200-FG-05,,-13.0,236.26,Shipment,SHP-004564,Available,,-3071.38
184948,2026-04-19,Customer Shipment,CTL-0032,300,300-FG,300-FG-01,,-33.0,1947.94,Shipment,SHP-005133,Available,,-64282.020000000004
184949,2026-04-19,Customer Shipment,DRV-0003,100,100-FG,100-FG-01,,-55.0,1969.66,Shipment,SHP-005133,Available,,-108331.3
186092,2026-04-19,Customer Shipment,CTL-0023,300,300-FG,300-FG-02,,-4.0,1243.13,Shipment,SHP-005705,Available,,-4972.52
186093,2026-04-19,Customer Shipment,CTL-0034,300,300-FG,300-FG-02,,-9.0,1946.56,Shipment,SHP-005705,Available,,-17519.04
187124,2026-04-19,Customer Shipment,AFT-0028,400,400-FG,400-FG-02,,-4.0,349.76,Shipment,SHP-006221,Available,,-1399.04
187125,2026-04-19,Customer Shipment,AFT-0039,400,400-FG,400-FG-02,,-9.0,8553.4,Shipment,SHP-006221,Available,,-76980.59999999999
188264,2026-04-19,Customer Shipment,AFT-0019,400,400-FG,400-FG-03,,-22.0,769.7,Shipment,SHP-006791,Available,,-16933.4
188265,2026-04-19,Customer Shipment,AFT-0030,400,400-FG,400-FG-03,,-33.0,342.02,Shipment,SHP-006791,Available,,-11286.66
190058,2026-04-19,Customer Shipment,ACT-0007,100,100-FG,100-FG-01,,-55.0,2766.72,Shipment,SHP-007688,Available,,-152169.59999999998
190059,2026-04-19,Customer Shipment,ACT-0018,200,200-FG,200-FG-01,,-2.0,1053.86,Shipment,SHP-007688,Available,,-2107.72
191204,2026-04-19,Customer Shipment,SYS-0028,300,300-FG,300-FG-02,,-9.0,2113.15,Shipment,SHP-008261,Available,,-19018.350000000002
191205,2026-04-19,Customer Shipment,ACT-0009,100,100-FG,100-FG-02,,-13.0,364.09,Shipment,SHP-008261,Available,,-4733.17
192256,2026-04-19,Purchase Receipt,RM-0044,200,200-RM,200-RM-03,,242.4213,21.8,Purchase Receipt,RCV-0000287,Accepted,,5284.78434
192399,2026-04-19,Purchase Receipt,PC-0014,300,300-RM,300-RM-02,,435.8337,90.46,Purchase Receipt,RCV-0000430,Accepted,,39425.516502
192544,2026-04-19,Purchase Receipt,RM-0036,200,200-RM,200-RM-01,LOT-2604-000575,303.6755,15.25,Purchase Receipt,RCV-0000575,Accepted,,4631.051375
194131,2026-04-19,Purchase Receipt,RM-0041,200,200-RM,200-RM-01,,304.6676,19.34,Purchase Receipt,RCV-0002162,Accepted,,5892.271384
194274,2026-04-19,Purchase Receipt,PC-0011,100,100-RM,100-RM-05,,496.9139,80.64,Purchase Receipt,RCV-0002305,Accepted,,40071.136896
195316,2026-04-19,Purchase Receipt,RM-0074,300,300-RM,300-RM-03,,53.3172,20.98,Purchase Receipt,RCV-0003347,Accepted,,1118.594856
197048,2026-04-19,Purchase Receipt,PC-0061,100,100-RM,100-RM-02,,549.1204,142.82,Purchase Receipt,RCV-0005079,Accepted,,78425.375528
197194,2026-04-19,Purchase Receipt,RM-0071,200,200-RM,200-RM-01,,184.069,18.52,Purchase Receipt,RCV-0005225,Accepted,,3408.95788
197337,2026-04-19,Purchase Receipt,PC-0050,300,300-RM,300-RM-05,LOT-2604-005368,263.4445,106.82,Purchase Receipt,RCV-0005368,Accepted,,28141.141489999998
198923,2026-04-19,Purchase Receipt,PC-0056,300,300-RM,300-RM-05,,137.1487,126.46,Purchase Receipt,RCV-0006954,Accepted,,17343.824601999997
199966,2026-04-19,Purchase Receipt,RM-0115,200,200-RM,200-RM-03,,827.2848,29.16,Purchase Receipt,RCV-0007997,Accepted,,24123.624768
200111,2026-04-19,Purchase Receipt,PC-0095,200,200-RM,200-RM-02,,306.8127,51.19,Purchase Receipt,RCV-0008142,Accepted,,15705.742113
201839,2026-04-19,Purchase Receipt,RM-0111,300,300-RM,300-RM-01,,73.8494,25.89,Purchase Receipt,RCV-0009870,Accepted,,1911.960966
201982,2026-04-19,Purchase Receipt,PC-0091,200,200-RM,200-RM-05,,227.9717,139.55,Purchase Receipt,RCV-0010013,Accepted,,31813.450735000002
204607,2026-04-19,Purchase Receipt,PC-0010,100,100-RM,100-RM-03,,225.1026,77.37,Purchase Receipt,RCV-0012638,Accepted,,17416.188162000002
204752,2026-04-19,Purchase Receipt,RM-0032,200,200-RM,200-RM-02,,508.733,11.98,Purchase Receipt,RCV-0012783,Accepted,,6094.621340000001
204897,2026-04-19,Purchase Receipt,RM-0149,100,100-RM,100-RM-01,,232.9982,31.61,Purchase Receipt,RCV-0012928,Accepted,,7365.073101999999
594,2026-04-20,Production Issue,RM-0028,100,100-RM,100-RM-02,,-55.2308,34.07,Production Order,MO-000103,Available,,-1881.713356
595,2026-04-20,Production Issue,RM-0051,100,100-RM,100-RM-03,,-88.6704,27.52,Production Order,MO-000103,Available,,-2440.209408
596,2026-04-20,Production Issue,RM-0074,100,100-RM,100-RM-04,,-132.3899,20.98,Production Order,MO-000103,Available,,-2777.5401020000004
1227,2026-04-20,Production Receipt,SA-0071,300,300-FG,300-FG-01,,6.825,577.59,Production Order,MO-000210,Available,,3942.0517500000005
4027,2026-04-20,Production Issue,PC-0059,200,200-RM,200-RM-02,,-58.5312,136.28,Production Order,MO-000692,Available,,-7976.631936
4028,2026-04-20,Production Issue,PC-0082,200,200-RM,200-RM-03,,-11.9228,110.09,Production Order,MO-000692,Available,,-1312.581052
4029,2026-04-20,Production Issue,RM-0005,200,200-RM,200-RM-04,,-28.295,15.25,Production Order,MO-000692,Available,,-431.49875000000003
4030,2026-04-20,Production Issue,RM-0028,200,200-RM,200-RM-05,,-42.126,34.07,Production Order,MO-000692,Available,,-1435.23282
4031,2026-04-20,Production Issue,RM-0051,200,200-RM,200-RM-01,,-59.4317,27.52,Production Order,MO-000692,Available,,-1635.5603839999999
4032,2026-04-20,Production Issue,RM-0074,200,200-RM,200-RM-02,,-12.1152,20.98,Production Order,MO-000692,Available,,-254.176896
4645,2026-04-20,Production Receipt,ACT-0004,200,200-FG,200-FG-05,,34.825,202.91,Production Order,MO-000799,Available,,7066.34075
7457,2026-04-20,Production Issue,PC-0005,200,200-RM,200-RM-02,,-11.5366,61.0,Production Order,MO-001281,Available,,-703.7326
7458,2026-04-20,Production Issue,PC-0028,200,200-RM,200-RM-03,,-16.6298,136.28,Production Order,MO-001281,Available,,-2266.309144
7459,2026-04-20,Production Issue,PC-0051,200,200-RM,200-RM-04,,-3.3848,110.09,Production Order,MO-001281,Available,,-372.632632
8082,2026-04-20,Production Receipt,CTL-0037,300,300-FG,300-FG-04,,13.86,4331.49,Production Order,MO-001388,Available,,60034.4514
10882,2026-04-20,Production Issue,RM-0146,300,300-RM,300-RM-02,,-53.998,29.16,Production Order,MO-001870,Available,,-1574.58168
10883,2026-04-20,Production Issue,PC-0019,300,300-RM,300-RM-03,,-88.9701,106.82,Production Order,MO-001870,Available,,-9503.786082
10884,2026-04-20,Production Issue,PC-0042,300,300-RM,300-RM-04,,-113.4605,80.64,Production Order,MO-001870,Available,,-9149.45472
10885,2026-04-20,Production Issue,PC-0065,300,300-RM,300-RM-05,,-23.0765,54.46,Production Order,MO-001870,Available,,-1256.74619
11515,2026-04-20,Production Receipt,AFT-0060,300,300-FG,300-FG-03,,3.94,381.83,Production Order,MO-001977,Available,,1504.4101999999998
14316,2026-04-20,Production Issue,RM-0137,100,100-RM,100-RM-02,,-7.158,21.8,Production Order,MO-002459,Available,,-156.04440000000002
14317,2026-04-20,Production Issue,PC-0010,100,100-RM,100-RM-03,,-15.0316,77.37,Production Order,MO-002459,Available,,-1162.994892
14318,2026-04-20,Production Issue,PC-0033,100,100-RM,100-RM-04,,-24.7894,51.19,Production Order,MO-002459,Available,,-1268.969386
14319,2026-04-20,Production Issue,PC-0056,100,100-RM,100-RM-05,,-32.2202,126.46,Production Order,MO-002459,Available,,-4074.5664919999995
14320,2026-04-20,Production Issue,PC-0079,100,100-RM,100-RM-01,,-7.2689,100.28,Production Order,MO-002459,Available,,-728.925292
14939,2026-04-20,Production Receipt,SA-0093,100,100-FG,100-FG-02,,27.44,674.19,Production Order,MO-002566,Available,,18499.773600000004
17747,2026-04-20,Production Issue,RM-0083,300,300-RM,300-RM-02,,-9.6466,28.34,Production Order,MO-003048,Available,,-273.384644
17748,2026-04-20,Production Issue,RM-0106,300,300-RM,300-RM-03,,-13.524,21.8,Production Order,MO-003048,Available,,-294.8232
17749,2026-04-20,Production Issue,RM-0129,300,300-RM,300-RM-04,,-3.5022,15.25,Production Order,MO-003048,Available,,-53.408550000000005
17750,2026-04-20,Production Issue,PC-0002,300,300-RM,300-RM-05,,-6.9811,51.19,Production Order,MO-003048,Available,,-357.362509
18378,2026-04-20,Production Receipt,ACT-0026,200,200-FG,200-FG-01,,7.8,1654.15,Production Order,MO-003155,Available,,12902.37
21173,2026-04-20,Production Issue,SA-0040,200,200-RM,200-RM-02,,-40.9795,823.26,Production Order,MO-003637,Available,,-33736.78317
21174,2026-04-20,Production Issue,RM-0022,200,200-RM,200-RM-03,,-62.5625,29.16,Production Order,MO-003637,Available,,-1824.3225
21175,2026-04-20,Production Issue,RM-0045,200,200-RM,200-RM-04,,-79.083,22.61,Production Order,MO-003637,Available,,-1788.06663
21176,2026-04-20,Production Issue,RM-0068,200,200-RM,200-RM-05,,-23.1517,16.07,Production Order,MO-003637,Available,,-372.04781900000006
21177,2026-04-20,Production Issue,RM-0091,200,200-RM,200-RM-01,,-41.6405,34.89,Production Order,MO-003637,Available,,-1452.8370450000002
21802,2026-04-20,Production Receipt,SYS-0019,100,100-FG,100-FG-05,LOT-2604-003744,2.985,1798.13,Production Order,MO-003744,Available,,5367.41805
24598,2026-04-20,Production Issue,SA-0045,100,100-RM,100-RM-02,,-8.6446,283.66,Production Order,MO-004226,Available,,-2452.1272360000003
24599,2026-04-20,Production Issue,RM-0006,100,100-RM,100-RM-03,,-15.5257,16.07,Production Order,MO-004226,Available,,-249.49799900000002
24600,2026-04-20,Production Issue,RM-0029,100,100-RM,100-RM-04,,-24.1968,34.89,Production Order,MO-004226,Available,,-844.226352
24601,2026-04-20,Production Issue,RM-0052,100,100-RM,100-RM-05,,-30.5621,28.34,Production Order,MO-004226,Available,,-866.129914
24602,2026-04-20,Production Issue,RM-0075,100,100-RM,100-RM-01,,-8.7797,21.8,Production Order,MO-004226,Available,,-191.39746
24603,2026-04-20,Production Issue,RM-0098,100,100-RM,100-RM-02,,-15.7802,15.25,Production Order,MO-004226,Available,,-240.64805
25228,2026-04-20,Production Receipt,SA-0022,200,200-FG,200-FG-04,,17.82,935.46,Production Order,MO-004333,Available,,16669.8972
28032,2026-04-20,Production Issue,RM-0126,100,100-RM,100-RM-02,,-137.6021,12.8,Production Order,MO-004815,Available,,-1761.30688
28033,2026-04-20,Production Issue,RM-0149,100,100-RM,100-RM-03,,-17.7282,31.61,Production Order,MO-004815,Available,,-560.388402
28034,2026-04-20,Production Issue,PC-0022,100,100-RM,100-RM-04,,-52.6008,116.64,Production Order,MO-004815,Available,,-6135.357312
28035,2026-04-20,Production Issue,PC-0045,100,100-RM,100-RM-05,,-93.8428,90.46,Production Order,MO-004815,Available,,-8489.019687999998
28036,2026-04-20,Production Issue,PC-0068,100,100-RM,100-RM-01,,-126.1352,64.28,Production Order,MO-004815,Available,,-8107.970656
28661,2026-04-20,Production Receipt,DRV-0015,100,100-FG,100-FG-03,,6.895,1233.73,Production Order,MO-004922,Available,,8506.56835
31463,2026-04-20,Production Issue,PC-0057,100,100-RM,100-RM-02,,-35.9967,129.73,Production Order,MO-005404,Available,,-4669.851890999999
31464,2026-04-20,Production Issue,PC-0080,100,100-RM,100-RM-03,,-53.6754,103.55,Production Order,MO-005404,Available,,-5558.08767
31465,2026-04-20,Production Issue,RM-0003,100,100-RM,100-RM-04,,-7.0482,13.61,Production Order,MO-005404,Available,,-95.926002
31466,2026-04-20,Production Issue,RM-0026,100,100-RM,100-RM-05,,-23.1964,32.43,Production Order,MO-005404,Available,,-752.2592520000001
31467,2026-04-20,Production Issue,RM-0049,100,100-RM,100-RM-01,,-36.582,25.89,Production Order,MO-005404,Available,,-947.10798
31468,2026-04-20,Production Issue,RM-0072,100,100-RM,100-RM-02,,-54.5012,19.34,Production Order,MO-005404,Available,,-1054.053208
32090,2026-04-20,Production Receipt,ACT-0048,200,200-FG,200-FG-02,,34.3,383.41,Production Order,MO-005511,Available,,13150.963
34889,2026-04-20,Production Issue,RM-0024,200,200-RM,200-RM-02,,-6.3622,30.8,Production Order,MO-005993,Available,,-195.95576
34890,2026-04-20,Production Issue,RM-0047,200,200-RM,200-RM-03,,-10.2182,24.25,Production Order,MO-005993,Available,,-247.79135
34891,2026-04-20,Production Issue,RM-0070,200,200-RM,200-RM-04,,-15.2494,17.71,Production Order,MO-005993,Available,,-270.066874
35514,2026-04-20,Production Receipt,AFT-0011,100,100-FG,100-FG-01,,13.65,459.76,Production Order,MO-006100,Available,,6275.724
38322,2026-04-20,Production Issue,SA-0036,100,100-RM,100-RM-02,,-14.8921,496.42,Production Order,MO-006582,Available,,-7392.736282
38323,2026-04-20,Production Issue,RM-0014,100,100-RM,100-RM-03,,-44.268,22.61,Production Order,MO-006582,Available,,-1000.89948
38324,2026-04-20,Production Issue,RM-0037,100,100-RM,100-RM-04,,-77.2612,16.07,Production Order,MO-006582,Available,,-1241.5874840000001
38325,2026-04-20,Production Issue,RM-0060,100,100-RM,100-RM-05,,-104.0478,34.89,Production Order,MO-006582,Available,,-3630.227742
38947,2026-04-20,Production Receipt,SA-0044,300,300-FG,300-FG-05,,3.98,239.64,Production Order,MO-006689,Available,,953.7671999999999
41752,2026-04-20,Production Issue,PC-0100,200,200-RM,200-RM-02,,-23.2639,67.55,Production Order,MO-007171,Available,,-1571.476445
41753,2026-04-20,Production Issue,RM-0023,200,200-RM,200-RM-03,,-33.5194,29.98,Production Order,MO-007171,Available,,-1004.911612
41754,2026-04-20,Production Issue,RM-0046,200,200-RM,200-RM-04,,-6.825,23.43,Production Order,MO-007171,Available,,-159.90975
42385,2026-04-20,Production Receipt,DRV-0037,100,100-FG,100-FG-04,,27.72,4469.49,Production Order,MO-007278,Available,,123894.26279999998
45183,2026-04-20,Production Issue,PC-0027,100,100-RM,100-RM-02,,-5.8318,133.0,Production Order,MO-007760,Available,,-775.6294
45184,2026-04-20,Production Issue,PC-0050,100,100-RM,100-RM-03,,-8.6659,106.82,Production Order,MO-007760,Available,,-925.6914380000001
45185,2026-04-20,Production Issue,PC-0073,100,100-RM,100-RM-04,,-12.253,80.64,Production Order,MO-007760,Available,,-988.08192
45186,2026-04-20,Production Issue,PC-0096,100,100-RM,100-RM-05,,-2.4931,54.46,Production Order,MO-007760,Available,,-135.774226
45807,2026-04-20,Production Receipt,CTL-0010,300,300-FG,300-FG-03,,7.88,2841.5,Production Order,MO-007867,Available,,22391.02
48617,2026-04-20,Production Issue,PC-0067,200,200-RM,200-RM-02,,-16.2302,61.0,Production Order,MO-008349,Available,,-990.0422
48618,2026-04-20,Production Issue,PC-0090,200,200-RM,200-RM-03,,-34.096,136.28,Production Order,MO-008349,Available,,-4646.6028799999995
48619,2026-04-20,Production Issue,SA-0037,200,200-RM,200-RM-04,,-56.2053,1055.39,Production Order,MO-008349,Available,,-59318.51156700001
48620,2026-04-20,Production Issue,RM-0021,200,200-RM,200-RM-05,,-73.08,28.34,Production Order,MO-008349,Available,,-2071.0872
48621,2026-04-20,Production Issue,RM-0044,200,200-RM,200-RM-01,,-16.4799,21.8,Production Order,MO-008349,Available,,-359.26182
49242,2026-04-20,Production Receipt,AFT-0033,300,300-FG,300-FG-02,,2.94,997.67,Production Order,MO-008456,Available,,2933.1497999999997
52040,2026-04-20,Production Issue,PC-0058,100,100-RM,100-RM-02,,-27.2395,133.0,Production Order,MO-008938,Available,,-3622.8535
52041,2026-04-20,Production Issue,PC-0081,100,100-RM,100-RM-03,,-6.1537,106.82,Production Order,MO-008938,Available,,-657.3382339999999
52042,2026-04-20,Production Issue,SA-0012,100,100-RM,100-RM-04,,-13.1755,416.54,Production Order,MO-008938,Available,,-5488.12277
52043,2026-04-20,Production Issue,RM-0012,100,100-RM,100-RM-05,,-21.737,20.98,Production Order,MO-008938,Available,,-456.04226
52044,2026-04-20,Production Issue,RM-0035,100,100-RM,100-RM-01,,-27.6898,14.43,Production Order,MO-008938,Available,,-399.56381400000004
52045,2026-04-20,Production Issue,RM-0058,100,100-RM,100-RM-02,,-6.2499,33.25,Production Order,MO-008938,Available,,-207.809175
52679,2026-04-20,Production Receipt,SA-0066,100,100-FG,100-FG-01,LOT-2604-009045,17.55,1091.36,Production Order,MO-009045,Available,,19153.368
55472,2026-04-20,Production Issue,RM-0124,300,300-RM,300-RM-02,,-80.325,11.16,Production Order,MO-009527,Available,,-896.427
55473,2026-04-20,Production Issue,RM-0147,300,300-RM,300-RM-03,,-122.5778,29.98,Production Order,MO-009527,Available,,-3674.882444
55474,2026-04-20,Production Issue,PC-0020,300,300-RM,300-RM-04,,-155.0027,110.09,Production Order,MO-009527,Available,,-17064.247243
55475,2026-04-20,Production Issue,PC-0043,300,300-RM,300-RM-05,,-40.9248,83.91,Production Order,MO-009527,Available,,-3433.9999679999996
55476,2026-04-20,Production Issue,PC-0066,300,300-RM,300-RM-01,,-81.6102,57.73,Production Order,MO-009527,Available,,-4711.356846
56093,2026-04-20,Production Receipt,DRV-0059,100,100-FG,100-FG-05,,6.965,4086.28,Production Order,MO-009634,Available,,28460.9402
58899,2026-04-20,Production Issue,RM-0070,100,100-RM,100-RM-02,,-17.4243,17.71,Production Order,MO-010116,Available,,-308.584353
58900,2026-04-20,Production Issue,RM-0093,100,100-RM,100-RM-03,,-31.306,11.16,Production Order,MO-010116,Available,,-349.37496
58901,2026-04-20,Production Issue,RM-0116,100,100-RM,100-RM-04,,-48.7687,29.98,Production Order,MO-010116,Available,,-1462.085626
58902,2026-04-20,Production Issue,RM-0139,100,100-RM,100-RM-05,,-61.6211,23.43,Production Order,MO-010116,Available,,-1443.782373
58903,2026-04-20,Production Issue,PC-0012,100,100-RM,100-RM-01,,-17.6944,83.91,Production Order,MO-010116,Available,,-1484.737104
58904,2026-04-20,Production Issue,PC-0035,100,100-RM,100-RM-02,,-31.815,57.73,Production Order,MO-010116,Available,,-1836.67995
59530,2026-04-20,Production Receipt,CTL-0032,300,300-FG,300-FG-04,,34.65,1947.93,Production Order,MO-010223,Available,,67495.7745
62327,2026-04-20,Production Issue,RM-0061,300,300-RM,300-RM-02,,-16.871,35.71,Production Order,MO-010705,Available,,-602.46341
62328,2026-04-20,Production Issue,RM-0084,300,300-RM,300-RM-03,,-4.95,29.16,Production Order,MO-010705,Available,,-144.342
62329,2026-04-20,Production Issue,RM-0107,300,300-RM,300-RM-04,,-8.8862,22.61,Production Order,MO-010705,Available,,-200.91698200000002
62958,2026-04-20,Production Receipt,AFT-0055,100,100-FG,100-FG-03,,13.79,281.39,Production Order,MO-010812,Available,,3880.3680999999997
65762,2026-04-20,Production Issue,SA-0026,300,300-RM,300-RM-02,,-93.0357,815.87,Production Order,MO-011294,Available,,-75905.036559
65763,2026-04-20,Production Issue,SA-0095,300,300-RM,300-RM-03,,-130.1993,1274.8,Production Order,MO-011294,Available,,-165978.06764
65764,2026-04-20,Production Issue,RM-0023,300,300-RM,300-RM-04,,-33.768,29.98,Production Order,MO-011294,Available,,-1012.36464
65765,2026-04-20,Production Issue,RM-0046,300,300-RM,300-RM-05,,-67.1933,23.43,Production Order,MO-011294,Available,,-1574.3390189999998
66382,2026-04-20,Production Receipt,SA-0088,200,200-FG,200-FG-02,,3.92,228.01,Production Order,MO-011401,Available,,893.7991999999999
69194,2026-04-20,Production Issue,PC-0098,100,100-RM,100-RM-02,,-12.8246,61.0,Production Order,MO-011883,Available,,-782.3006
69195,2026-04-20,Production Issue,RM-0021,100,100-RM,100-RM-03,,-20.6053,28.34,Production Order,MO-011883,Available,,-583.954202
69196,2026-04-20,Production Issue,RM-0044,100,100-RM,100-RM-04,,-30.7371,21.8,Production Order,MO-011883,Available,,-670.0687800000001
69821,2026-04-20,Production Receipt,ACT-0021,100,100-FG,100-FG-01,,27.3,928.12,Production Order,MO-011990,Available,,25337.676
72619,2026-04-20,Production Issue,PC-0029,100,100-RM,100-RM-02,,-1.6078,139.55,Production Order,MO-012472,Available,,-224.36849
72620,2026-04-20,Production Issue,PC-0052,100,100-RM,100-RM-03,,-4.7809,113.37,Production Order,MO-012472,Available,,-542.010633
72621,2026-04-20,Production Issue,PC-0075,100,100-RM,100-RM-04,,-7.5254,87.19,Production Order,MO-012472,Available,,-656.139626
72622,2026-04-20,Production Issue,PC-0098,100,100-RM,100-RM-05,,-11.2365,61.0,Production Order,MO-012472,Available,,-685.4264999999999
73246,2026-04-20,Production Receipt,SYS-0014,300,300-FG,300-FG-05,,7.96,847.07,Production Order,MO-012579,Available,,6742.6772
76045,2026-04-20,Production Issue,SA-0014,300,300-RM,300-RM-02,,-65.9418,370.35,Production Order,MO-013061,Available,,-24421.54563
76046,2026-04-20,Production Issue,RM-0001,300,300-RM,300-RM-03,,-9.4068,11.98,Production Order,MO-013061,Available,,-112.693464
76047,2026-04-20,Production Issue,RM-0024,300,300-RM,300-RM-04,,-27.9536,30.8,Production Order,MO-013061,Available,,-860.9708800000001
76048,2026-04-20,Production Issue,RM-0047,300,300-RM,300-RM-05,,-49.7821,24.25,Production Order,MO-013061,Available,,-1207.215925
76049,2026-04-20,Production Issue,RM-0070,300,300-RM,300-RM-01,,-67.014,17.71,Production Order,MO-013061,Available,,-1186.81794
76676,2026-04-20,Production Receipt,SA-0017,300,300-FG,300-FG-04,,2.97,320.23,Production Order,MO-013168,Available,,951.0831000000002
79484,2026-04-20,Production Issue,RM-0041,200,200-RM,200-RM-02,,-13.7155,19.34,Production Order,MO-013650,Available,,-265.25777
79485,2026-04-20,Production Issue,RM-0064,200,200-RM,200-RM-03,,-20.389,12.8,Production Order,MO-013650,Available,,-260.9792
79486,2026-04-20,Production Issue,RM-0087,200,200-RM,200-RM-04,,-28.8154,31.61,Production Order,MO-013650,Available,,-910.854794
79487,2026-04-20,Production Issue,RM-0110,200,200-RM,200-RM-05,,-5.8653,25.07,Production Order,MO-013650,Available,,-147.043071
80109,2026-04-20,Production Receipt,DRV-0010,200,200-FG,200-FG-03,,17.73,364.42,Production Order,MO-013757,Available,,6461.1666000000005
82910,2026-04-20,Production Issue,RM-0122,200,200-RM,200-RM-02,,-31.8016,34.89,Production Order,MO-014239,Available,,-1109.557824
82911,2026-04-20,Production Issue,RM-0145,200,200-RM,200-RM-03,,-66.8325,28.34,Production Order,MO-014239,Available,,-1894.0330499999998
82912,2026-04-20,Production Issue,PC-0018,200,200-RM,200-RM-04,,-110.1223,103.55,Production Order,MO-014239,Available,,-11403.164165
82913,2026-04-20,Production Issue,PC-0041,200,200-RM,200-RM-05,,-143.2368,77.37,Production Order,MO-014239,Available,,-11082.231216
82914,2026-04-20,Production Issue,PC-0064,200,200-RM,200-RM-01,,-29.1312,51.19,Production Order,MO-014239,Available,,-1491.226128
83543,2026-04-20,Production Receipt,ACT-0043,100,100-FG,100-FG-02,LOT-2604-014346,6.86,499.76,Production Order,MO-014346,Available,,3428.3536
86337,2026-04-20,Production Issue,PC-0061,100,100-RM,100-RM-02,,-54.9293,142.82,Production Order,MO-014828,Available,,-7845.0026259999995
86338,2026-04-20,Production Issue,PC-0084,100,100-RM,100-RM-03,,-12.4036,116.64,Production Order,MO-014828,Available,,-1446.755904
86339,2026-04-20,Production Issue,SA-0021,100,100-RM,100-RM-04,,-26.567,945.02,Production Order,MO-014828,Available,,-25106.34634
86340,2026-04-20,Production Issue,RM-0008,100,100-RM,100-RM-05,,-43.811,17.71,Production Order,MO-014828,Available,,-775.89281
86341,2026-04-20,Production Issue,RM-0031,100,100-RM,100-RM-01,,-55.8298,11.16,Production Order,MO-014828,Available,,-623.060568
86342,2026-04-20,Production Issue,RM-0054,100,100-RM,100-RM-02,,-12.5959,29.98,Production Order,MO-014828,Available,,-377.625082
86959,2026-04-20,Production Receipt,AFT-0006,300,300-FG,300-FG-01,,34.125,5754.99,Production Order,MO-014935,Available,,196389.03375
89767,2026-04-20,Production Issue,SA-0035,300,300-RM,300-RM-02,,-12.0133,1263.81,Production Order,MO-015417,Available,,-15182.528672999999
89768,2026-04-20,Production Issue,RM-0019,300,300-RM,300-RM-03,,-15.5904,26.71,Production Order,MO-015417,Available,,-416.41958400000004
89769,2026-04-20,Production Issue,RM-0042,300,300-RM,300-RM-04,,-3.5235,20.16,Production Order,MO-015417,Available,,-71.03376
90396,2026-04-20,Production Receipt,SA-0039,100,100-FG,100-FG-05,,13.93,1037.22,Production Order,MO-015524,Available,,14448.4746
