id,receipt_number,po_id,receipt_date,site_code,status,item_id,quantity,unit_price,standard_unit_cost,quality_status
106,RCV-0000106,114,2026-03-23,200,Received,RM-0033,702.6288,13.29,12.8,Accepted
1150,RCV-0001150,1262,2026-03-23,300,Received,PC-0054,56.5143,115.83,119.91,Accepted
2881,RCV-0002881,3166,2026-03-23,300,Received,RM-0071,181.4363,17.89,18.52,Accepted
3026,RCV-0003026,3325,2026-03-23,100,Received,PC-0051,151.8314,112.29,110.09,Accepted
3168,RCV-0003168,3484,2026-03-23,300,Received,RM-0063,437.2219,12.87,11.98,Accepted
5796,RCV-0005796,6377,2026-03-23,300,Received,PC-0095,246.2421,48.53,51.19,Accepted
5944,RCV-0005944,6536,2026-03-23,100,Received,RM-0106,99.4164,21.84,21.8,Accepted
7674,RCV-0007674,8440,2026-03-23,300,Received,PC-0091,193.7829,139.83,139.55,Accepted
7818,RCV-0007818,8599,2026-03-23,100,Received,RM-0102,260.8673,19.56,18.52,Accepted
7961,RCV-0007961,8758,2026-03-23,300,Received,PC-0082,230.2061,105.36,110.09,Accepted
10442,RCV-0010442,11492,2026-03-23,300,Received,RM-0032,1477.499,11.14,11.98,Accepted
10587,RCV-0010587,11651,2026-03-23,200,Received,RM-0149,227.4142,31.1,31.61,Accepted
10732,RCV-0010732,11810,2026-03-23,300,Received,RM-0023,279.4404,31.12,29.98,Accepted
12457,RCV-0012457,13714,2026-03-23,100,Received,RM-0146,587.6143,30.27,29.16,Accepted
12602,RCV-0012602,13873,2026-03-23,300,Received,RM-0020,434.759,25.84,27.52,Accepted
12746,RCV-0012746,14032,2026-03-23,200,Received,RM-0135,288.9839,20.02,20.16,Accepted
500,RCV-0000500,548,2026-03-24,200,Received,PC-0037,144.9076,62.09,64.28,Accepted
645,RCV-0000645,707,2026-03-24,100,Received,RM-0053,189.6178,29.74,29.16,Accepted
789,RCV-0000789,866,2026-03-24,300,Received,PC-0025,448.6888,135.82,126.46,Accepted
2520,RCV-0002520,2770,2026-03-24,300,Received,RM-0049,133.2569,27.81,25.89,Accepted
2665,RCV-0002665,2929,2026-03-24,100,Received,PC-0021,282.386,110.54,113.37,Accepted
2810,RCV-0002810,3088,2026-03-24,100,Received,RM-0041,222.1223,19.9,19.34,Accepted
5294,RCV-0005294,5822,2026-03-24,100,Received,RM-0089,219.0248,33.32,33.25,Accepted
5438,RCV-0005438,5981,2026-03-24,100,Received,PC-0070,552.9897,74.79,70.82,Accepted
5583,RCV-0005583,6140,2026-03-24,100,Received,RM-0080,600.2317,24.78,25.89,Accepted
7313,RCV-0007313,8044,2026-03-24,100,Received,PC-0066,176.5834,55.25,57.73,Accepted
7458,RCV-0007458,8203,2026-03-24,300,Received,RM-0076,108.8811,22.86,22.61,Accepted
7603,RCV-0007603,8362,2026-03-24,200,Received,PC-0056,78.9301,134.68,126.46,Accepted
10084,RCV-0010084,11096,2026-03-24,200,Received,RM-0009,158.3371,19.22,18.52,Accepted
10228,RCV-0010228,11255,2026-03-24,100,Received,RM-0122,98.336,32.76,34.89,Accepted
10371,RCV-0010371,11414,2026-03-24,100,Received,PC-0100,205.0999,67.08,67.55,Accepted
12099,RCV-0012099,13318,2026-03-24,300,Received,RM-0118,479.5067,31.39,31.61,Accepted
12243,RCV-0012243,13477,2026-03-24,100,Received,PC-0097,346.4876,60.44,57.73,Accepted
13286,RCV-0013286,14625,2026-03-24,300,Received,PC-0009,40.8363,72.24,74.09,Accepted
141,RCV-0000141,152,2026-03-25,300,Received,PC-0007,74.3448,72.55,67.55,Accepted
286,RCV-0000286,311,2026-03-25,200,Received,RM-0030,284.3134,34.82,35.71,Accepted
429,RCV-0000429,470,2026-03-25,300,Received,RM-0146,297.7041,30.01,29.16,Accepted
2161,RCV-0002161,2374,2026-03-25,100,Received,RM-0027,219.4294,34.21,33.25,Accepted
2304,RCV-0002304,2533,2026-03-25,100,Received,RM-0143,79.331,24.84,26.71,Accepted
3346,RCV-0003346,3681,2026-03-25,300,Received,RM-0060,326.4921,35.27,34.89,Accepted
4934,RCV-0004934,5426,2026-03-25,300,Received,RM-0065,75.1748,13.02,13.61,Accepted
5078,RCV-0005078,5585,2026-03-25,100,Received,PC-0042,549.2345,81.53,80.64,Accepted
5224,RCV-0005224,5744,2026-03-25,200,Received,RM-0057,186.8055,34.54,32.43,Accepted
6953,RCV-0006953,7648,2026-03-25,300,Received,PC-0038,484.2462,71.94,67.55,Accepted
7996,RCV-0007996,8796,2026-03-25,100,Received,RM-0098,849.6308,15.14,15.25,Accepted
8141,RCV-0008141,8955,2026-03-25,100,Received,PC-0079,242.0542,104.99,100.28,Accepted
9725,RCV-0009725,10700,2026-03-25,100,Received,PC-0085,211.6161,119.07,119.91,Accepted
9869,RCV-0009869,10859,2026-03-25,100,Received,RM-0094,592.765,12.54,11.98,Accepted
10012,RCV-0010012,11018,2026-03-25,100,Received,PC-0076,215.1244,85.76,90.46,Accepted
12637,RCV-0012637,13911,2026-03-25,300,Received,RM-0141,460.2196,24.44,25.07,Accepted
12782,RCV-0012782,14070,2026-03-25,300,Received,RM-0017,534.1631,25.8,25.07,Accepted
12927,RCV-0012927,14229,2026-03-25,200,Received,RM-0131,137.5135,15.71,16.89,Accepted
69,RCV-0000069,74,2026-03-26,200,Received,RM-0119,53.0873,31.91,32.43,Accepted
2846,RCV-0002846,3126,2026-03-26,300,Received,PC-0016,71.0984,103.31,97.0,Accepted
2990,RCV-0002990,3285,2026-03-26,100,Received,RM-0038,471.9768,16.32,16.89,Accepted
4574,RCV-0004574,5030,2026-03-26,100,Received,RM-0043,24.0045,22.34,20.98,Accepted
4718,RCV-0004718,5189,2026-03-26,200,Received,PC-0013,478.373,84.23,87.19,Accepted
4862,RCV-0004862,5348,2026-03-26,300,Received,RM-0034,631.5138,13.88,13.61,Accepted
7493,RCV-0007493,8241,2026-03-26,100,Received,PC-0063,247.586,50.16,47.91,Accepted
7638,RCV-0007638,8400,2026-03-26,200,Received,RM-0073,188.9435,19.11,20.16,Accepted
7781,RCV-0007781,8559,2026-03-26,200,Received,PC-0052,282.9327,113.6,113.37,Accepted
9510,RCV-0009510,10463,2026-03-26,100,Received,RM-0070,438.7767,17.75,17.71,Accepted
9654,RCV-0009654,10622,2026-03-26,300,Received,PC-0048,309.269,105.9,100.28,Accepted
12278,RCV-0012278,13515,2026-03-26,200,Received,RM-0113,95.4907,25.59,27.52,Accepted
12421,RCV-0012421,13674,2026-03-26,300,Received,PC-0093,253.0101,43.93,44.64,Accepted
12566,RCV-0012566,13833,2026-03-26,300,Received,RM-0103,377.8817,20.07,19.34,Accepted
2340,RCV-0002340,2571,2026-03-27,200,Received,RM-0023,240.2729,28.96,29.98,Accepted
2484,RCV-0002484,2730,2026-03-27,200,Received,RM-0138,480.2937,23.06,22.61,Accepted
2629,RCV-0002629,2889,2026-03-27,200,Received,RM-0015,368.2559,25.16,23.43,Accepted
4214,RCV-0004214,4634,2026-03-27,200,Received,RM-0020,469.8342,28.07,27.52,Accepted
4358,RCV-0004358,4793,2026-03-27,100,Received,RM-0135,220.2519,21.65,20.16,Accepted
4503,RCV-0004503,4952,2026-03-27,300,Received,RM-0011,329.9743,19.66,20.16,Accepted
7132,RCV-0007132,7845,2026-03-27,300,Received,PC-0035,228.6254,57.85,57.73,Accepted
7422,RCV-0007422,8163,2026-03-27,100,Received,PC-0023,221.8927,114.75,119.91,Accepted
9006,RCV-0009006,9908,2026-03-27,300,Received,PC-0030,547.2015,150.82,142.82,Accepted
9150,RCV-0009150,10067,2026-03-27,200,Received,RM-0047,269.9306,23.21,24.25,Accepted
10192,RCV-0010192,11215,2026-03-27,100,Received,PC-0072,522.3952,80.31,77.37,Accepted
11918,RCV-0011918,13119,2026-03-27,100,Received,RM-0087,198.6332,32.81,31.61,Accepted
12063,RCV-0012063,13278,2026-03-27,200,Received,PC-0067,408.0713,57.28,61.0,Accepted
12206,RCV-0012206,13437,2026-03-27,200,Received,RM-0078,133.9887,24.08,24.25,Accepted
249,RCV-0000249,271,2026-03-28,300,Received,RM-0114,571.9653,30.44,28.34,Accepted
1980,RCV-0001980,2175,2026-03-28,300,Received,PC-0099,279.4329,69.04,64.28,Accepted
2125,RCV-0002125,2334,2026-03-28,300,Received,RM-0110,185.1124,24.44,25.07,Accepted
2268,RCV-0002268,2493,2026-03-28,300,Received,PC-0090,189.8063,140.23,136.28,Accepted
3854,RCV-0003854,4238,2026-03-28,300,Received,PC-0096,336.6097,53.1,54.46,Accepted
4896,RCV-0004896,5386,2026-03-28,200,Received,PC-0009,227.0195,78.24,74.09,Accepted
5042,RCV-0005042,5545,2026-03-28,300,Received,RM-0031,159.5642,10.68,11.16,Accepted
6773,RCV-0006773,7449,2026-03-28,100,Received,PC-0005,374.7698,58.38,61.0,Accepted
6916,RCV-0006916,7608,2026-03-28,200,Received,RM-0028,484.1053,34.44,34.07,Accepted
7061,RCV-0007061,7767,2026-03-28,200,Received,RM-0144,202.5334,29.31,27.52,Accepted
9544,RCV-0009544,10501,2026-03-28,100,Received,PC-0055,169.1643,127.87,123.19,Accepted
9690,RCV-0009690,10660,2026-03-28,100,Received,RM-0067,584.9434,14.32,15.25,Accepted
9834,RCV-0009834,10819,2026-03-28,300,Received,PC-0043,290.3023,83.32,83.91,Accepted
11557,RCV-0011557,12723,2026-03-28,100,Received,RM-0064,405.3771,12.71,12.8,Accepted
11701,RCV-0011701,12882,2026-03-28,100,Received,PC-0040,290.9697,77.57,74.09,Accepted
1618,RCV-0001618,1779,2026-03-29,300,Received,PC-0075,264.6118,89.72,87.19,Accepted
1763,RCV-0001763,1938,2026-03-29,200,Received,RM-0084,176.0249,27.12,29.16,Accepted
1908,RCV-0001908,2097,2026-03-29,100,Received,PC-0065,186.8925,53.59,54.46,Accepted
4393,RCV-0004393,4831,2026-03-29,200,Received,RM-0017,205.5824,23.99,25.07,Accepted
4539,RCV-0004539,4990,2026-03-29,100,Received,RM-0131,314.8822,17.08,16.89,Accepted
4682,RCV-0004682,5149,2026-03-29,200,Received,RM-0008,249.2834,18.86,17.71,Accepted
6412,RCV-0006412,7053,2026-03-29,300,Received,RM-0126,320.3276,13.63,12.8,Accepted
6557,RCV-0006557,7212,2026-03-29,100,Received,RM-0005,411.2557,14.73,15.25,Accepted
6701,RCV-0006701,7371,2026-03-29,100,Received,RM-0117,449.1692,31.42,30.8,Accepted
9185,RCV-0009185,10105,2026-03-29,100,Received,PC-0026,199.4299,128.82,129.73,Accepted
9328,RCV-0009328,10264,2026-03-29,200,Received,RM-0044,242.4213,22.82,21.8,Accepted
9473,RCV-0009473,10423,2026-03-29,300,Received,PC-0014,435.8337,85.76,90.46,Accepted
11201,RCV-0011201,12327,2026-03-29,200,Received,RM-0041,304.6676,18.33,19.34,Accepted
11345,RCV-0011345,12486,2026-03-29,100,Received,PC-0011,496.9139,80.8,80.64,Accepted
1259,RCV-0001259,1383,2026-03-30,100,Received,PC-0048,300.8991,98.68,100.28,Accepted
1404,RCV-0001404,1542,2026-03-30,300,Received,RM-0061,282.8889,37.07,35.71,Accepted
4033,RCV-0004033,4435,2026-03-30,100,Received,PC-0093,172.4629,47.54,44.64,Accepted
4178,RCV-0004178,4594,2026-03-30,200,Received,RM-0103,68.4981,18.68,19.34,Accepted
4322,RCV-0004322,4753,2026-03-30,100,Received,PC-0084,400.4847,118.97,116.64,Hold
6053,RCV-0006053,6657,2026-03-30,200,Received,RM-0099,192.6047,16.39,16.07,Accepted
7096,RCV-0007096,7805,2026-03-30,300,Received,RM-0024,102.0985,29.2,30.8,Accepted
8824,RCV-0008824,9709,2026-03-30,100,Received,RM-0147,53.8349,28.42,29.98,Accepted
8969,RCV-0008969,9868,2026-03-30,300,Received,RM-0021,25.1177,28.4,28.34,Accepted
9113,RCV-0009113,10027,2026-03-30,200,Received,RM-0136,162.2443,22.15,20.98,Accepted
11737,RCV-0011737,12920,2026-03-30,100,Received,RM-0061,78.787,33.21,35.71,Accepted
11883,RCV-0011883,13079,2026-03-30,100,Received,PC-0037,558.3625,63.25,64.28,Accepted
13612,RCV-0013612,14983,2026-03-30,300,Received,RM-0057,505.3175,31.91,32.43,Accepted
1799,RCV-0001799,1976,2026-03-31,300,Received,PC-0071,219.2335,71.57,74.09,Accepted
1944,RCV-0001944,2135,2026-03-31,100,Received,RM-0081,238.2032,27.24,26.71,Accepted
3674,RCV-0003674,4039,2026-03-31,100,Received,PC-0067,499.9286,62.22,61.0,Accepted
3818,RCV-0003818,4198,2026-03-31,100,Received,RM-0078,116.804,26.04,24.25,Accepted
3961,RCV-0003961,4357,2026-03-31,100,Received,PC-0058,279.8701,129.68,133.0,Accepted
6446,RCV-0006446,7091,2026-03-31,200,Received,RM-0010,355.3822,18.33,19.34,Accepted
6592,RCV-0006592,7250,2026-03-31,200,Received,RM-0123,169.4731,35.78,35.71,Accepted
6736,RCV-0006736,7409,2026-03-31,300,Received,RM-0001,32.3304,12.65,11.98,Accepted
8465,RCV-0008465,9313,2026-03-31,300,Received,RM-0119,512.1971,34.25,32.43,Accepted
8609,RCV-0008609,9472,2026-03-31,100,Received,PC-0098,658.9347,58.38,61.0,Accepted
8754,RCV-0008754,9631,2026-03-31,200,Received,RM-0108,69.5395,23.69,23.43,Accepted
11236,RCV-0011236,12365,2026-03-31,100,Received,PC-0017,202.3515,98.68,100.28,Accepted
11380,RCV-0011380,12524,2026-03-31,200,Received,RM-0038,332.3719,17.53,16.89,Accepted
11521,RCV-0011521,12683,2026-03-31,100,Received,PC-0007,234.733,63.43,67.55,Accepted
13250,RCV-0013250,14587,2026-03-31,100,Received,RM-0035,613.6465,13.55,14.43,Accepted
13395,RCV-0013395,14746,2026-03-31,300,Received,PC-0002,463.6058,50.83,51.19,Accepted
13540,RCV-0013540,14905,2026-03-31,300,Received,RM-0026,766.5467,33.95,32.43,Accepted
1295,RCV-0001295,1421,2026-04-01,300,Received,RM-0066,190.7082,14.72,14.43,Accepted
1440,RCV-0001440,1580,2026-04-01,100,Received,PC-0043,42.0406,90.12,83.91,Accepted
1582,RCV-0001582,1739,2026-04-01,300,Received,RM-0058,766.5025,32.42,33.25,Accepted
3311,RCV-0003311,3643,2026-04-01,300,Received,PC-0039,136.412,69.05,70.82,Accepted
3458,RCV-0003458,3802,2026-04-01,200,Received,RM-0055,67.4534,31.69,30.8,Accepted
3602,RCV-0003602,3961,2026-04-01,300,Received,PC-0028,272.9902,126.74,136.28,Accepted
6088,RCV-0006088,6695,2026-04-01,100,Received,PC-0086,118.8444,130.09,123.19,Accepted
6376,RCV-0006376,7013,2026-04-01,100,Received,PC-0077,206.0063,94.76,93.73,Accepted
8106,RCV-0008106,8917,2026-04-01,300,Received,RM-0091,325.2771,35.27,34.89,Accepted
8250,RCV-0008250,9076,2026-04-01,300,Received,PC-0073,415.4218,85.88,80.64,Accepted
9293,RCV-0009293,10224,2026-04-01,100,Received,RM-0133,44.0244,18.39,18.52,Accepted
10875,RCV-0010875,11969,2026-04-01,100,Received,RM-0139,213.2406,22.0,23.43,Accepted
11020,RCV-0011020,12128,2026-04-01,300,Received,RM-0015,206.4002,23.27,23.43,Accepted
11164,RCV-0011164,12287,2026-04-01,100,Received,RM-0128,246.4571,15.11,14.43,Accepted
934,RCV-0000934,1025,2026-04-02,100,Received,RM-0044,801.1119,21.26,21.8,Accepted
1079,RCV-0001079,1184,2026-04-02,200,Received,PC-0014,76.0803,93.08,90.46,Accepted
1223,RCV-0001223,1343,2026-04-02,100,Received,RM-0036,25.0824,14.18,15.25,Accepted
2954,RCV-0002954,3247,2026-04-02,300,Received,PC-0010,408.0588,71.95,77.37,Accepted
3996,RCV-0003996,4395,2026-04-02,200,Received,RM-0074,489.3968,21.21,20.98,Accepted
5726,RCV-0005726,6299,2026-04-02,100,Received,PC-0060,642.9783,141.09,139.55,Accepted
5872,RCV-0005872,6458,2026-04-02,100,Received,RM-0071,555.8953,19.72,18.52,Accepted
6016,RCV-0006016,6617,2026-04-02,100,Received,PC-0050,476.3715,103.19,106.82,Accepted
8645,RCV-0008645,9510,2026-04-02,100,Received,RM-0115,331.1719,28.96,29.16,Accepted
8789,RCV-0008789,9669,2026-04-02,100,Received,PC-0095,275.2117,53.6,51.19,Accepted
8933,RCV-0008933,9828,2026-04-02,300,Received,RM-0104,424.5584,19.11,20.16,Accepted
10516,RCV-0010516,11573,2026-04-02,100,Received,RM-0111,128.1103,27.11,25.89,Accepted
10659,RCV-0010659,11732,2026-04-02,100,Received,PC-0091,179.1119,132.29,139.55,Accepted
13431,RCV-0013431,14784,2026-04-02,100,Received,RM-0032,41.3805,12.33,11.98,Accepted
13576,RCV-0013576,14943,2026-04-02,200,Received,RM-0148,271.7584,28.64,30.8,Accepted
574,RCV-0000574,629,2026-04-03,200,Received,RM-0021,236.8509,26.36,28.34,Accepted
717,RCV-0000717,788,2026-04-03,100,Received,RM-0136,402.0942,20.64,20.98,Accepted
861,RCV-0000861,947,2026-04-03,200,Received,RM-0013,442.8832,22.63,21.8,Accepted
3494,RCV-0003494,3840,2026-04-03,300,Received,PC-0036,198.0812,64.97,61.0,Accepted
3638,RCV-0003638,3999,2026-04-03,100,Received,RM-0052,731.8184,27.38,28.34,Accepted
3781,RCV-0003781,4158,2026-04-03,300,Received,PC-0024,162.206,125.65,123.19,Accepted
5367,RCV-0005367,5903,2026-04-03,100,Received,PC-0032,322.0296,46.28,47.91,Accepted
5511,RCV-0005511,6062,2026-04-03,300,Received,RM-0048,141.8241,25.57,25.07,Accepted
5655,RCV-0005655,6221,2026-04-03,100,Received,PC-0020,178.5202,118.24,110.09,Accepted
8285,RCV-0008285,9114,2026-04-03,100,Received,RM-0088,78.4546,30.74,32.43,Accepted
8428,RCV-0008428,9273,2026-04-03,100,Received,PC-0069,26.2014,67.69,67.55,Accepted
8572,RCV-0008572,9432,2026-04-03,200,Received,RM-0079,651.143,26.47,25.07,Accepted
10157,RCV-0010157,11177,2026-04-03,300,Received,RM-0084,72.5592,29.22,29.16,Accepted
10301,RCV-0010301,11336,2026-04-03,200,Received,PC-0065,218.6846,57.51,54.46,Accepted
10445,RCV-0010445,11495,2026-04-03,100,Received,RM-0076,332.8573,21.64,22.61,Accepted
11343,RCV-0011343,12484,2026-04-03,300,Received,RM-0124,654.1671,10.98,11.16,Accepted
13071,RCV-0013071,14388,2026-04-03,300,Received,RM-0008,94.5588,17.43,17.71,Accepted
13214,RCV-0013214,14547,2026-04-03,200,Received,RM-0121,132.1318,35.36,34.07,Accepted
13358,RCV-0013358,14706,2026-04-03,200,Received,PC-0099,256.142,60.36,64.28,Accepted
213,RCV-0000213,233,2026-04-04,300,Received,PC-0097,145.1103,59.92,57.73,Accepted
358,RCV-0000358,392,2026-04-04,100,Received,RM-0108,439.4353,22.0,23.43,Accepted
503,RCV-0000503,551,2026-04-04,100,Received,PC-0088,598.3132,128.82,129.73,Accepted
3132,RCV-0003132,3444,2026-04-04,100,Received,PC-0006,93.5147,65.57,64.28,Accepted
3275,RCV-0003275,3603,2026-04-04,300,Received,RM-0029,256.9688,37.47,34.89,Accepted
3421,RCV-0003421,3762,2026-04-04,100,Received,RM-0146,587.6143,28.43,29.16,Accepted
5007,RCV-0005007,5507,2026-04-04,100,Received,PC-0002,242.9371,54.98,51.19,Accepted
5152,RCV-0005152,5666,2026-04-04,100,Received,RM-0026,580.0569,31.62,32.43,Accepted
6197,RCV-0006197,6814,2026-04-04,100,Received,PC-0045,318.4368,95.53,90.46,Accepted
7924,RCV-0007924,8718,2026-04-04,100,Received,RM-0065,207.2683,14.37,13.61,Accepted
8070,RCV-0008070,8877,2026-04-04,100,Received,PC-0041,225.9198,74.04,77.37,Accepted
8213,RCV-0008213,9036,2026-04-04,300,Received,RM-0056,56.6494,31.96,31.61,Accepted
9799,RCV-0009799,10781,2026-04-04,100,Received,RM-0062,648.3587,10.68,11.16,Accepted
10840,RCV-0010840,11929,2026-04-04,200,Received,PC-0087,1043.2546,131.27,126.46,Accepted
10984,RCV-0010984,12088,2026-04-04,300,Received,RM-0096,607.6677,12.78,13.61,Accepted
12710,RCV-0012710,13992,2026-04-04,200,Received,PC-0084,214.6393,109.52,116.64,Accepted
12854,RCV-0012854,14151,2026-04-04,100,Received,RM-0093,142.199,11.08,11.16,Accepted
12999,RCV-0012999,14310,2026-04-04,200,Received,PC-0075,66.4683,91.29,87.19,Accepted
897,RCV-0000897,985,2026-04-05,300,Received,RM-0132,378.6079,19.02,17.71,Accepted
1043,RCV-0001043,1144,2026-04-05,200,Received,RM-0009,158.3371,18.06,18.52,Accepted
2774,RCV-0002774,3048,2026-04-05,300,Received,RM-0127,73.7841,13.27,13.61,Accepted
2917,RCV-0002917,3207,2026-04-05,100,Received,RM-0006,727.8334,16.54,16.07,Accepted
3063,RCV-0003063,3366,2026-04-05,300,Received,RM-0118,479.5067,29.4,31.61,Accepted
5546,RCV-0005546,6100,2026-04-05,300,Received,PC-0027,161.5101,140.45,133.0,Accepted
5690,RCV-0005690,6259,2026-04-05,200,Received,RM-0045,262.3029,21.64,22.61,Accepted
5835,RCV-0005835,6418,2026-04-05,100,Received,PC-0016,340.4122,98.07,97.0,Accepted
7565,RCV-0007565,8322,2026-04-05,200,Received,RM-0042,73.5286,20.38,20.16,Accepted
7711,RCV-0007711,8481,2026-04-05,300,Received,PC-0012,107.7466,89.36,83.91,Accepted
7855,RCV-0007855,8640,2026-04-05,100,Received,RM-0034,860.8593,13.15,13.61,Accepted
10336,RCV-0010336,11374,2026-04-05,200,Received,RM-0081,141.5387,25.08,26.71,Accepted
10480,RCV-0010480,11533,2026-04-05,100,Received,PC-0062,87.0385,44.33,44.64,Accepted
10623,RCV-0010623,11692,2026-04-05,300,Received,RM-0072,296.8576,20.25,19.34,Accepted
12349,RCV-0012349,13596,2026-04-05,200,Received,PC-0058,133.5276,139.25,133.0,Accepted
12494,RCV-0012494,13755,2026-04-05,200,Received,RM-0069,526.2337,16.01,16.89,Accepted
394,RCV-0000394,430,2026-04-06,300,Received,PC-0094,615.3777,46.71,47.91,Accepted
538,RCV-0000538,589,2026-04-06,200,Received,RM-0104,214.4259,20.74,20.16,Accepted
682,RCV-0000682,748,2026-04-06,100,Received,PC-0085,211.6161,111.52,119.91,Accepted
2412,RCV-0002412,2652,2026-04-06,100,Received,RM-0101,172.6698,16.47,17.71,Accepted
2557,RCV-0002557,2811,2026-04-06,300,Received,PC-0081,499.5304,105.11,106.82,Accepted
2702,RCV-0002702,2970,2026-04-06,300,Received,RM-0090,283.6439,35.36,34.07,Accepted
5331,RCV-0005331,5863,2026-04-06,300,Received,RM-0022,613.3899,31.06,29.16,Accepted
5475,RCV-0005475,6022,2026-04-06,300,Received,RM-0137,75.3033,21.06,21.8,Accepted
7206,RCV-0007206,7926,2026-04-06,300,Received,RM-0019,425.3068,25.8,26.71,Accepted
7350,RCV-0007350,8085,2026-04-06,100,Received,RM-0134,183.3274,19.73,19.34,Accepted
8248,RCV-0008248,9074,2026-04-06,100,Received,PC-0038,257.1433,70.72,67.55,Accepted
9976,RCV-0009976,10978,2026-04-06,100,Received,RM-0059,108.1762,35.67,34.07,Accepted
10120,RCV-0010120,11137,2026-04-06,100,Received,PC-0034,25.1336,51.63,54.46,Accepted
10264,RCV-0010264,11296,2026-04-06,200,Received,RM-0050,180.7613,26.76,26.71,Accepted
11992,RCV-0011992,13200,2026-04-06,100,Received,PC-0029,200.7136,139.83,139.55,Accepted
12890,RCV-0012890,14189,2026-04-06,100,Received,PC-0081,243.6058,109.92,106.82,Accepted
13035,RCV-0013035,14348,2026-04-06,100,Received,RM-0090,722.7212,31.69,34.07,Accepted
33,RCV-0000033,34,2026-04-07,200,Received,PC-0068,161.3313,59.78,64.28,Accepted
177,RCV-0000177,193,2026-04-07,100,Received,RM-0079,349.7617,24.67,25.07,Accepted
322,RCV-0000322,352,2026-04-07,100,Received,PC-0059,365.7421,141.46,136.28,Accepted
2053,RCV-0002053,2256,2026-04-07,300,Received,RM-0075,185.0818,22.63,21.8,Accepted
4825,RCV-0004825,5308,2026-04-07,100,Received,RM-0121,323.0903,32.91,34.07,Accepted
4970,RCV-0004970,5467,2026-04-07,100,Received,PC-0099,59.0453,65.57,64.28,Accepted
5116,RCV-0005116,5626,2026-04-07,100,Received,RM-0110,281.4205,26.93,25.07,Hold
7746,RCV-0007746,8519,2026-04-07,200,Received,RM-0039,142.0835,16.79,17.71,Accepted
7889,RCV-0007889,8678,2026-04-07,300,Received,PC-0008,170.047,70.96,70.82,Accepted
9617,RCV-0009617,10582,2026-04-07,200,Received,RM-0036,303.6755,15.28,15.25,Accepted
9907,RCV-0009907,10900,2026-04-07,300,Received,RM-0027,551.1853,31.82,33.25,Accepted
12385,RCV-0012385,13634,2026-04-07,300,Received,RM-0074,53.3172,19.51,20.98,Accepted
12530,RCV-0012530,13793,2026-04-07,200,Received,PC-0054,484.8344,117.99,119.91,Accepted
12675,RCV-0012675,13952,2026-04-07,200,Received,RM-0066,713.268,14.98,14.43,Accepted
2448,RCV-0002448,2690,2026-04-08,100,Received,PC-0087,292.8444,122.16,126.46,Accepted
2593,RCV-0002593,2849,2026-04-08,200,Received,RM-0096,248.4403,13.88,13.61,Accepted
2738,RCV-0002738,3008,2026-04-08,100,Received,PC-0078,422.5571,104.18,97.0,Accepted
4466,RCV-0004466,4912,2026-04-08,300,Received,RM-0092,112.2266,38.35,35.71,Accepted
4611,RCV-0004611,5071,2026-04-08,100,Received,PC-0075,374.0874,85.01,87.19,Accepted
4755,RCV-0004755,5230,2026-04-08,300,Received,RM-0083,216.3323,29.16,28.34,Accepted
7241,RCV-0007241,7964,2026-04-08,200,Received,RM-0140,196.9716,24.3,24.25,Accepted
7385,RCV-0007385,8123,2026-04-08,300,Received,RM-0016,442.2124,25.61,24.25,Accepted
7529,RCV-0007529,8282,2026-04-08,100,Received,RM-0130,91.1299,15.38,16.07,Accepted
9258,RCV-0009258,10186,2026-04-08,300,Received,RM-0013,347.9794,20.86,21.8,Accepted
9402,RCV-0009402,10345,2026-04-08,100,Received,RM-0126,703.75,12.94,12.8,Accepted
10443,RCV-0010443,11493,2026-04-08,300,Received,RM-0046,459.5762,22.0,23.43,Accepted
12027,RCV-0012027,13238,2026-04-08,300,Received,RM-0052,155.2205,29.42,28.34,Accepted
12170,RCV-0012170,13397,2026-04-08,100,Received,PC-0025,247.3241,118.75,126.46,Accepted
12314,RCV-0012314,13556,2026-04-08,300,Received,RM-0043,314.7656,20.83,20.98,Accepted
501,RCV-0000501,549,2026-04-09,100,Received,PC-0055,169.1643,120.11,123.19,Accepted
2089,RCV-0002089,2294,2026-04-09,300,Received,PC-0061,362.2922,153.39,142.82,Accepted
2232,RCV-0002232,2453,2026-04-09,100,Received,RM-0072,780.9896,18.86,19.34,Accepted
2377,RCV-0002377,2612,2026-04-09,200,Received,PC-0051,54.0593,113.28,110.09,Accepted
4106,RCV-0004106,4516,2026-04-09,100,Received,RM-0069,221.1227,17.38,16.89,Accepted
4251,RCV-0004251,4675,2026-04-09,100,Received,PC-0047,341.6726,90.21,97.0,Accepted
5150,RCV-0005150,5664,2026-04-09,100,Received,PC-0096,414.3111,52.12,54.46,Accepted
5295,RCV-0005295,5823,2026-04-09,200,Received,RM-0106,285.6913,22.04,21.8,Accepted
6879,RCV-0006879,7568,2026-04-09,200,Received,RM-0112,385.6646,25.56,26.71,Accepted
7025,RCV-0007025,7727,2026-04-09,100,Received,PC-0092,103.2019,144.39,142.82,Accepted
7169,RCV-0007169,7886,2026-04-09,200,Received,RM-0102,343.0075,19.72,18.52,Accepted
8898,RCV-0008898,9790,2026-04-09,100,Received,PC-0089,519.5689,141.65,133.0,Accepted
9797,RCV-0009797,10779,2026-04-09,100,Received,RM-0033,298.0242,12.02,12.8,Accepted
