item_id,site_code,planner_code,buyer_code,lead_time_days,safety_stock,reorder_point,min_order_qty,order_multiple,standard_material_cost,standard_labor_cost,standard_variable_overhead,standard_fixed_overhead,standard_outside_processing,standard_cost_effective_date
PC-0035,400,PLN-400-04,BUY-12,57,120.0,180.0,50.0,100.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0036,100,PLN-100-05,BUY-01,60,1.55,2.05,1.0,1.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0036,200,PLN-200-05,BUY-01,60,1.55,2.05,1.0,1.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0036,300,PLN-300-05,BUY-01,60,1.55,2.05,1.0,1.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0036,400,PLN-400-05,BUY-01,60,1.55,2.05,1.0,1.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0037,100,PLN-100-06,BUY-02,8,9.5,11.5,2.0,5.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0037,200,PLN-200-06,BUY-02,8,9.5,11.5,2.0,5.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0037,300,PLN-300-06,BUY-02,8,9.5,11.5,2.0,5.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0037,400,PLN-400-06,BUY-02,8,9.5,11.5,2.0,5.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0038,100,PLN-100-07,BUY-03,11,22.5,25.5,5.0,10.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0038,200,PLN-200-07,BUY-03,11,22.5,25.5,5.0,10.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0038,300,PLN-300-07,BUY-03,11,22.5,25.5,5.0,10.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0038,400,PLN-400-07,BUY-03,11,22.5,25.5,5.0,10.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0039,100,PLN-100-08,BUY-04,14,52.0,56.0,10.0,20.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0039,200,PLN-200-08,BUY-04,14,52.0,56.0,10.0,20.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0039,300,PLN-300-08,BUY-04,14,52.0,56.0,10.0,20.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0039,400,PLN-400-08,BUY-04,14,52.0,56.0,10.0,20.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0040,100,PLN-100-01,BUY-05,17,60.0,152.5,25.0,50.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0040,200,PLN-200-01,BUY-05,17,60.0,152.5,25.0,50.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0040,300,PLN-300-01,BUY-05,17,60.0,152.5,25.0,50.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0040,400,PLN-400-01,BUY-05,17,60.0,152.5,25.0,50.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0041,100,PLN-100-02,BUY-06,20,155.0,330.0,50.0,100.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0041,200,PLN-200-02,BUY-06,20,155.0,330.0,50.0,100.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0041,300,PLN-300-02,BUY-06,20,155.0,330.0,50.0,100.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0041,400,PLN-400-02,BUY-06,20,155.0,330.0,50.0,100.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0042,100,PLN-100-03,BUY-07,23,1.9,1.8,1.0,1.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0042,200,PLN-200-03,BUY-07,23,1.9,1.8,1.0,1.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0042,300,PLN-300-03,BUY-07,23,1.9,1.8,1.0,1.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0042,400,PLN-400-03,BUY-07,23,1.9,1.8,1.0,1.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0043,100,PLN-100-04,BUY-08,26,11.25,10.25,2.0,5.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0043,200,PLN-200-04,BUY-08,26,11.25,10.25,2.0,5.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0043,300,PLN-300-04,BUY-08,26,11.25,10.25,2.0,5.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0043,400,PLN-400-04,BUY-08,26,11.25,10.25,2.0,5.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0044,100,PLN-100-05,BUY-09,29,26.0,23.0,5.0,10.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0044,200,PLN-200-05,BUY-09,29,26.0,23.0,5.0,10.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0044,300,PLN-300-05,BUY-09,29,26.0,23.0,5.0,10.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0044,400,PLN-400-05,BUY-09,29,26.0,23.0,5.0,10.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0045,100,PLN-100-06,BUY-10,32,24.0,51.0,10.0,20.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0045,200,PLN-200-06,BUY-10,32,24.0,51.0,10.0,20.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0045,300,PLN-300-06,BUY-10,32,24.0,51.0,10.0,20.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0045,400,PLN-400-06,BUY-10,32,24.0,51.0,10.0,20.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0046,100,PLN-100-07,BUY-11,35,77.5,140.0,25.0,50.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0046,200,PLN-200-07,BUY-11,35,77.5,140.0,25.0,50.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0046,300,PLN-300-07,BUY-11,35,77.5,140.0,25.0,50.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0046,400,PLN-400-07,BUY-11,35,77.5,140.0,25.0,50.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0047,100,PLN-100-08,BUY-12,38,190.0,305.0,50.0,100.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0047,200,PLN-200-08,BUY-12,38,190.0,305.0,50.0,100.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0047,300,PLN-300-08,BUY-12,38,190.0,305.0,50.0,100.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0047,400,PLN-400-08,BUY-12,38,190.0,305.0,50.0,100.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0048,100,PLN-100-01,BUY-01,41,2.25,3.3,1.0,1.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0048,200,PLN-200-01,BUY-01,41,2.25,3.3,1.0,1.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0048,300,PLN-300-01,BUY-01,41,2.25,3.3,1.0,1.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0048,400,PLN-400-01,BUY-01,41,2.25,3.3,1.0,1.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0049,100,PLN-100-02,BUY-02,44,13.0,9.0,2.0,5.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0049,200,PLN-200-02,BUY-02,44,13.0,9.0,2.0,5.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0049,300,PLN-300-02,BUY-02,44,13.0,9.0,2.0,5.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0049,400,PLN-400-02,BUY-02,44,13.0,9.0,2.0,5.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0050,100,PLN-100-03,BUY-03,47,12.0,20.5,5.0,10.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0050,200,PLN-200-03,BUY-03,47,12.0,20.5,5.0,10.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0050,300,PLN-300-03,BUY-03,47,12.0,20.5,5.0,10.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0050,400,PLN-400-03,BUY-03,47,12.0,20.5,5.0,10.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0051,100,PLN-100-04,BUY-04,50,31.0,46.0,10.0,20.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0051,200,PLN-200-04,BUY-04,50,31.0,46.0,10.0,20.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0051,300,PLN-300-04,BUY-04,50,31.0,46.0,10.0,20.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0051,400,PLN-400-04,BUY-04,50,31.0,46.0,10.0,20.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0052,100,PLN-100-05,BUY-05,53,95.0,127.5,25.0,50.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0052,200,PLN-200-05,BUY-05,53,95.0,127.5,25.0,50.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0052,300,PLN-300-05,BUY-05,53,95.0,127.5,25.0,50.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0052,400,PLN-400-05,BUY-05,53,95.0,127.5,25.0,50.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0053,100,PLN-100-06,BUY-06,56,225.0,280.0,50.0,100.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0053,200,PLN-200-06,BUY-06,56,225.0,280.0,50.0,100.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0053,300,PLN-300-06,BUY-06,56,225.0,280.0,50.0,100.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0053,400,PLN-400-06,BUY-06,56,225.0,280.0,50.0,100.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0054,100,PLN-100-07,BUY-07,59,2.6,3.05,1.0,1.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0054,200,PLN-200-07,BUY-07,59,2.6,3.05,1.0,1.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0054,300,PLN-300-07,BUY-07,59,2.6,3.05,1.0,1.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0054,400,PLN-400-07,BUY-07,59,2.6,3.05,1.0,1.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0055,100,PLN-100-08,BUY-08,7,6.0,16.5,2.0,5.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0055,200,PLN-200-08,BUY-08,7,6.0,16.5,2.0,5.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0055,300,PLN-300-08,BUY-08,7,6.0,16.5,2.0,5.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0055,400,PLN-400-08,BUY-08,7,6.0,16.5,2.0,5.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0056,100,PLN-100-01,BUY-09,10,15.5,18.0,5.0,10.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0056,200,PLN-200-01,BUY-09,10,15.5,18.0,5.0,10.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0056,300,PLN-300-01,BUY-09,10,15.5,18.0,5.0,10.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0056,400,PLN-400-01,BUY-09,10,15.5,18.0,5.0,10.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0057,100,PLN-100-02,BUY-10,13,38.0,41.0,10.0,20.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0057,200,PLN-200-02,BUY-10,13,38.0,41.0,10.0,20.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0057,300,PLN-300-02,BUY-10,13,38.0,41.0,10.0,20.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0057,400,PLN-400-02,BUY-10,13,38.0,41.0,10.0,20.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0058,100,PLN-100-03,BUY-11,16,112.5,115.0,25.0,50.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0058,200,PLN-200-03,BUY-11,16,112.5,115.0,25.0,50.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0058,300,PLN-300-03,BUY-11,16,112.5,115.0,25.0,50.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0058,400,PLN-400-03,BUY-11,16,112.5,115.0,25.0,50.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0059,100,PLN-100-04,BUY-12,19,260.0,255.0,50.0,100.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0059,200,PLN-200-04,BUY-12,19,260.0,255.0,50.0,100.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0059,300,PLN-300-04,BUY-12,19,260.0,255.0,50.0,100.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0059,400,PLN-400-04,BUY-12,19,260.0,255.0,50.0,100.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0060,100,PLN-100-05,BUY-01,22,1.2,2.8,1.0,1.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0060,200,PLN-200-05,BUY-01,22,1.2,2.8,1.0,1.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0060,300,PLN-300-05,BUY-01,22,1.2,2.8,1.0,1.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0060,400,PLN-400-05,BUY-01,22,1.2,2.8,1.0,1.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0061,100,PLN-100-06,BUY-02,25,7.75,15.25,2.0,5.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0061,200,PLN-200-06,BUY-02,25,7.75,15.25,2.0,5.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0061,300,PLN-300-06,BUY-02,25,7.75,15.25,2.0,5.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0061,400,PLN-400-06,BUY-02,25,7.75,15.25,2.0,5.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0062,100,PLN-100-07,BUY-03,28,19.0,33.0,5.0,10.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0062,200,PLN-200-07,BUY-03,28,19.0,33.0,5.0,10.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0062,300,PLN-300-07,BUY-03,28,19.0,33.0,5.0,10.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0062,400,PLN-400-07,BUY-03,28,19.0,33.0,5.0,10.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0063,100,PLN-100-08,BUY-04,31,45.0,36.0,10.0,20.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0063,200,PLN-200-08,BUY-04,31,45.0,36.0,10.0,20.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0063,300,PLN-300-08,BUY-04,31,45.0,36.0,10.0,20.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0063,400,PLN-400-08,BUY-04,31,45.0,36.0,10.0,20.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0064,100,PLN-100-01,BUY-05,34,130.0,102.5,25.0,50.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0064,200,PLN-200-01,BUY-05,34,130.0,102.5,25.0,50.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0064,300,PLN-300-01,BUY-05,34,130.0,102.5,25.0,50.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0064,400,PLN-400-01,BUY-05,34,130.0,102.5,25.0,50.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0065,100,PLN-100-02,BUY-06,37,120.0,230.0,50.0,100.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0065,200,PLN-200-02,BUY-06,37,120.0,230.0,50.0,100.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0065,300,PLN-300-02,BUY-06,37,120.0,230.0,50.0,100.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0065,400,PLN-400-02,BUY-06,37,120.0,230.0,50.0,100.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0066,100,PLN-100-03,BUY-07,40,1.55,2.55,1.0,1.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0066,200,PLN-200-03,BUY-07,40,1.55,2.55,1.0,1.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0066,300,PLN-300-03,BUY-07,40,1.55,2.55,1.0,1.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0066,400,PLN-400-03,BUY-07,40,1.55,2.55,1.0,1.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0067,100,PLN-100-04,BUY-08,43,9.5,14.0,2.0,5.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0067,200,PLN-200-04,BUY-08,43,9.5,14.0,2.0,5.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0067,300,PLN-300-04,BUY-08,43,9.5,14.0,2.0,5.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0067,400,PLN-400-04,BUY-08,43,9.5,14.0,2.0,5.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0068,100,PLN-100-05,BUY-09,46,22.5,30.5,5.0,10.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0068,200,PLN-200-05,BUY-09,46,22.5,30.5,5.0,10.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0068,300,PLN-300-05,BUY-09,46,22.5,30.5,5.0,10.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0068,400,PLN-400-05,BUY-09,46,22.5,30.5,5.0,10.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0069,100,PLN-100-06,BUY-10,49,52.0,66.0,10.0,20.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0069,200,PLN-200-06,BUY-10,49,52.0,66.0,10.0,20.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0069,300,PLN-300-06,BUY-10,49,52.0,66.0,10.0,20.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0069,400,PLN-400-06,BUY-10,49,52.0,66.0,10.0,20.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0070,100,PLN-100-07,BUY-11,52,60.0,90.0,25.0,50.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0070,200,PLN-200-07,BUY-11,52,60.0,90.0,25.0,50.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0070,300,PLN-300-07,BUY-11,52,60.0,90.0,25.0,50.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0070,400,PLN-400-07,BUY-11,52,60.0,90.0,25.0,50.0,70.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0071,100,PLN-100-08,BUY-12,55,155.0,205.0,50.0,100.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0071,200,PLN-200-08,BUY-12,55,155.0,205.0,50.0,100.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0071,300,PLN-300-08,BUY-12,55,155.0,205.0,50.0,100.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0071,400,PLN-400-08,BUY-12,55,155.0,205.0,50.0,100.0,74.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0072,100,PLN-100-01,BUY-01,58,1.9,2.3,1.0,1.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0072,200,PLN-200-01,BUY-01,58,1.9,2.3,1.0,1.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0072,300,PLN-300-01,BUY-01,58,1.9,2.3,1.0,1.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0072,400,PLN-400-01,BUY-01,58,1.9,2.3,1.0,1.0,77.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0073,100,PLN-100-02,BUY-02,61,11.25,12.75,2.0,5.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0073,200,PLN-200-02,BUY-02,61,11.25,12.75,2.0,5.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0073,300,PLN-300-02,BUY-02,61,11.25,12.75,2.0,5.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0073,400,PLN-400-02,BUY-02,61,11.25,12.75,2.0,5.0,80.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0074,100,PLN-100-03,BUY-03,9,26.0,28.0,5.0,10.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0074,200,PLN-200-03,BUY-03,9,26.0,28.0,5.0,10.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0074,300,PLN-300-03,BUY-03,9,26.0,28.0,5.0,10.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0074,400,PLN-400-03,BUY-03,9,26.0,28.0,5.0,10.0,83.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0075,100,PLN-100-04,BUY-04,12,24.0,61.0,10.0,20.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0075,200,PLN-200-04,BUY-04,12,24.0,61.0,10.0,20.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0075,300,PLN-300-04,BUY-04,12,24.0,61.0,10.0,20.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0075,400,PLN-400-04,BUY-04,12,24.0,61.0,10.0,20.0,87.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0076,100,PLN-100-05,BUY-05,15,77.5,165.0,25.0,50.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0076,200,PLN-200-05,BUY-05,15,77.5,165.0,25.0,50.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0076,300,PLN-300-05,BUY-05,15,77.5,165.0,25.0,50.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0076,400,PLN-400-05,BUY-05,15,77.5,165.0,25.0,50.0,90.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0077,100,PLN-100-06,BUY-06,18,190.0,180.0,50.0,100.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0077,200,PLN-200-06,BUY-06,18,190.0,180.0,50.0,100.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0077,300,PLN-300-06,BUY-06,18,190.0,180.0,50.0,100.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0077,400,PLN-400-06,BUY-06,18,190.0,180.0,50.0,100.0,93.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0078,100,PLN-100-07,BUY-07,21,2.25,2.05,1.0,1.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0078,200,PLN-200-07,BUY-07,21,2.25,2.05,1.0,1.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0078,300,PLN-300-07,BUY-07,21,2.25,2.05,1.0,1.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0078,400,PLN-400-07,BUY-07,21,2.25,2.05,1.0,1.0,97.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0079,100,PLN-100-08,BUY-08,24,13.0,11.5,2.0,5.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0079,200,PLN-200-08,BUY-08,24,13.0,11.5,2.0,5.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0079,300,PLN-300-08,BUY-08,24,13.0,11.5,2.0,5.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0079,400,PLN-400-08,BUY-08,24,13.0,11.5,2.0,5.0,100.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0080,100,PLN-100-01,BUY-09,27,12.0,25.5,5.0,10.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0080,200,PLN-200-01,BUY-09,27,12.0,25.5,5.0,10.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0080,300,PLN-300-01,BUY-09,27,12.0,25.5,5.0,10.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0080,400,PLN-400-01,BUY-09,27,12.0,25.5,5.0,10.0,103.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0081,100,PLN-100-02,BUY-10,30,31.0,56.0,10.0,20.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0081,200,PLN-200-02,BUY-10,30,31.0,56.0,10.0,20.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0081,300,PLN-300-02,BUY-10,30,31.0,56.0,10.0,20.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0081,400,PLN-400-02,BUY-10,30,31.0,56.0,10.0,20.0,106.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0082,100,PLN-100-03,BUY-11,33,95.0,152.5,25.0,50.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0082,200,PLN-200-03,BUY-11,33,95.0,152.5,25.0,50.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0082,300,PLN-300-03,BUY-11,33,95.0,152.5,25.0,50.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0082,400,PLN-400-03,BUY-11,33,95.0,152.5,25.0,50.0,110.09,0.0,0.0,0.0,0.0,2026-01-01
PC-0083,100,PLN-100-04,BUY-12,36,225.0,330.0,50.0,100.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0083,200,PLN-200-04,BUY-12,36,225.0,330.0,50.0,100.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0083,300,PLN-300-04,BUY-12,36,225.0,330.0,50.0,100.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0083,400,PLN-400-04,BUY-12,36,225.0,330.0,50.0,100.0,113.37,0.0,0.0,0.0,0.0,2026-01-01
PC-0084,100,PLN-100-05,BUY-01,39,2.6,1.8,1.0,1.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0084,200,PLN-200-05,BUY-01,39,2.6,1.8,1.0,1.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0084,300,PLN-300-05,BUY-01,39,2.6,1.8,1.0,1.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0084,400,PLN-400-05,BUY-01,39,2.6,1.8,1.0,1.0,116.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0085,100,PLN-100-06,BUY-02,42,6.0,10.25,2.0,5.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0085,200,PLN-200-06,BUY-02,42,6.0,10.25,2.0,5.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0085,300,PLN-300-06,BUY-02,42,6.0,10.25,2.0,5.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0085,400,PLN-400-06,BUY-02,42,6.0,10.25,2.0,5.0,119.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0086,100,PLN-100-07,BUY-03,45,15.5,23.0,5.0,10.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0086,200,PLN-200-07,BUY-03,45,15.5,23.0,5.0,10.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0086,300,PLN-300-07,BUY-03,45,15.5,23.0,5.0,10.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0086,400,PLN-400-07,BUY-03,45,15.5,23.0,5.0,10.0,123.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0087,100,PLN-100-08,BUY-04,48,38.0,51.0,10.0,20.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0087,200,PLN-200-08,BUY-04,48,38.0,51.0,10.0,20.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
