id,routing_id,operation_number,work_center_code,setup_hours,run_hours_per_unit,queue_hours,outside_processing,yield_percent
898,200,10,WC-200-03,0.47,0.19,3.0,0,0.982
899,200,20,WC-200-05,0.47,0.215,5.0,0,0.979
900,200,30,WC-200-07,0.47,0.24,1.0,0,0.985
901,201,10,WC-100-04,0.55,0.215,3.0,0,0.982
902,201,20,WC-100-06,0.55,0.24,5.0,0,0.979
903,201,30,WC-100-08,0.55,0.265,1.0,1,0.985
904,201,40,WC-100-02,0.55,0.29,3.0,0,0.982
905,202,10,WC-200-05,0.63,0.24,3.0,0,0.982
906,202,20,WC-200-07,0.63,0.265,5.0,0,0.979
907,202,30,WC-200-01,0.63,0.29,1.0,0,0.985
908,202,40,WC-200-03,0.63,0.315,3.0,0,0.982
909,202,50,WC-200-05,0.63,0.34,5.0,0,0.979
910,203,10,WC-100-06,0.15,0.265,3.0,0,0.982
911,203,20,WC-100-08,0.15,0.29,5.0,1,0.979
912,203,30,WC-100-02,0.15,0.315,1.0,0,0.985
913,203,40,WC-100-04,0.15,0.34,3.0,0,0.982
914,203,50,WC-100-06,0.15,0.04,5.0,0,0.979
915,203,60,WC-100-08,0.15,0.065,1.0,1,0.985
916,204,10,WC-200-07,0.23,0.29,3.0,0,0.982
917,204,20,WC-200-01,0.23,0.315,5.0,0,0.979
918,204,30,WC-200-03,0.23,0.34,1.0,0,0.985
919,205,10,WC-100-08,0.31,0.315,3.0,1,0.982
920,205,20,WC-100-02,0.31,0.34,5.0,0,0.979
921,205,30,WC-100-04,0.31,0.04,1.0,0,0.985
922,205,40,WC-100-06,0.31,0.065,3.0,0,0.982
923,206,10,WC-200-01,0.39,0.34,3.0,0,0.982
924,206,20,WC-200-03,0.39,0.04,5.0,0,0.979
925,206,30,WC-200-05,0.39,0.065,1.0,0,0.985
926,206,40,WC-200-07,0.39,0.09,3.0,0,0.982
927,206,50,WC-200-01,0.39,0.115,5.0,0,0.979
928,207,10,WC-100-02,0.47,0.04,3.0,0,0.982
929,207,20,WC-100-04,0.47,0.065,5.0,0,0.979
930,207,30,WC-100-06,0.47,0.09,1.0,0,0.985
931,207,40,WC-100-08,0.47,0.115,3.0,1,0.982
932,207,50,WC-100-02,0.47,0.14,5.0,0,0.979
933,207,60,WC-100-04,0.47,0.165,1.0,0,0.985
934,208,10,WC-200-03,0.55,0.065,3.0,0,0.982
935,208,20,WC-200-05,0.55,0.09,5.0,0,0.979
936,208,30,WC-200-07,0.55,0.115,1.0,0,0.985
937,209,10,WC-100-04,0.63,0.09,3.0,0,0.982
938,209,20,WC-100-06,0.63,0.115,5.0,0,0.979
939,209,30,WC-100-08,0.63,0.14,1.0,1,0.985
940,209,40,WC-100-02,0.63,0.165,3.0,0,0.982
941,210,10,WC-200-05,0.15,0.115,3.0,0,0.982
942,210,20,WC-200-07,0.15,0.14,5.0,0,0.979
943,210,30,WC-200-01,0.15,0.165,1.0,0,0.985
944,210,40,WC-200-03,0.15,0.19,3.0,0,0.982
945,210,50,WC-200-05,0.15,0.215,5.0,0,0.979
946,211,10,WC-100-06,0.23,0.14,3.0,0,0.982
947,211,20,WC-100-08,0.23,0.165,5.0,1,0.979
948,211,30,WC-100-02,0.23,0.19,1.0,0,0.985
949,211,40,WC-100-04,0.23,0.215,3.0,0,0.982
950,211,50,WC-100-06,0.23,0.24,5.0,0,0.979
951,211,60,WC-100-08,0.23,0.265,1.0,1,0.985
952,212,10,WC-200-07,0.31,0.165,3.0,0,0.982
953,212,20,WC-200-01,0.31,0.19,5.0,0,0.979
954,212,30,WC-200-03,0.31,0.215,1.0,0,0.985
955,213,10,WC-100-08,0.39,0.19,3.0,1,0.982
956,213,20,WC-100-02,0.39,0.215,5.0,0,0.979
957,213,30,WC-100-04,0.39,0.24,1.0,0,0.985
958,213,40,WC-100-06,0.39,0.265,3.0,0,0.982
959,214,10,WC-200-01,0.47,0.215,3.0,0,0.982
960,214,20,WC-200-03,0.47,0.24,5.0,0,0.979
961,214,30,WC-200-05,0.47,0.265,1.0,0,0.985
962,214,40,WC-200-07,0.47,0.29,3.0,0,0.982
963,214,50,WC-200-01,0.47,0.315,5.0,0,0.979
964,215,10,WC-100-02,0.55,0.24,3.0,0,0.982
965,215,20,WC-100-04,0.55,0.265,5.0,0,0.979
966,215,30,WC-100-06,0.55,0.29,1.0,0,0.985
967,215,40,WC-100-08,0.55,0.315,3.0,1,0.982
968,215,50,WC-100-02,0.55,0.34,5.0,0,0.979
969,215,60,WC-100-04,0.55,0.04,1.0,0,0.985
970,216,10,WC-200-03,0.63,0.265,3.0,0,0.982
971,216,20,WC-200-05,0.63,0.29,5.0,0,0.979
972,216,30,WC-200-07,0.63,0.315,1.0,0,0.985
973,217,10,WC-100-04,0.15,0.29,3.0,0,0.982
974,217,20,WC-100-06,0.15,0.315,5.0,0,0.979
975,217,30,WC-100-08,0.15,0.34,1.0,1,0.985
976,217,40,WC-100-02,0.15,0.04,3.0,0,0.982
977,218,10,WC-200-05,0.23,0.315,3.0,0,0.982
978,218,20,WC-200-07,0.23,0.34,5.0,0,0.979
979,218,30,WC-200-01,0.23,0.04,1.0,0,0.985
980,218,40,WC-200-03,0.23,0.065,3.0,0,0.982
981,218,50,WC-200-05,0.23,0.09,5.0,0,0.979
982,219,10,WC-100-06,0.31,0.34,3.0,0,0.982
983,219,20,WC-100-08,0.31,0.04,5.0,1,0.979
984,219,30,WC-100-02,0.31,0.065,1.0,0,0.985
985,219,40,WC-100-04,0.31,0.09,3.0,0,0.982
986,219,50,WC-100-06,0.31,0.115,5.0,0,0.979
987,219,60,WC-100-08,0.31,0.14,1.0,1,0.985
988,220,10,WC-200-07,0.39,0.04,3.0,0,0.982
989,220,20,WC-200-01,0.39,0.065,5.0,0,0.979
990,220,30,WC-200-03,0.39,0.09,1.0,0,0.985
991,221,10,WC-300-08,0.47,0.065,3.0,1,0.982
992,221,20,WC-300-02,0.47,0.09,5.0,0,0.979
993,221,30,WC-300-04,0.47,0.115,1.0,0,0.985
994,221,40,WC-300-06,0.47,0.14,3.0,0,0.982
995,222,10,WC-300-01,0.55,0.09,3.0,0,0.982
996,222,20,WC-300-03,0.55,0.115,5.0,0,0.979
997,222,30,WC-300-05,0.55,0.14,1.0,0,0.985
998,222,40,WC-300-07,0.55,0.165,3.0,0,0.982
999,222,50,WC-300-01,0.55,0.19,5.0,0,0.979
1000,223,10,WC-300-02,0.63,0.115,3.0,0,0.982
1001,223,20,WC-300-04,0.63,0.14,5.0,0,0.979
1002,223,30,WC-300-06,0.63,0.165,1.0,0,0.985
1003,223,40,WC-300-08,0.63,0.19,3.0,1,0.982
1004,223,50,WC-300-02,0.63,0.215,5.0,0,0.979
1005,223,60,WC-300-04,0.63,0.24,1.0,0,0.985
1006,224,10,WC-300-03,0.15,0.14,3.0,0,0.982
1007,224,20,WC-300-05,0.15,0.165,5.0,0,0.979
1008,224,30,WC-300-07,0.15,0.19,1.0,0,0.985
1009,225,10,WC-300-04,0.23,0.165,3.0,0,0.982
1010,225,20,WC-300-06,0.23,0.19,5.0,0,0.979
1011,225,30,WC-300-08,0.23,0.215,1.0,1,0.985
1012,225,40,WC-300-02,0.23,0.24,3.0,0,0.982
1013,226,10,WC-300-05,0.31,0.19,3.0,0,0.982
1014,226,20,WC-300-07,0.31,0.215,5.0,0,0.979
1015,226,30,WC-300-01,0.31,0.24,1.0,0,0.985
1016,226,40,WC-300-03,0.31,0.265,3.0,0,0.982
1017,226,50,WC-300-05,0.31,0.29,5.0,0,0.979
1018,227,10,WC-300-06,0.39,0.215,3.0,0,0.982
1019,227,20,WC-300-08,0.39,0.24,5.0,1,0.979
1020,227,30,WC-300-02,0.39,0.265,1.0,0,0.985
1021,227,40,WC-300-04,0.39,0.29,3.0,0,0.982
1022,227,50,WC-300-06,0.39,0.315,5.0,0,0.979
1023,227,60,WC-300-08,0.39,0.34,1.0,1,0.985
1024,228,10,WC-300-07,0.47,0.24,3.0,0,0.982
1025,228,20,WC-300-01,0.47,0.265,5.0,0,0.979
1026,228,30,WC-300-03,0.47,0.29,1.0,0,0.985
1027,229,10,WC-300-08,0.55,0.265,3.0,1,0.982
1028,229,20,WC-300-02,0.55,0.29,5.0,0,0.979
1029,229,30,WC-300-04,0.55,0.315,1.0,0,0.985
1030,229,40,WC-300-06,0.55,0.34,3.0,0,0.982
1031,230,10,WC-300-01,0.63,0.29,3.0,0,0.982
1032,230,20,WC-300-03,0.63,0.315,5.0,0,0.979
1033,230,30,WC-300-05,0.63,0.34,1.0,0,0.985
1034,230,40,WC-300-07,0.63,0.04,3.0,0,0.982
1035,230,50,WC-300-01,0.63,0.065,5.0,0,0.979
1036,231,10,WC-300-02,0.15,0.315,3.0,0,0.982
1037,231,20,WC-300-04,0.15,0.34,5.0,0,0.979
1038,231,30,WC-300-06,0.15,0.04,1.0,0,0.985
1039,231,40,WC-300-08,0.15,0.065,3.0,1,0.982
1040,231,50,WC-300-02,0.15,0.09,5.0,0,0.979
1041,231,60,WC-300-04,0.15,0.115,1.0,0,0.985
1042,232,10,WC-300-03,0.23,0.34,3.0,0,0.982
1043,232,20,WC-300-05,0.23,0.04,5.0,0,0.979
1044,232,30,WC-300-07,0.23,0.065,1.0,0,0.985
1045,233,10,WC-300-04,0.31,0.04,3.0,0,0.982
1046,233,20,WC-300-06,0.31,0.065,5.0,0,0.979
1047,233,30,WC-300-08,0.31,0.09,1.0,1,0.985
1048,233,40,WC-300-02,0.31,0.115,3.0,0,0.982
1049,234,10,WC-300-05,0.39,0.065,3.0,0,0.982
1050,234,20,WC-300-07,0.39,0.09,5.0,0,0.979
1051,234,30,WC-300-01,0.39,0.115,1.0,0,0.985
1052,234,40,WC-300-03,0.39,0.14,3.0,0,0.982
1053,234,50,WC-300-05,0.39,0.165,5.0,0,0.979
1054,235,10,WC-300-06,0.47,0.09,3.0,0,0.982
1055,235,20,WC-300-08,0.47,0.115,5.0,1,0.979
1056,235,30,WC-300-02,0.47,0.14,1.0,0,0.985
1057,235,40,WC-300-04,0.47,0.165,3.0,0,0.982
1058,235,50,WC-300-06,0.47,0.19,5.0,0,0.979
1059,235,60,WC-300-08,0.47,0.215,1.0,1,0.985
1060,236,10,WC-300-07,0.55,0.115,3.0,0,0.982
1061,236,20,WC-300-01,0.55,0.14,5.0,0,0.979
1062,236,30,WC-300-03,0.55,0.165,1.0,0,0.985
1063,237,10,WC-300-08,0.63,0.14,3.0,1,0.982
1064,237,20,WC-300-02,0.63,0.165,5.0,0,0.979
1065,237,30,WC-300-04,0.63,0.19,1.0,0,0.985
1066,237,40,WC-300-06,0.63,0.215,3.0,0,0.982
1067,238,10,WC-300-01,0.15,0.165,3.0,0,0.982
1068,238,20,WC-300-03,0.15,0.19,5.0,0,0.979
1069,238,30,WC-300-05,0.15,0.215,1.0,0,0.985
1070,238,40,WC-300-07,0.15,0.24,3.0,0,0.982
1071,238,50,WC-300-01,0.15,0.265,5.0,0,0.979
1072,239,10,WC-300-02,0.23,0.19,3.0,0,0.982
1073,239,20,WC-300-04,0.23,0.215,5.0,0,0.979
1074,239,30,WC-300-06,0.23,0.24,1.0,0,0.985
1075,239,40,WC-300-08,0.23,0.265,3.0,1,0.982
1076,239,50,WC-300-02,0.23,0.29,5.0,0,0.979
1077,239,60,WC-300-04,0.23,0.315,1.0,0,0.985
1078,240,10,WC-300-03,0.31,0.215,3.0,0,0.982
1079,240,20,WC-300-05,0.31,0.24,5.0,0,0.979
1080,240,30,WC-300-07,0.31,0.265,1.0,0,0.985
1081,241,10,WC-300-04,0.39,0.24,3.0,0,0.982
1082,241,20,WC-300-06,0.39,0.265,5.0,0,0.979
1083,241,30,WC-300-08,0.39,0.29,1.0,1,0.985
1084,241,40,WC-300-02,0.39,0.315,3.0,0,0.982
1085,242,10,WC-300-05,0.47,0.265,3.0,0,0.982
1086,242,20,WC-300-07,0.47,0.29,5.0,0,0.979
1087,242,30,WC-300-01,0.47,0.315,1.0,0,0.985
1088,242,40,WC-300-03,0.47,0.34,3.0,0,0.982
1089,242,50,WC-300-05,0.47,0.04,5.0,0,0.979
1090,243,10,WC-300-06,0.55,0.29,3.0,0,0.982
1091,243,20,WC-300-08,0.55,0.315,5.0,1,0.979
1092,243,30,WC-300-02,0.55,0.34,1.0,0,0.985
1093,243,40,WC-300-04,0.55,0.04,3.0,0,0.982
1094,243,50,WC-300-06,0.55,0.065,5.0,0,0.979
1095,243,60,WC-300-08,0.55,0.09,1.0,1,0.985
1096,244,10,WC-300-07,0.63,0.315,3.0,0,0.982
1097,244,20,WC-300-01,0.63,0.34,5.0,0,0.979
1098,244,30,WC-300-03,0.63,0.04,1.0,0,0.985
1099,245,10,WC-300-08,0.15,0.34,3.0,1,0.982
1100,245,20,WC-300-02,0.15,0.04,5.0,0,0.979
1101,245,30,WC-300-04,0.15,0.065,1.0,0,0.985
1102,245,40,WC-300-06,0.15,0.09,3.0,0,0.982
1103,246,10,WC-300-01,0.23,0.04,3.0,0,0.982
1104,246,20,WC-300-03,0.23,0.065,5.0,0,0.979
1105,246,30,WC-300-05,0.23,0.09,1.0,0,0.985
1106,246,40,WC-300-07,0.23,0.115,3.0,0,0.982
1107,246,50,WC-300-01,0.23,0.14,5.0,0,0.979
1108,247,10,WC-300-02,0.31,0.065,3.0,0,0.982
1109,247,20,WC-300-04,0.31,0.09,5.0,0,0.979
1110,247,30,WC-300-06,0.31,0.115,1.0,0,0.985
1111,247,40,WC-300-08,0.31,0.14,3.0,1,0.982
1112,247,50,WC-300-02,0.31,0.165,5.0,0,0.979
1113,247,60,WC-300-04,0.31,0.19,1.0,0,0.985
1114,248,10,WC-300-03,0.39,0.09,3.0,0,0.982
1115,248,20,WC-300-05,0.39,0.115,5.0,0,0.979
1116,248,30,WC-300-07,0.39,0.14,1.0,0,0.985
1117,249,10,WC-300-04,0.47,0.115,3.0,0,0.982
1118,249,20,WC-300-06,0.47,0.14,5.0,0,0.979
1119,249,30,WC-300-08,0.47,0.165,1.0,1,0.985
1120,249,40,WC-300-02,0.47,0.19,3.0,0,0.982
1121,250,10,WC-300-05,0.55,0.14,3.0,0,0.982
1122,250,20,WC-300-07,0.55,0.165,5.0,0,0.979
1123,250,30,WC-300-01,0.55,0.19,1.0,0,0.985
1124,250,40,WC-300-03,0.55,0.215,3.0,0,0.982
1125,250,50,WC-300-05,0.55,0.24,5.0,0,0.979
1126,251,10,WC-300-06,0.63,0.165,3.0,0,0.982
1127,251,20,WC-300-08,0.63,0.19,5.0,1,0.979
1128,251,30,WC-300-02,0.63,0.215,1.0,0,0.985
1129,251,40,WC-300-04,0.63,0.24,3.0,0,0.982
1130,251,50,WC-300-06,0.63,0.265,5.0,0,0.979
1131,251,60,WC-300-08,0.63,0.29,1.0,1,0.985
1132,252,10,WC-300-07,0.15,0.19,3.0,0,0.982
1133,252,20,WC-300-01,0.15,0.215,5.0,0,0.979
1134,252,30,WC-300-03,0.15,0.24,1.0,0,0.985
1135,253,10,WC-300-08,0.23,0.215,3.0,1,0.982
1136,253,20,WC-300-02,0.23,0.24,5.0,0,0.979
1137,253,30,WC-300-04,0.23,0.265,1.0,0,0.985
1138,253,40,WC-300-06,0.23,0.29,3.0,0,0.982
1139,254,10,WC-300-01,0.31,0.24,3.0,0,0.982
1140,254,20,WC-300-03,0.31,0.265,5.0,0,0.979
1141,254,30,WC-300-05,0.31,0.29,1.0,0,0.985
1142,254,40,WC-300-07,0.31,0.315,3.0,0,0.982
1143,254,50,WC-300-01,0.31,0.34,5.0,0,0.979
1144,255,10,WC-300-02,0.39,0.265,3.0,0,0.982
1145,255,20,WC-300-04,0.39,0.29,5.0,0,0.979
1146,255,30,WC-300-06,0.39,0.315,1.0,0,0.985
1147,255,40,WC-300-08,0.39,0.34,3.0,1,0.982
1148,255,50,WC-300-02,0.39,0.04,5.0,0,0.979
1149,255,60,WC-300-04,0.39,0.065,1.0,0,0.985
1150,256,10,WC-300-03,0.47,0.29,3.0,0,0.982
1151,256,20,WC-300-05,0.47,0.315,5.0,0,0.979
1152,256,30,WC-300-07,0.47,0.34,1.0,0,0.985
1153,257,10,WC-300-04,0.55,0.315,3.0,0,0.982
1154,257,20,WC-300-06,0.55,0.34,5.0,0,0.979
1155,257,30,WC-300-08,0.55,0.04,1.0,1,0.985
1156,257,40,WC-300-02,0.55,0.065,3.0,0,0.982
1157,258,10,WC-300-05,0.63,0.34,3.0,0,0.982
1158,258,20,WC-300-07,0.63,0.04,5.0,0,0.979
1159,258,30,WC-300-01,0.63,0.065,1.0,0,0.985
1160,258,40,WC-300-03,0.63,0.09,3.0,0,0.982
1161,258,50,WC-300-05,0.63,0.115,5.0,0,0.979
1162,259,10,WC-300-06,0.15,0.04,3.0,0,0.982
1163,259,20,WC-300-08,0.15,0.065,5.0,1,0.979
1164,259,30,WC-300-02,0.15,0.09,1.0,0,0.985
1165,259,40,WC-300-04,0.15,0.115,3.0,0,0.982
1166,259,50,WC-300-06,0.15,0.14,5.0,0,0.979
1167,259,60,WC-300-08,0.15,0.165,1.0,1,0.985
1168,260,10,WC-300-07,0.23,0.065,3.0,0,0.982
1169,260,20,WC-300-01,0.23,0.09,5.0,0,0.979
1170,260,30,WC-300-03,0.23,0.115,1.0,0,0.985
1171,261,10,WC-100-08,0.31,0.09,3.0,1,0.982
1172,261,20,WC-100-02,0.31,0.115,5.0,0,0.979
1173,261,30,WC-100-04,0.31,0.14,1.0,0,0.985
1174,261,40,WC-100-06,0.31,0.165,3.0,0,0.982
1175,262,10,WC-300-01,0.39,0.115,3.0,0,0.982
1176,262,20,WC-300-03,0.39,0.14,5.0,0,0.979
1177,262,30,WC-300-05,0.39,0.165,1.0,0,0.985
1178,262,40,WC-300-07,0.39,0.19,3.0,0,0.982
1179,262,50,WC-300-01,0.39,0.215,5.0,0,0.979
1180,263,10,WC-100-02,0.47,0.14,3.0,0,0.982
1181,263,20,WC-100-04,0.47,0.165,5.0,0,0.979
1182,263,30,WC-100-06,0.47,0.19,1.0,0,0.985
1183,263,40,WC-100-08,0.47,0.215,3.0,1,0.982
1184,263,50,WC-100-02,0.47,0.24,5.0,0,0.979
1185,263,60,WC-100-04,0.47,0.265,1.0,0,0.985
1186,264,10,WC-300-03,0.55,0.165,3.0,0,0.982
1187,264,20,WC-300-05,0.55,0.19,5.0,0,0.979
1188,264,30,WC-300-07,0.55,0.215,1.0,0,0.985
1189,265,10,WC-100-04,0.63,0.19,3.0,0,0.982
1190,265,20,WC-100-06,0.63,0.215,5.0,0,0.979
1191,265,30,WC-100-08,0.63,0.24,1.0,1,0.985
1192,265,40,WC-100-02,0.63,0.265,3.0,0,0.982
1193,266,10,WC-300-05,0.15,0.215,3.0,0,0.982
1194,266,20,WC-300-07,0.15,0.24,5.0,0,0.979
1195,266,30,WC-300-01,0.15,0.265,1.0,0,0.985
1196,266,40,WC-300-03,0.15,0.29,3.0,0,0.982
1197,266,50,WC-300-05,0.15,0.315,5.0,0,0.979
1198,267,10,WC-100-06,0.23,0.24,3.0,0,0.982
1199,267,20,WC-100-08,0.23,0.265,5.0,1,0.979
1200,267,30,WC-100-02,0.23,0.29,1.0,0,0.985
1201,267,40,WC-100-04,0.23,0.315,3.0,0,0.982
1202,267,50,WC-100-06,0.23,0.34,5.0,0,0.979
1203,267,60,WC-100-08,0.23,0.04,1.0,1,0.985
1204,268,10,WC-300-07,0.31,0.265,3.0,0,0.982
1205,268,20,WC-300-01,0.31,0.29,5.0,0,0.979
1206,268,30,WC-300-03,0.31,0.315,1.0,0,0.985
1207,269,10,WC-100-08,0.39,0.29,3.0,1,0.982
1208,269,20,WC-100-02,0.39,0.315,5.0,0,0.979
1209,269,30,WC-100-04,0.39,0.34,1.0,0,0.985
1210,269,40,WC-100-06,0.39,0.04,3.0,0,0.982
1211,270,10,WC-300-01,0.47,0.315,3.0,0,0.982
1212,270,20,WC-300-03,0.47,0.34,5.0,0,0.979
1213,270,30,WC-300-05,0.47,0.04,1.0,0,0.985
1214,270,40,WC-300-07,0.47,0.065,3.0,0,0.982
1215,270,50,WC-300-01,0.47,0.09,5.0,0,0.979
1216,271,10,WC-100-02,0.55,0.34,3.0,0,0.982
1217,271,20,WC-100-04,0.55,0.04,5.0,0,0.979
1218,271,30,WC-100-06,0.55,0.065,1.0,0,0.985
1219,271,40,WC-100-08,0.55,0.09,3.0,1,0.982
1220,271,50,WC-100-02,0.55,0.115,5.0,0,0.979
1221,271,60,WC-100-04,0.55,0.14,1.0,0,0.985
1222,272,10,WC-300-03,0.63,0.04,3.0,0,0.982
1223,272,20,WC-300-05,0.63,0.065,5.0,0,0.979
1224,272,30,WC-300-07,0.63,0.09,1.0,0,0.985
1225,273,10,WC-100-04,0.15,0.065,3.0,0,0.982
1226,273,20,WC-100-06,0.15,0.09,5.0,0,0.979
1227,273,30,WC-100-08,0.15,0.115,1.0,1,0.985
1228,273,40,WC-100-02,0.15,0.14,3.0,0,0.982
1229,274,10,WC-300-05,0.23,0.09,3.0,0,0.982
1230,274,20,WC-300-07,0.23,0.115,5.0,0,0.979
1231,274,30,WC-300-01,0.23,0.14,1.0,0,0.985
1232,274,40,WC-300-03,0.23,0.165,3.0,0,0.982
1233,274,50,WC-300-05,0.23,0.19,5.0,0,0.979
1234,275,10,WC-100-06,0.31,0.115,3.0,0,0.982
1235,275,20,WC-100-08,0.31,0.14,5.0,1,0.979
1236,275,30,WC-100-02,0.31,0.165,1.0,0,0.985
1237,275,40,WC-100-04,0.31,0.19,3.0,0,0.982
1238,275,50,WC-100-06,0.31,0.215,5.0,0,0.979
1239,275,60,WC-100-08,0.31,0.24,1.0,1,0.985
1240,276,10,WC-300-07,0.39,0.14,3.0,0,0.982
1241,276,20,WC-300-01,0.39,0.165,5.0,0,0.979
1242,276,30,WC-300-03,0.39,0.19,1.0,0,0.985
1243,277,10,WC-100-08,0.47,0.165,3.0,1,0.982
1244,277,20,WC-100-02,0.47,0.19,5.0,0,0.979
1245,277,30,WC-100-04,0.47,0.215,1.0,0,0.985
1246,277,40,WC-100-06,0.47,0.24,3.0,0,0.982
1247,278,10,WC-300-01,0.55,0.19,3.0,0,0.982
1248,278,20,WC-300-03,0.55,0.215,5.0,0,0.979
1249,278,30,WC-300-05,0.55,0.24,1.0,0,0.985
1250,278,40,WC-300-07,0.55,0.265,3.0,0,0.982
1251,278,50,WC-300-01,0.55,0.29,5.0,0,0.979
1252,279,10,WC-100-02,0.63,0.215,3.0,0,0.982
1253,279,20,WC-100-04,0.63,0.24,5.0,0,0.979
1254,279,30,WC-100-06,0.63,0.265,1.0,0,0.985
1255,279,40,WC-100-08,0.63,0.29,3.0,1,0.982
1256,279,50,WC-100-02,0.63,0.315,5.0,0,0.979
1257,279,60,WC-100-04,0.63,0.34,1.0,0,0.985
1258,280,10,WC-300-03,0.15,0.24,3.0,0,0.982
1259,280,20,WC-300-05,0.15,0.265,5.0,0,0.979
1260,280,30,WC-300-07,0.15,0.29,1.0,0,0.985
1261,281,10,WC-100-04,0.23,0.265,3.0,0,0.982
1262,281,20,WC-100-06,0.23,0.29,5.0,0,0.979
1263,281,30,WC-100-08,0.23,0.315,1.0,1,0.985
1264,281,40,WC-100-02,0.23,0.34,3.0,0,0.982
1265,282,10,WC-300-05,0.31,0.29,3.0,0,0.982
1266,282,20,WC-300-07,0.31,0.315,5.0,0,0.979
1267,282,30,WC-300-01,0.31,0.34,1.0,0,0.985
1268,282,40,WC-300-03,0.31,0.04,3.0,0,0.982
1269,282,50,WC-300-05,0.31,0.065,5.0,0,0.979
1270,283,10,WC-100-06,0.39,0.315,3.0,0,0.982
1271,283,20,WC-100-08,0.39,0.34,5.0,1,0.979
1272,283,30,WC-100-02,0.39,0.04,1.0,0,0.985
1273,283,40,WC-100-04,0.39,0.065,3.0,0,0.982
1274,283,50,WC-100-06,0.39,0.09,5.0,0,0.979
1275,283,60,WC-100-08,0.39,0.115,1.0,1,0.985
1276,284,10,WC-300-07,0.47,0.34,3.0,0,0.982
1277,284,20,WC-300-01,0.47,0.04,5.0,0,0.979
1278,284,30,WC-300-03,0.47,0.065,1.0,0,0.985
1279,285,10,WC-100-08,0.55,0.04,3.0,1,0.982
1280,285,20,WC-100-02,0.55,0.065,5.0,0,0.979
1281,285,30,WC-100-04,0.55,0.09,1.0,0,0.985
1282,285,40,WC-100-06,0.55,0.115,3.0,0,0.982
1283,286,10,WC-300-01,0.63,0.065,3.0,0,0.982
1284,286,20,WC-300-03,0.63,0.09,5.0,0,0.979
1285,286,30,WC-300-05,0.63,0.115,1.0,0,0.985
1286,286,40,WC-300-07,0.63,0.14,3.0,0,0.982
1287,286,50,WC-300-01,0.63,0.165,5.0,0,0.979
1288,287,10,WC-100-02,0.15,0.09,3.0,0,0.982
1289,287,20,WC-100-04,0.15,0.115,5.0,0,0.979
1290,287,30,WC-100-06,0.15,0.14,1.0,0,0.985
1291,287,40,WC-100-08,0.15,0.165,3.0,1,0.982
1292,287,50,WC-100-02,0.15,0.19,5.0,0,0.979
1293,287,60,WC-100-04,0.15,0.215,1.0,0,0.985
1294,288,10,WC-300-03,0.23,0.115,3.0,0,0.982
1295,288,20,WC-300-05,0.23,0.14,5.0,0,0.979
1296,288,30,WC-300-07,0.23,0.165,1.0,0,0.985
1297,289,10,WC-100-04,0.31,0.14,3.0,0,0.982
1298,289,20,WC-100-06,0.31,0.165,5.0,0,0.979
1299,289,30,WC-100-08,0.31,0.19,1.0,1,0.985
1300,289,40,WC-100-02,0.31,0.215,3.0,0,0.982
1301,290,10,WC-300-05,0.39,0.165,3.0,0,0.982
1302,290,20,WC-300-07,0.39,0.19,5.0,0,0.979
1303,290,30,WC-300-01,0.39,0.215,1.0,0,0.985
1304,290,40,WC-300-03,0.39,0.24,3.0,0,0.982
1305,290,50,WC-300-05,0.39,0.265,5.0,0,0.979
1306,291,10,WC-100-06,0.47,0.19,3.0,0,0.982
1307,291,20,WC-100-08,0.47,0.215,5.0,1,0.979
1308,291,30,WC-100-02,0.47,0.24,1.0,0,0.985
1309,291,40,WC-100-04,0.47,0.265,3.0,0,0.982
1310,291,50,WC-100-06,0.47,0.29,5.0,0,0.979
1311,291,60,WC-100-08,0.47,0.315,1.0,1,0.985
1312,292,10,WC-100-07,0.55,0.215,3.0,0,0.982
1313,292,20,WC-100-01,0.55,0.24,5.0,0,0.979
1314,292,30,WC-100-03,0.55,0.265,1.0,0,0.985
1315,293,10,WC-300-08,0.63,0.24,3.0,1,0.982
1316,293,20,WC-300-02,0.63,0.265,5.0,0,0.979
1317,293,30,WC-300-04,0.63,0.29,1.0,0,0.985
1318,293,40,WC-300-06,0.63,0.315,3.0,0,0.982
1319,294,10,WC-100-01,0.15,0.265,3.0,0,0.982
1320,294,20,WC-100-03,0.15,0.29,5.0,0,0.979
1321,294,30,WC-100-05,0.15,0.315,1.0,0,0.985
1322,294,40,WC-100-07,0.15,0.34,3.0,0,0.982
1323,294,50,WC-100-01,0.15,0.04,5.0,0,0.979
1324,295,10,WC-100-02,0.23,0.29,3.0,0,0.982
1325,295,20,WC-100-04,0.23,0.315,5.0,0,0.979
1326,295,30,WC-100-06,0.23,0.34,1.0,0,0.985
1327,295,40,WC-100-08,0.23,0.04,3.0,1,0.982
1328,295,50,WC-100-02,0.23,0.065,5.0,0,0.979
1329,295,60,WC-100-04,0.23,0.09,1.0,0,0.985
1330,296,10,WC-300-03,0.31,0.315,3.0,0,0.982
1331,296,20,WC-300-05,0.31,0.34,5.0,0,0.979
1332,296,30,WC-300-07,0.31,0.04,1.0,0,0.985
1333,297,10,WC-100-04,0.39,0.34,3.0,0,0.982
1334,297,20,WC-100-06,0.39,0.04,5.0,0,0.979
1335,297,30,WC-100-08,0.39,0.065,1.0,1,0.985
1336,297,40,WC-100-02,0.39,0.09,3.0,0,0.982
