id,po_number,vendor_id,site_code,order_date,expected_date,buyer_employee_id,status,currency,line_number,item_id,order_quantity,received_quantity,unit_price
13560,PO-013560,VEND-0061,300,2026-06-07,2026-07-14,EMP-0560,Open,USD,10,RM-0104,424.5584,0.0,20.74
14869,PO-014869,VEND-0083,100,2026-06-18,2026-07-14,EMP-0609,Open,USD,10,PC-0034,25.1336,0.0,56.04
1307,PO-001307,VEND-0033,200,2026-05-27,2026-07-15,EMP-0607,Open,USD,10,PC-0044,278.5976,0.0,92.86
2616,PO-002616,VEND-0029,200,2026-06-07,2026-07-15,EMP-0596,Open,USD,10,RM-0016,245.6723,0.0,25.83
3925,PO-003925,VEND-0086,100,2026-06-18,2026-07-15,EMP-0585,Open,USD,10,RM-0079,349.7617,0.0,26.7
5234,PO-005234,VEND-0040,200,2026-06-29,2026-07-15,EMP-0574,Open,USD,10,PC-0003,389.1012,0.0,58.0
5272,PO-005272,VEND-0057,300,2026-05-22,2026-07-15,EMP-0612,Open,USD,10,RM-0032,1477.499,0.0,11.36
6581,PO-006581,VEND-0169,200,2026-06-02,2026-07-15,EMP-0601,Open,USD,10,RM-0096,248.4403,0.0,12.9
7890,PO-007890,VEND-0151,300,2026-06-13,2026-07-15,EMP-0590,Open,USD,10,PC-0024,162.206,0.0,116.78
9199,PO-009199,VEND-0028,100,2026-06-24,2026-07-15,EMP-0579,Open,USD,10,PC-0099,59.0453,0.0,60.94
9237,PO-009237,VEND-0082,100,2026-05-17,2026-07-15,EMP-0617,Open,USD,10,RM-0117,449.1692,0.0,30.31
10546,PO-010546,VEND-0046,100,2026-05-28,2026-07-15,EMP-0606,Open,USD,10,PC-0045,318.4368,0.0,89.01
11855,PO-011855,VEND-0036,300,2026-06-08,2026-07-15,EMP-0595,Open,USD,10,RM-0016,442.2124,0.0,23.86
13164,PO-013164,VEND-0128,200,2026-06-19,2026-07-15,EMP-0584,Open,USD,10,RM-0079,651.143,0.0,24.67
14473,PO-014473,VEND-0053,100,2026-06-30,2026-07-15,EMP-0573,Open,USD,10,PC-0004,412.9641,0.0,56.81
14511,PO-014511,VEND-0070,100,2026-05-23,2026-07-15,EMP-0611,Open,USD,10,RM-0033,298.0242,0.0,13.06
911,PO-000911,VEND-0016,300,2026-06-08,2026-07-16,EMP-0571,Open,USD,10,PC-0015,292.8547,0.0,95.6
2220,PO-002220,VEND-0061,300,2026-06-19,2026-07-16,EMP-0560,Open,USD,10,PC-0091,193.7829,0.0,142.34
3529,PO-003529,VEND-0009,200,2026-06-30,2026-07-16,EMP-0609,Open,USD,10,RM-0056,761.2805,0.0,32.24
3567,PO-003567,VEND-0122,300,2026-05-23,2026-07-16,EMP-0587,Open,USD,10,PC-0037,172.9918,0.0,67.88
4876,PO-004876,VEND-0118,200,2026-06-03,2026-07-16,EMP-0576,Open,USD,10,RM-0009,158.3371,0.0,19.56
6185,PO-006185,VEND-0126,100,2026-06-14,2026-07-16,EMP-0565,Open,USD,10,RM-0072,780.9896,0.0,20.42
7494,PO-007494,VEND-0099,100,2026-06-25,2026-07-16,EMP-0614,Open,USD,10,RM-0146,587.6143,0.0,30.79
7532,PO-007532,VEND-0159,100,2026-05-18,2026-07-16,EMP-0592,Open,USD,10,RM-0026,580.0569,0.0,30.45
8841,PO-008841,VEND-0078,200,2026-05-29,2026-07-16,EMP-0581,Open,USD,10,RM-0089,318.9318,0.0,31.22
10150,PO-010150,VEND-0011,100,2026-06-09,2026-07-16,EMP-0570,Open,USD,10,PC-0016,340.4122,0.0,91.08
11459,PO-011459,VEND-0117,100,2026-06-20,2026-07-16,EMP-0619,Open,USD,10,PC-0092,103.2019,0.0,134.11
12806,PO-012806,VEND-0135,100,2026-05-24,2026-07-16,EMP-0586,Open,USD,10,PC-0038,257.1433,0.0,65.86
14115,PO-014115,VEND-0076,300,2026-06-04,2026-07-16,EMP-0575,Open,USD,10,RM-0009,947.6535,0.0,18.06
515,PO-000515,VEND-0036,100,2026-06-20,2026-07-17,EMP-0595,Open,USD,10,RM-0137,81.3583,0.0,21.26
1862,PO-001862,VEND-0167,100,2026-05-24,2026-07-17,EMP-0562,Open,USD,10,RM-0082,216.2979,0.0,27.82
3171,PO-003171,VEND-0105,200,2026-06-04,2026-07-17,EMP-0611,Open,USD,10,PC-0008,344.7169,0.0,71.6
4480,PO-004480,VEND-0101,100,2026-06-15,2026-07-17,EMP-0600,Open,USD,10,PC-0085,211.6161,0.0,121.23
5789,PO-005789,VEND-0111,100,2026-06-26,2026-07-17,EMP-0589,Open,USD,10,RM-0050,485.1932,0.0,27.0
5827,PO-005827,VEND-0005,300,2026-05-19,2026-07-17,EMP-0567,Open,USD,10,PC-0028,272.9902,0.0,142.69
7136,PO-007136,VEND-0027,300,2026-05-30,2026-07-17,EMP-0616,Open,USD,10,RM-0002,41.3902,0.0,13.4
8445,PO-008445,VEND-0166,100,2026-06-10,2026-07-17,EMP-0605,Open,USD,10,RM-0066,75.8764,0.0,15.11
9754,PO-009754,VEND-0162,300,2026-06-21,2026-07-17,EMP-0594,Open,USD,10,RM-0137,75.3033,0.0,22.82
11101,PO-011101,VEND-0167,200,2026-05-25,2026-07-17,EMP-0561,Open,USD,10,RM-0082,146.206,0.0,25.59
12410,PO-012410,VEND-0051,300,2026-06-05,2026-07-17,EMP-0610,Open,USD,10,PC-0008,170.047,0.0,65.86
13719,PO-013719,VEND-0026,200,2026-06-16,2026-07-17,EMP-0599,Open,USD,10,PC-0085,281.8022,0.0,111.52
157,PO-000157,VEND-0156,300,2026-05-25,2026-07-18,EMP-0597,Open,USD,10,PC-0095,246.2421,0.0,49.45
1466,PO-001466,VEND-0048,300,2026-06-05,2026-07-18,EMP-0586,Open,USD,10,RM-0059,530.2347,0.0,32.91
2775,PO-002775,VEND-0076,300,2026-06-16,2026-07-18,EMP-0575,Open,USD,10,RM-0129,323.9697,0.0,14.73
4084,PO-004084,VEND-0048,100,2026-06-27,2026-07-18,EMP-0564,Open,USD,10,PC-0059,365.7421,0.0,131.65
4122,PO-004122,VEND-0076,300,2026-05-20,2026-07-18,EMP-0602,Open,USD,10,RM-0075,185.0818,0.0,21.84
5431,PO-005431,VEND-0138,200,2026-05-31,2026-07-18,EMP-0591,Open,USD,10,RM-0149,227.4142,0.0,31.67
6740,PO-006740,VEND-0141,100,2026-06-11,2026-07-18,EMP-0580,Open,USD,10,PC-0078,422.5571,0.0,97.19
8049,PO-008049,VEND-0020,200,2026-06-22,2026-07-18,EMP-0569,Open,USD,10,RM-0043,617.032,0.0,21.02
9396,PO-009396,VEND-0169,100,2026-05-26,2026-07-18,EMP-0596,Open,USD,10,PC-0096,414.3111,0.0,56.53
10705,PO-010705,VEND-0026,100,2026-06-06,2026-07-18,EMP-0585,Open,USD,10,RM-0060,186.802,0.0,36.22
12014,PO-012014,VEND-0071,100,2026-06-17,2026-07-18,EMP-0574,Open,USD,10,RM-0130,91.1299,0.0,16.68
13323,PO-013323,VEND-0048,200,2026-06-28,2026-07-18,EMP-0563,Open,USD,10,PC-0059,490.8451,0.0,141.46
13361,PO-013361,VEND-0089,100,2026-05-21,2026-07-18,EMP-0601,Open,USD,10,RM-0076,332.8573,0.0,24.28
14670,PO-014670,VEND-0091,300,2026-06-01,2026-07-18,EMP-0590,Open,USD,10,RM-0149,148.4109,0.0,33.95
1070,PO-001070,VEND-0051,100,2026-06-17,2026-07-19,EMP-0610,Open,USD,10,RM-0037,249.4765,0.0,17.26
2379,PO-002379,VEND-0067,100,2026-06-28,2026-07-19,EMP-0599,Open,USD,10,RM-0102,260.8673,0.0,19.89
2417,PO-002417,VEND-0065,100,2026-05-21,2026-07-19,EMP-0577,Open,USD,10,PC-0088,598.3132,0.0,124.15
3726,PO-003726,VEND-0150,200,2026-06-01,2026-07-19,EMP-0566,Open,USD,10,RM-0053,52.3336,0.0,27.91
5035,PO-005035,VEND-0116,100,2026-06-12,2026-07-19,EMP-0615,Open,USD,10,RM-0122,98.336,0.0,33.39
6344,PO-006344,VEND-0124,200,2026-06-23,2026-07-19,EMP-0604,Open,USD,10,PC-0051,54.0593,0.0,105.36
7691,PO-007691,VEND-0034,300,2026-05-27,2026-07-19,EMP-0571,Open,USD,10,RM-0141,460.2196,0.0,24.89
9000,PO-009000,VEND-0001,300,2026-06-07,2026-07-19,EMP-0560,Open,USD,10,PC-0070,307.3397,0.0,70.32
10309,PO-010309,VEND-0122,200,2026-06-18,2026-07-19,EMP-0609,Open,USD,10,RM-0037,115.5026,0.0,15.96
11618,PO-011618,VEND-0067,200,2026-06-29,2026-07-19,EMP-0598,Open,USD,10,RM-0102,343.0075,0.0,18.39
11656,PO-011656,VEND-0078,100,2026-05-22,2026-07-19,EMP-0576,Open,USD,10,PC-0089,519.5689,0.0,136.86
12965,PO-012965,VEND-0066,300,2026-06-02,2026-07-19,EMP-0565,Open,USD,10,RM-0053,274.7644,0.0,30.01
14274,PO-014274,VEND-0147,200,2026-06-13,2026-07-19,EMP-0614,Open,USD,10,RM-0122,316.2248,0.0,35.9
674,PO-000674,VEND-0003,200,2026-06-29,2026-07-20,EMP-0574,Open,USD,10,RM-0014,49.7321,0.0,23.27
712,PO-000712,VEND-0110,300,2026-05-22,2026-07-20,EMP-0612,Open,USD,10,RM-0133,156.1591,0.0,19.72
2021,PO-002021,VEND-0100,100,2026-06-02,2026-07-20,EMP-0601,Open,USD,10,PC-0063,247.586,0.0,51.02
3330,PO-003330,VEND-0091,300,2026-06-13,2026-07-20,EMP-0590,Open,USD,10,RM-0030,702.1914,0.0,38.03
4639,PO-004639,VEND-0143,100,2026-06-24,2026-07-20,EMP-0579,Open,USD,10,RM-0094,592.765,0.0,12.76
5986,PO-005986,VEND-0059,200,2026-05-28,2026-07-20,EMP-0606,Open,USD,10,RM-0046,427.8215,0.0,22.21
7295,PO-007295,VEND-0156,200,2026-06-08,2026-07-20,EMP-0595,Open,USD,10,RM-0113,95.4907,0.0,26.09
8604,PO-008604,VEND-0007,200,2026-06-19,2026-07-20,EMP-0584,Open,USD,10,PC-0042,159.8057,0.0,76.45
9913,PO-009913,VEND-0003,300,2026-06-30,2026-07-20,EMP-0573,Open,USD,10,RM-0014,465.055,0.0,21.43
9951,PO-009951,VEND-0123,100,2026-05-23,2026-07-20,EMP-0611,Open,USD,10,RM-0134,183.3274,0.0,19.03
11260,PO-011260,VEND-0041,200,2026-06-03,2026-07-20,EMP-0600,Open,USD,10,PC-0063,139.6938,0.0,47.14
12569,PO-012569,VEND-0044,100,2026-06-14,2026-07-20,EMP-0589,Open,USD,10,RM-0031,532.9517,0.0,10.98
13878,PO-013878,VEND-0143,200,2026-06-25,2026-07-20,EMP-0578,Open,USD,10,RM-0094,43.6617,0.0,11.79
316,PO-000316,VEND-0119,100,2026-06-03,2026-07-21,EMP-0576,Open,USD,10,RM-0106,99.4164,0.0,22.24
1625,PO-001625,VEND-0066,300,2026-06-14,2026-07-21,EMP-0565,Open,USD,10,PC-0035,228.6254,0.0,58.88
2934,PO-002934,VEND-0092,200,2026-06-25,2026-07-21,EMP-0614,Open,USD,10,RM-0007,157.5636,0.0,17.23
4281,PO-004281,VEND-0176,100,2026-05-29,2026-07-21,EMP-0581,Open,USD,10,PC-0055,169.1643,0.0,130.09
5590,PO-005590,VEND-0131,300,2026-06-09,2026-07-21,EMP-0570,Open,USD,10,RM-0023,279.4404,0.0,31.66
6899,PO-006899,VEND-0052,100,2026-06-20,2026-07-21,EMP-0619,Open,USD,10,RM-0087,198.6332,0.0,33.38
8246,PO-008246,VEND-0161,200,2026-05-24,2026-07-21,EMP-0586,Open,USD,10,RM-0040,506.7508,0.0,17.39
9555,PO-009555,VEND-0016,200,2026-06-04,2026-07-21,EMP-0575,Open,USD,10,RM-0106,285.6913,0.0,20.47
10864,PO-010864,VEND-0109,100,2026-06-15,2026-07-21,EMP-0564,Open,USD,10,PC-0036,193.8923,0.0,57.28
12173,PO-012173,VEND-0092,300,2026-06-26,2026-07-21,EMP-0613,Open,USD,10,RM-0007,468.3612,0.0,15.86
13520,PO-013520,VEND-0081,300,2026-05-30,2026-07-21,EMP-0580,Open,USD,10,PC-0055,150.0845,0.0,120.11
14829,PO-014829,VEND-0133,100,2026-06-10,2026-07-21,EMP-0569,Open,USD,10,RM-0024,440.25,0.0,30.03
1229,PO-001229,VEND-0066,100,2026-06-26,2026-07-22,EMP-0589,Open,USD,10,PC-0005,374.7698,0.0,59.48
2576,PO-002576,VEND-0015,100,2026-05-30,2026-07-22,EMP-0616,Open,USD,10,RM-0098,849.6308,0.0,15.42
3885,PO-003885,VEND-0106,100,2026-06-10,2026-07-22,EMP-0605,Open,USD,10,PC-0026,199.4299,0.0,131.16
5194,PO-005194,VEND-0041,100,2026-06-21,2026-07-22,EMP-0594,Open,USD,10,PC-0100,205.0999,0.0,68.29
6541,PO-006541,VEND-0072,100,2026-05-25,2026-07-22,EMP-0561,Open,USD,10,PC-0047,341.6726,0.0,101.56
7850,PO-007850,VEND-0171,300,2026-06-05,2026-07-22,EMP-0610,Open,USD,10,RM-0017,534.1631,0.0,26.25
9159,PO-009159,VEND-0141,200,2026-06-16,2026-07-22,EMP-0599,Open,USD,10,RM-0080,259.677,0.0,27.11
10468,PO-010468,VEND-0066,200,2026-06-27,2026-07-22,EMP-0588,Open,USD,10,PC-0005,183.6548,0.0,63.87
11815,PO-011815,VEND-0056,300,2026-05-31,2026-07-22,EMP-0615,Open,USD,10,RM-0098,241.918,0.0,14.18
13124,PO-013124,VEND-0159,200,2026-06-11,2026-07-22,EMP-0604,Open,USD,10,PC-0026,360.3781,0.0,120.65
14433,PO-014433,VEND-0041,200,2026-06-22,2026-07-22,EMP-0593,Open,USD,10,PC-0100,473.498,0.0,62.82
871,PO-000871,VEND-0131,200,2026-05-31,2026-07-23,EMP-0591,Open,USD,10,RM-0010,355.3822,0.0,18.68
2180,PO-002180,VEND-0081,200,2026-06-11,2026-07-23,EMP-0580,Open,USD,10,RM-0073,188.9435,0.0,19.47
3489,PO-003489,VEND-0112,100,2026-06-22,2026-07-23,EMP-0569,Open,USD,10,RM-0147,53.8349,0.0,28.96
4836,PO-004836,VEND-0091,300,2026-05-26,2026-07-23,EMP-0596,Open,USD,10,RM-0090,283.6439,0.0,34.14
6145,PO-006145,VEND-0146,100,2026-06-06,2026-07-23,EMP-0585,Open,USD,10,PC-0017,202.3515,0.0,100.48
7454,PO-007454,VEND-0130,300,2026-06-17,2026-07-23,EMP-0574,Open,USD,10,PC-0093,253.0101,0.0,44.73
8763,PO-008763,VEND-0022,300,2026-06-28,2026-07-23,EMP-0563,Open,USD,10,RM-0057,505.3175,0.0,32.49
10110,PO-010110,VEND-0031,300,2026-06-01,2026-07-23,EMP-0590,Open,USD,10,RM-0010,168.4085,0.0,20.07
11419,PO-011419,VEND-0050,300,2026-06-12,2026-07-23,EMP-0579,Open,USD,10,RM-0073,397.3136,0.0,20.93
12728,PO-012728,VEND-0112,200,2026-06-23,2026-07-23,EMP-0568,Open,USD,10,RM-0147,145.1399,0.0,31.12
14075,PO-014075,VEND-0096,100,2026-05-27,2026-07-23,EMP-0595,Open,USD,10,RM-0091,46.4985,0.0,37.47
475,PO-000475,VEND-0056,100,2026-06-12,2026-07-24,EMP-0615,Open,USD,10,PC-0086,118.8444,0.0,132.31
1784,PO-001784,VEND-0124,100,2026-06-23,2026-07-24,EMP-0604,Open,USD,10,RM-0051,647.7133,0.0,29.56
3131,PO-003131,VEND-0053,100,2026-05-27,2026-07-24,EMP-0571,Open,USD,10,RM-0004,294.4915,0.0,13.81
4440,PO-004440,VEND-0121,100,2026-06-07,2026-07-24,EMP-0560,Open,USD,10,RM-0067,584.9434,0.0,14.59
5749,PO-005749,VEND-0008,100,2026-06-18,2026-07-24,EMP-0609,Open,USD,10,RM-0139,213.2406,0.0,22.42
7058,PO-007058,VEND-0152,200,2026-06-29,2026-07-24,EMP-0598,Open,USD,10,PC-0067,408.0713,0.0,58.38
8405,PO-008405,VEND-0006,300,2026-06-02,2026-07-24,EMP-0565,Open,USD,10,PC-0009,40.8363,0.0,73.57
9714,PO-009714,VEND-0039,200,2026-06-13,2026-07-24,EMP-0614,Open,USD,10,PC-0086,52.3323,0.0,122.33
11023,PO-011023,VEND-0124,200,2026-06-24,2026-07-24,EMP-0603,Open,USD,10,RM-0051,874.7525,0.0,27.33
12370,PO-012370,VEND-0071,200,2026-05-28,2026-07-24,EMP-0570,Open,USD,10,RM-0004,478.7839,0.0,14.85
13679,PO-013679,VEND-0152,200,2026-06-08,2026-07-24,EMP-0619,Open,USD,10,RM-0067,522.3713,0.0,15.69
14988,PO-014988,VEND-0008,300,2026-06-19,2026-07-24,EMP-0608,Open,USD,10,RM-0139,58.3449,0.0,24.11
79,PO-000079,VEND-0061,100,2026-06-24,2026-07-25,EMP-0579,Open,USD,10,PC-0060,642.9783,0.0,143.6
1426,PO-001426,VEND-0151,200,2026-05-28,2026-07-25,EMP-0606,Open,USD,10,RM-0150,75.8671,0.0,34.54
2735,PO-002735,VEND-0096,100,2026-06-08,2026-07-25,EMP-0595,Open,USD,10,PC-0079,242.0542,0.0,106.8
4044,PO-004044,VEND-0033,200,2026-06-19,2026-07-25,EMP-0584,Open,USD,10,RM-0044,242.4213,0.0,23.22
5353,PO-005353,VEND-0004,100,2026-06-30,2026-07-25,EMP-0573,Open,USD,10,RM-0111,128.1103,0.0,27.57
6700,PO-006700,VEND-0161,100,2026-06-03,2026-07-25,EMP-0600,Open,USD,10,RM-0061,78.787,0.0,33.85
8009,PO-008009,VEND-0084,200,2026-06-14,2026-07-25,EMP-0589,Open,USD,10,RM-0131,137.5135,0.0,16.01
9318,PO-009318,VEND-0074,100,2026-06-25,2026-07-25,EMP-0578,Open,USD,10,PC-0061,549.1204,0.0,135.39
10665,PO-010665,VEND-0046,300,2026-05-29,2026-07-25,EMP-0605,Open,USD,10,RM-0150,138.9378,0.0,31.91
11974,PO-011974,VEND-0128,200,2026-06-09,2026-07-25,EMP-0594,Open,USD,10,PC-0079,151.3294,0.0,98.68
13283,PO-013283,VEND-0033,300,2026-06-20,2026-07-25,EMP-0583,Open,USD,10,RM-0044,278.0138,0.0,21.45
1030,PO-001030,VEND-0071,200,2026-06-09,2026-07-26,EMP-0570,Open,USD,10,RM-0123,169.4731,0.0,36.42
2339,PO-002339,VEND-0137,200,2026-06-20,2026-07-26,EMP-0619,Open,USD,10,PC-0052,282.9327,0.0,115.64
4995,PO-004995,VEND-0136,100,2026-06-04,2026-07-26,EMP-0575,Open,USD,10,PC-0072,522.3952,0.0,81.7
6304,PO-006304,VEND-0135,200,2026-06-15,2026-07-26,EMP-0564,Open,USD,10,RM-0038,332.3719,0.0,17.84
7613,PO-007613,VEND-0080,300,2026-06-26,2026-07-26,EMP-0613,Open,USD,10,RM-0103,377.8817,0.0,20.42
8960,PO-008960,VEND-0021,300,2026-05-30,2026-07-26,EMP-0580,Open,USD,10,RM-0054,227.3346,0.0,28.15
10269,PO-010269,VEND-0160,300,2026-06-10,2026-07-26,EMP-0569,Open,USD,10,RM-0123,144.7876,0.0,33.53
11578,PO-011578,VEND-0150,100,2026-06-21,2026-07-26,EMP-0618,Open,USD,10,PC-0053,212.8144,0.0,109.52
14234,PO-014234,VEND-0037,200,2026-06-05,2026-07-26,EMP-0574,Open,USD,10,PC-0072,207.5174,0.0,75.44
634,PO-000634,VEND-0156,100,2026-06-21,2026-07-27,EMP-0594,Open,USD,10,RM-0095,281.2527,0.0,12.48
3290,PO-003290,VEND-0111,100,2026-06-05,2026-07-27,EMP-0610,Open,USD,10,RM-0115,331.1719,0.0,29.48
4599,PO-004599,VEND-0020,300,2026-06-16,2026-07-27,EMP-0599,Open,USD,10,PC-0043,290.3023,0.0,84.83
5908,PO-005908,VEND-0016,300,2026-06-27,2026-07-27,EMP-0588,Open,USD,10,RM-0015,206.4002,0.0,23.69
7255,PO-007255,VEND-0176,200,2026-05-31,2026-07-27,EMP-0615,Open,USD,10,PC-0064,839.6821,0.0,53.6
8564,PO-008564,VEND-0057,100,2026-06-11,2026-07-27,EMP-0604,Open,USD,10,RM-0032,41.3805,0.0,12.54
9873,PO-009873,VEND-0156,300,2026-06-22,2026-07-27,EMP-0593,Open,USD,10,RM-0095,330.1353,0.0,13.4
12529,PO-012529,VEND-0056,200,2026-06-06,2026-07-27,EMP-0609,Open,USD,10,RM-0115,827.2848,0.0,27.12
13838,PO-013838,VEND-0033,100,2026-06-17,2026-07-27,EMP-0598,Open,USD,10,PC-0044,228.3211,0.0,81.09
1585,PO-001585,VEND-0086,300,2026-06-06,2026-07-28,EMP-0585,Open,USD,10,RM-0024,102.0985,0.0,29.75
2894,PO-002894,VEND-0065,100,2026-06-17,2026-07-28,EMP-0574,Open,USD,10,RM-0088,78.4546,0.0,31.33
4203,PO-004203,VEND-0003,300,2026-06-28,2026-07-28,EMP-0563,Open,USD,10,PC-0014,435.8337,0.0,87.38
5550,PO-005550,VEND-0151,200,2026-06-01,2026-07-28,EMP-0590,Open,USD,10,RM-0107,507.9276,0.0,22.66
6859,PO-006859,VEND-0122,100,2026-06-12,2026-07-28,EMP-0579,Open,USD,10,PC-0037,558.3625,0.0,64.41
8168,PO-008168,VEND-0105,300,2026-06-23,2026-07-28,EMP-0568,Open,USD,10,RM-0008,94.5588,0.0,17.75
10824,PO-010824,VEND-0146,100,2026-06-07,2026-07-28,EMP-0584,Open,USD,10,RM-0025,376.9929,0.0,32.81
12133,PO-012133,VEND-0065,300,2026-06-18,2026-07-28,EMP-0573,Open,USD,10,RM-0088,414.9308,0.0,33.66
13442,PO-013442,VEND-0016,100,2026-06-29,2026-07-28,EMP-0562,Open,USD,10,PC-0015,99.9227,0.0,97.29
14789,PO-014789,VEND-0132,300,2026-06-02,2026-07-28,EMP-0589,Open,USD,10,RM-0107,143.1404,0.0,24.28
1189,PO-001189,VEND-0014,300,2026-06-18,2026-07-29,EMP-0609,Open,USD,10,RM-0001,32.3304,0.0,12.87
2498,PO-002498,VEND-0126,100,2026-06-29,2026-07-29,EMP-0598,Open,USD,10,RM-0065,207.2683,0.0,14.62
3845,PO-003845,VEND-0126,300,2026-06-02,2026-07-29,EMP-0565,Open,USD,10,RM-0018,467.6659,0.0,24.78
5154,PO-005154,VEND-0154,200,2026-06-13,2026-07-29,EMP-0614,Open,USD,10,RM-0081,141.5387,0.0,25.56
6463,PO-006463,VEND-0092,100,2026-06-24,2026-07-29,EMP-0603,Open,USD,10,PC-0007,234.733,0.0,64.65
9119,PO-009119,VEND-0005,100,2026-06-08,2026-07-29,EMP-0619,Open,USD,10,PC-0028,254.0645,0.0,135.33
10428,PO-010428,VEND-0027,100,2026-06-19,2026-07-29,EMP-0608,Open,USD,10,RM-0002,606.3585,0.0,12.71
11737,PO-011737,VEND-0126,200,2026-06-30,2026-07-29,EMP-0597,Open,USD,10,RM-0065,139.3481,0.0,13.51
13084,PO-013084,VEND-0068,100,2026-06-03,2026-07-29,EMP-0564,Open,USD,10,RM-0019,214.193,0.0,27.48
14393,PO-014393,VEND-0154,300,2026-06-14,2026-07-29,EMP-0613,Open,USD,10,RM-0081,300.8737,0.0,27.48
793,PO-000793,VEND-0102,100,2026-06-30,2026-07-30,EMP-0573,Open,USD,10,PC-0077,206.0063,0.0,96.45
2140,PO-002140,VEND-0101,100,2026-06-03,2026-07-30,EMP-0600,Open,USD,10,PC-0019,201.7675,0.0,113.76
3449,PO-003449,VEND-0156,100,2026-06-14,2026-07-30,EMP-0589,Open,USD,10,PC-0095,275.2117,0.0,54.52
4758,PO-004758,VEND-0048,100,2026-06-25,2026-07-30,EMP-0578,Open,USD,10,RM-0059,108.1762,0.0,36.28
7414,PO-007414,VEND-0063,300,2026-06-09,2026-07-30,EMP-0594,Open,USD,10,RM-0074,53.3172,0.0,19.89
8723,PO-008723,VEND-0125,200,2026-06-20,2026-07-30,EMP-0583,Open,USD,10,RM-0148,271.7584,0.0,29.2
11379,PO-011379,VEND-0068,200,2026-06-04,2026-07-30,EMP-0599,Open,USD,10,PC-0019,99.5926,0.0,105.11
12688,PO-012688,VEND-0156,200,2026-06-15,2026-07-30,EMP-0588,Open,USD,10,PC-0095,306.8127,0.0,50.37
13997,PO-013997,VEND-0048,200,2026-06-26,2026-07-30,EMP-0577,Open,USD,10,RM-0059,77.6424,0.0,33.52
435,PO-000435,VEND-0076,100,2026-06-04,2026-07-31,EMP-0575,Open,USD,10,RM-0068,397.8418,0.0,16.39
1744,PO-001744,VEND-0021,200,2026-06-15,2026-07-31,EMP-0564,Open,USD,10,RM-0140,196.9716,0.0,24.74
3053,PO-003053,VEND-0178,100,2026-06-26,2026-07-31,EMP-0613,Open,USD,10,PC-0069,26.2014,0.0,68.9
5709,PO-005709,VEND-0052,200,2026-06-10,2026-07-31,EMP-0569,Open,USD,10,PC-0087,1043.2546,0.0,133.54
7018,PO-007018,VEND-0137,300,2026-06-21,2026-07-31,EMP-0618,Open,USD,10,RM-0052,155.2205,0.0,29.93
9674,PO-009674,VEND-0165,200,2026-06-05,2026-07-31,EMP-0574,Open,USD,10,RM-0068,73.1965,0.0,15.09
10983,PO-010983,VEND-0034,100,2026-06-16,2026-07-31,EMP-0563,Open,USD,10,RM-0141,355.8146,0.0,23.54
12292,PO-012292,VEND-0178,200,2026-06-27,2026-07-31,EMP-0612,Open,USD,10,PC-0069,306.7698,0.0,63.43
13639,PO-013639,VEND-0144,200,2026-05-31,2026-07-31,EMP-0579,Open,USD,10,PC-0011,52.7821,0.0,78.62
14948,PO-014948,VEND-0052,300,2026-06-11,2026-07-31,EMP-0568,Open,USD,10,PC-0087,258.0633,0.0,123.3
39,PO-000039,VEND-0046,200,2026-06-16,2026-08-01,EMP-0599,Open,USD,10,RM-0045,262.3029,0.0,22.04
1348,PO-001348,VEND-0017,200,2026-06-27,2026-08-01,EMP-0588,Open,USD,10,RM-0112,385.6646,0.0,26.04
4004,PO-004004,VEND-0110,100,2026-06-11,2026-08-01,EMP-0604,Open,USD,10,RM-0133,44.0244,0.0,18.72
5313,PO-005313,VEND-0087,100,2026-06-22,2026-08-01,EMP-0593,Open,USD,10,PC-0062,87.0385,0.0,45.13
7969,PO-007969,VEND-0154,100,2026-06-06,2026-08-01,EMP-0609,Open,USD,10,PC-0081,243.6058,0.0,111.84
9278,PO-009278,VEND-0046,300,2026-06-17,2026-08-01,EMP-0598,Open,USD,10,RM-0045,349.6021,0.0,23.67
10587,PO-010587,VEND-0017,300,2026-06-28,2026-08-01,EMP-0587,Open,USD,10,RM-0112,55.7771,0.0,27.97
11934,PO-011934,VEND-0087,200,2026-06-01,2026-08-01,EMP-0614,Open,USD,10,RM-0062,205.4528,0.0,10.38
13243,PO-013243,VEND-0110,200,2026-06-12,2026-08-01,EMP-0603,Open,USD,10,RM-0133,255.3326,0.0,17.22
14552,PO-014552,VEND-0087,200,2026-06-23,2026-08-01,EMP-0592,Open,USD,10,PC-0062,229.1128,0.0,41.52
2299,PO-002299,VEND-0148,200,2026-06-12,2026-08-02,EMP-0579,Open,USD,10,RM-0039,142.0835,0.0,17.11
3608,PO-003608,VEND-0093,300,2026-06-23,2026-08-02,EMP-0568,Open,USD,10,RM-0104,424.5584,0.0,19.47
6264,PO-006264,VEND-0173,300,2026-06-07,2026-08-02,EMP-0584,Open,USD,10,RM-0124,654.1671,0.0,11.18
7573,PO-007573,VEND-0163,200,2026-06-18,2026-08-02,EMP-0573,Open,USD,10,PC-0054,484.8344,0.0,120.15
8882,PO-008882,VEND-0120,100,2026-06-29,2026-08-02,EMP-0562,Open,USD,10,RM-0023,429.5773,0.0,30.04
10229,PO-010229,VEND-0063,100,2026-06-02,2026-08-02,EMP-0589,Open,USD,10,PC-0074,137.0968,0.0,87.1
