id,bom_id,line_number,component_item_id,quantity_per,scrap_factor,issue_operation,cost_relevant
1155,257,30,RM-0023,1.2,0.005,10,1
1156,257,40,RM-0046,2.25,0.01,10,1
1157,258,10,SA-0014,3.65,0.02,10,1
1158,258,20,RM-0001,0.5,0.005,10,1
1159,258,30,RM-0024,1.55,0.01,10,1
1160,258,40,RM-0047,2.6,0.015,10,1
1161,258,50,RM-0070,3.65,0.02,10,1
1162,259,10,SA-0020,4.0,0.005,10,1
1163,259,20,RM-0002,0.85,0.01,10,1
1164,259,30,RM-0025,1.9,0.015,10,1
1165,259,40,RM-0048,2.95,0.02,10,1
1166,259,50,RM-0071,4.0,0.005,10,1
1167,259,60,RM-0094,0.85,0.01,10,1
1168,260,10,SA-0026,4.35,0.01,10,1
1169,260,20,RM-0003,1.2,0.015,10,1
1170,260,30,RM-0026,2.25,0.02,10,1
1171,261,10,SA-0033,0.5,0.015,10,1
1172,261,20,RM-0004,1.55,0.02,10,1
1173,261,30,RM-0027,2.6,0.005,10,1
1174,261,40,RM-0050,3.65,0.01,10,1
1175,262,10,SA-0038,0.85,0.02,10,1
1176,262,20,RM-0005,1.9,0.005,10,1
1177,262,30,RM-0028,2.95,0.01,10,1
1178,262,40,RM-0051,4.0,0.015,10,1
1179,262,50,RM-0074,0.85,0.02,10,1
1180,263,10,SA-0045,1.2,0.005,10,1
1181,263,20,RM-0006,2.25,0.01,10,1
1182,263,30,RM-0029,3.3,0.015,10,1
1183,263,40,RM-0052,4.35,0.02,10,1
1184,263,50,RM-0075,1.2,0.005,10,1
1185,263,60,RM-0098,2.25,0.01,10,1
1186,264,10,RM-0007,1.55,0.01,10,1
1187,264,20,RM-0030,2.6,0.015,10,1
1188,264,30,RM-0053,3.65,0.02,10,1
1189,265,10,RM-0024,1.9,0.015,10,1
1190,265,20,RM-0047,2.95,0.02,10,1
1191,265,30,RM-0070,4.0,0.005,10,1
1192,265,40,RM-0093,0.85,0.01,10,1
1193,266,10,RM-0041,2.25,0.02,10,1
1194,266,20,RM-0064,3.3,0.005,10,1
1195,266,30,RM-0087,4.35,0.01,10,1
1196,266,40,RM-0110,1.2,0.015,10,1
1197,266,50,RM-0133,2.25,0.02,10,1
1198,267,10,RM-0058,2.6,0.005,10,1
1199,267,20,RM-0081,3.65,0.01,10,1
1200,267,30,RM-0104,0.5,0.015,10,1
1201,267,40,RM-0127,1.55,0.02,10,1
1202,267,50,RM-0150,2.6,0.005,10,1
1203,267,60,PC-0023,3.65,0.01,10,1
1204,268,10,RM-0075,2.95,0.01,10,1
1205,268,20,RM-0098,4.0,0.015,10,1
1206,268,30,RM-0121,0.85,0.02,10,1
1207,269,10,RM-0092,3.3,0.015,10,1
1208,269,20,RM-0115,4.35,0.02,10,1
1209,269,30,RM-0138,1.2,0.005,10,1
1210,269,40,PC-0011,2.25,0.01,10,1
1211,270,10,RM-0109,3.65,0.02,10,1
1212,270,20,RM-0132,0.5,0.005,10,1
1213,270,30,PC-0005,1.55,0.01,10,1
1214,270,40,PC-0028,2.6,0.015,10,1
1215,270,50,PC-0051,3.65,0.02,10,1
1216,271,10,RM-0126,4.0,0.005,10,1
1217,271,20,RM-0149,0.85,0.01,10,1
1218,271,30,PC-0022,1.9,0.015,10,1
1219,271,40,PC-0045,2.95,0.02,10,1
1220,271,50,PC-0068,4.0,0.005,10,1
1221,271,60,PC-0091,0.85,0.01,10,1
1222,272,10,RM-0143,4.35,0.01,10,1
1223,272,20,PC-0016,1.2,0.015,10,1
1224,272,30,PC-0039,2.25,0.02,10,1
1225,273,10,PC-0010,0.5,0.015,10,1
1226,273,20,PC-0033,1.55,0.02,10,1
1227,273,30,PC-0056,2.6,0.005,10,1
1228,273,40,PC-0079,3.65,0.01,10,1
1229,274,10,PC-0027,0.85,0.02,10,1
1230,274,20,PC-0050,1.9,0.005,10,1
1231,274,30,PC-0073,2.95,0.01,10,1
1232,274,40,PC-0096,4.0,0.015,10,1
1233,274,50,RM-0004,0.85,0.02,10,1
1234,275,10,PC-0044,1.2,0.005,10,1
1235,275,20,PC-0067,2.25,0.01,10,1
1236,275,30,PC-0090,3.3,0.015,10,1
1237,275,40,SA-0039,4.35,0.02,10,1
1238,275,50,RM-0021,1.2,0.005,10,1
1239,275,60,RM-0044,2.25,0.01,10,1
1240,276,10,PC-0061,1.55,0.01,10,1
1241,276,20,PC-0084,2.6,0.015,10,1
1242,276,30,SA-0020,3.65,0.02,10,1
1243,277,10,PC-0078,1.9,0.015,10,1
1244,277,20,SA-0003,2.95,0.02,10,1
1245,277,30,RM-0009,4.0,0.005,10,1
1246,277,40,RM-0032,0.85,0.01,10,1
1247,278,10,PC-0095,2.25,0.02,10,1
1248,278,20,RM-0003,3.3,0.005,10,1
1249,278,30,RM-0026,4.35,0.01,10,1
1250,278,40,RM-0049,1.2,0.015,10,1
1251,278,50,RM-0072,2.25,0.02,10,1
1252,279,10,SA-0036,2.6,0.005,10,1
1253,279,20,RM-0020,3.65,0.01,10,1
1254,279,30,RM-0043,0.5,0.015,10,1
1255,279,40,RM-0066,1.55,0.02,10,1
1256,279,50,RM-0089,2.6,0.005,10,1
1257,279,60,RM-0112,3.65,0.01,10,1
1258,280,10,SA-0035,2.95,0.01,10,1
1259,280,20,RM-0019,4.0,0.015,10,1
1260,280,30,RM-0042,0.85,0.02,10,1
1261,281,10,SA-0036,3.3,0.015,10,1
1262,281,20,RM-0018,4.35,0.02,10,1
1263,281,30,RM-0041,1.2,0.005,10,1
1264,281,40,RM-0064,2.25,0.01,10,1
1265,282,10,SA-0035,3.65,0.02,10,1
1266,282,20,RM-0017,0.5,0.005,10,1
1267,282,30,RM-0040,1.55,0.01,10,1
1268,282,40,RM-0063,2.6,0.015,10,1
1269,282,50,RM-0086,3.65,0.02,10,1
1270,283,10,SA-0036,4.0,0.005,10,1
1271,283,20,RM-0016,0.85,0.01,10,1
1272,283,30,RM-0039,1.9,0.015,10,1
1273,283,40,RM-0062,2.95,0.02,10,1
1274,283,50,RM-0085,4.0,0.005,10,1
1275,283,60,RM-0108,0.85,0.01,10,1
1276,284,10,SA-0035,4.35,0.01,10,1
1277,284,20,RM-0015,1.2,0.015,10,1
1278,284,30,RM-0038,2.25,0.02,10,1
1279,285,10,SA-0036,0.5,0.015,10,1
1280,285,20,RM-0014,1.55,0.02,10,1
1281,285,30,RM-0037,2.6,0.005,10,1
1282,285,40,RM-0060,3.65,0.01,10,1
1283,286,10,SA-0035,0.85,0.02,10,1
1284,286,20,RM-0013,1.9,0.005,10,1
1285,286,30,RM-0036,2.95,0.01,10,1
1286,286,40,RM-0059,4.0,0.015,10,1
1287,286,50,RM-0082,0.85,0.02,10,1
1288,287,10,SA-0036,1.2,0.005,10,1
1289,287,20,RM-0012,2.25,0.01,10,1
1290,287,30,RM-0035,3.3,0.015,10,1
1291,287,40,RM-0058,4.35,0.02,10,1
1292,287,50,RM-0081,1.2,0.005,10,1
1293,287,60,RM-0104,2.25,0.01,10,1
1294,288,10,SA-0035,1.55,0.01,10,1
1295,288,20,RM-0011,2.6,0.015,10,1
1296,288,30,RM-0034,3.65,0.02,10,1
1297,289,10,SA-0036,1.9,0.015,10,1
1298,289,20,RM-0010,2.95,0.02,10,1
1299,289,30,RM-0033,4.0,0.005,10,1
1300,289,40,RM-0056,0.85,0.01,10,1
1301,290,10,SA-0035,2.25,0.02,10,1
1302,290,20,RM-0009,3.3,0.005,10,1
1303,290,30,RM-0032,4.35,0.01,10,1
1304,290,40,RM-0055,1.2,0.015,10,1
1305,290,50,RM-0078,2.25,0.02,10,1
1306,291,10,SA-0036,2.6,0.005,10,1
1307,291,20,RM-0008,3.65,0.01,10,1
1308,291,30,RM-0031,0.5,0.015,10,1
1309,291,40,RM-0054,1.55,0.02,10,1
1310,291,50,RM-0077,2.6,0.005,10,1
1311,291,60,RM-0100,3.65,0.01,10,1
1312,292,10,SA-0036,2.95,0.01,10,1
1313,292,20,RM-0007,4.0,0.015,10,1
1314,292,30,RM-0030,0.85,0.02,10,1
1315,293,10,SA-0035,3.3,0.015,10,1
1316,293,20,RM-0006,4.35,0.02,10,1
1317,293,30,RM-0029,1.2,0.005,10,1
1318,293,40,RM-0052,2.25,0.01,10,1
1319,294,10,SA-0036,3.65,0.02,10,1
1320,294,20,RM-0005,0.5,0.005,10,1
1321,294,30,RM-0028,1.55,0.01,10,1
1322,294,40,RM-0051,2.6,0.015,10,1
1323,294,50,RM-0074,3.65,0.02,10,1
1324,295,10,SA-0036,4.0,0.005,10,1
1325,295,20,RM-0004,0.85,0.01,10,1
1326,295,30,RM-0027,1.9,0.015,10,1
1327,295,40,RM-0050,2.95,0.02,10,1
1328,295,50,RM-0073,4.0,0.005,10,1
1329,295,60,RM-0096,0.85,0.01,10,1
1330,296,10,SA-0035,4.35,0.01,10,1
1331,296,20,RM-0003,1.2,0.015,10,1
1332,296,30,RM-0026,2.25,0.02,10,1
1333,297,10,RM-0038,0.5,0.015,10,1
1334,297,20,RM-0061,1.55,0.02,10,1
1335,297,30,RM-0084,2.6,0.005,10,1
1336,297,40,RM-0107,3.65,0.01,10,1
1337,298,10,RM-0055,0.85,0.02,10,1
1338,298,20,RM-0078,1.9,0.005,10,1
1339,298,30,RM-0101,2.95,0.01,10,1
1340,298,40,RM-0124,4.0,0.015,10,1
1341,298,50,RM-0147,0.85,0.02,10,1
1342,299,10,RM-0072,1.2,0.005,10,1
1343,299,20,RM-0095,2.25,0.01,10,1
1344,299,30,RM-0118,3.3,0.015,10,1
1345,299,40,RM-0141,4.35,0.02,10,1
1346,299,50,PC-0014,1.2,0.005,10,1
1347,299,60,PC-0037,2.25,0.01,10,1
1348,300,10,RM-0089,1.55,0.01,10,1
1349,300,20,RM-0112,2.6,0.015,10,1
1350,300,30,RM-0135,3.65,0.02,10,1
1351,301,10,RM-0106,1.9,0.015,10,1
1352,301,20,RM-0129,2.95,0.02,10,1
1353,301,30,PC-0002,4.0,0.005,10,1
1354,301,40,PC-0025,0.85,0.01,10,1
1355,302,10,RM-0123,2.25,0.02,10,1
1356,302,20,RM-0146,3.3,0.005,10,1
1357,302,30,PC-0019,4.35,0.01,10,1
1358,302,40,PC-0042,1.2,0.015,10,1
1359,302,50,PC-0065,2.25,0.02,10,1
1360,303,10,RM-0140,2.6,0.005,10,1
1361,303,20,PC-0013,3.65,0.01,10,1
1362,303,30,PC-0036,0.5,0.015,10,1
1363,303,40,PC-0059,1.55,0.02,10,1
1364,303,50,PC-0082,2.6,0.005,10,1
1365,303,60,SA-0015,3.65,0.01,10,1
1366,304,10,PC-0007,2.95,0.01,10,1
1367,304,20,PC-0030,4.0,0.015,10,1
1368,304,30,PC-0053,0.85,0.02,10,1
1369,305,10,PC-0024,3.3,0.015,10,1
1370,305,20,PC-0047,4.35,0.02,10,1
1371,305,30,PC-0070,1.2,0.005,10,1
1372,305,40,PC-0093,2.25,0.01,10,1
1373,306,10,PC-0041,3.65,0.02,10,1
1374,306,20,PC-0064,0.5,0.005,10,1
1375,306,30,PC-0087,1.55,0.01,10,1
1376,306,40,SA-0030,2.6,0.015,10,1
1377,306,50,RM-0018,3.65,0.02,10,1
1378,307,10,PC-0058,4.0,0.005,10,1
1379,307,20,PC-0081,0.85,0.01,10,1
1380,307,30,SA-0012,1.9,0.015,10,1
1381,307,40,RM-0012,2.95,0.02,10,1
1382,307,50,RM-0035,4.0,0.005,10,1
1383,307,60,RM-0058,0.85,0.01,10,1
1384,308,10,PC-0075,4.35,0.01,10,1
1385,308,20,PC-0098,1.2,0.015,10,1
1386,308,30,RM-0006,2.25,0.02,10,1
1387,309,10,PC-0092,0.5,0.015,10,1
1388,309,20,SA-0045,1.55,0.02,10,1
1389,309,30,RM-0023,2.6,0.005,10,1
1390,309,40,RM-0046,3.65,0.01,10,1
1391,310,10,SA-0027,0.85,0.02,10,1
1392,310,20,RM-0017,1.9,0.005,10,1
1393,310,30,RM-0040,2.95,0.01,10,1
1394,310,40,RM-0063,4.0,0.015,10,1
1395,310,50,RM-0086,0.85,0.02,10,1
1396,311,10,RM-0011,1.2,0.005,10,1
1397,311,20,RM-0034,2.25,0.01,10,1
1398,311,30,RM-0057,3.3,0.015,10,1
1399,311,40,RM-0080,4.35,0.02,10,1
1400,311,50,RM-0103,1.2,0.005,10,1
1401,311,60,RM-0126,2.25,0.01,10,1
1402,312,10,RM-0028,1.55,0.01,10,1
1403,312,20,RM-0051,2.6,0.015,10,1
1404,312,30,RM-0074,3.65,0.02,10,1
1405,313,10,RM-0025,1.9,0.015,10,1
1406,313,20,RM-0048,2.95,0.02,10,1
1407,313,30,RM-0071,4.0,0.005,10,1
1408,313,40,RM-0094,0.85,0.01,10,1
1409,314,10,RM-0022,2.25,0.02,10,1
1410,314,20,RM-0045,3.3,0.005,10,1
1411,314,30,RM-0068,4.35,0.01,10,1
1412,314,40,RM-0091,1.2,0.015,10,1
1413,314,50,RM-0114,2.25,0.02,10,1
1414,315,10,RM-0019,2.6,0.005,10,1
1415,315,20,RM-0042,3.65,0.01,10,1
1416,315,30,RM-0065,0.5,0.015,10,1
1417,315,40,RM-0088,1.55,0.02,10,1
1418,315,50,RM-0111,2.6,0.005,10,1
1419,315,60,RM-0134,3.65,0.01,10,1
1420,316,10,RM-0016,2.95,0.01,10,1
1421,316,20,RM-0039,4.0,0.015,10,1
1422,316,30,RM-0062,0.85,0.02,10,1
1423,317,10,RM-0013,3.3,0.015,10,1
1424,317,20,RM-0036,4.35,0.02,10,1
1425,317,30,RM-0059,1.2,0.005,10,1
1426,317,40,RM-0082,2.25,0.01,10,1
1427,318,10,RM-0010,3.65,0.02,10,1
1428,318,20,RM-0033,0.5,0.005,10,1
1429,318,30,RM-0056,1.55,0.01,10,1
1430,318,40,RM-0079,2.6,0.015,10,1
1431,318,50,RM-0102,3.65,0.02,10,1
1432,319,10,RM-0007,4.0,0.005,10,1
1433,319,20,RM-0030,0.85,0.01,10,1
1434,319,30,RM-0053,1.9,0.015,10,1
1435,319,40,RM-0076,2.95,0.02,10,1
1436,319,50,RM-0099,4.0,0.005,10,1
1437,319,60,RM-0122,0.85,0.01,10,1
1438,320,10,RM-0004,4.35,0.01,10,1
1439,320,20,RM-0027,1.2,0.015,10,1
1440,320,30,RM-0050,2.25,0.02,10,1
1441,321,10,RM-0001,0.5,0.015,10,1
1442,321,20,RM-0024,1.55,0.02,10,1
1443,321,30,RM-0047,2.6,0.005,10,1
1444,321,40,RM-0070,3.65,0.01,10,1
1445,322,10,SA-0069,0.85,0.02,10,1
1446,322,20,RM-0021,1.9,0.005,10,1
1447,322,30,RM-0044,2.95,0.01,10,1
1448,322,40,RM-0067,4.0,0.015,10,1
1449,322,50,RM-0090,0.85,0.02,10,1
1450,323,10,SA-0062,1.2,0.005,10,1
1451,323,20,RM-0018,2.25,0.01,10,1
1452,323,30,RM-0041,3.3,0.015,10,1
1453,323,40,RM-0064,4.35,0.02,10,1
1454,323,50,RM-0087,1.2,0.005,10,1
1455,323,60,RM-0110,2.25,0.01,10,1
1456,324,10,SA-0057,1.55,0.01,10,1
1457,324,20,RM-0015,2.6,0.015,10,1
1458,324,30,RM-0038,3.65,0.02,10,1
1459,325,10,SA-0051,1.9,0.015,10,1
1460,325,20,RM-0012,2.95,0.02,10,1
1461,325,30,RM-0035,4.0,0.005,10,1
1462,325,40,RM-0058,0.85,0.01,10,1
1463,326,10,SA-0044,2.25,0.02,10,1
1464,326,20,RM-0009,3.3,0.005,10,1
1465,326,30,RM-0032,4.35,0.01,10,1
1466,326,40,RM-0055,1.2,0.015,10,1
1467,326,50,RM-0078,2.25,0.02,10,1
1468,327,10,SA-0039,2.6,0.005,10,1
1469,327,20,RM-0006,3.65,0.01,10,1
1470,327,30,RM-0029,0.5,0.015,10,1
1471,327,40,RM-0052,1.55,0.02,10,1
1472,327,50,RM-0075,2.6,0.005,10,1
1473,327,60,RM-0098,3.65,0.01,10,1
1474,328,10,SA-0033,2.95,0.01,10,1
1475,328,20,RM-0003,4.0,0.015,10,1
1476,328,30,RM-0026,0.85,0.02,10,1
1477,329,10,SA-0026,3.3,0.015,10,1
1478,329,20,SA-0095,4.35,0.02,10,1
1479,329,30,RM-0023,1.2,0.005,10,1
1480,329,40,RM-0046,2.25,0.01,10,1
1481,330,10,RM-0069,3.65,0.02,10,1
1482,330,20,RM-0092,0.5,0.005,10,1
1483,330,30,RM-0115,1.55,0.01,10,1
1484,330,40,RM-0138,2.6,0.015,10,1
1485,330,50,PC-0011,3.65,0.02,10,1
1486,331,10,RM-0086,4.0,0.005,10,1
1487,331,20,RM-0109,0.85,0.01,10,1
1488,331,30,RM-0132,1.9,0.015,10,1
1489,331,40,PC-0005,2.95,0.02,10,1
1490,331,50,PC-0028,4.0,0.005,10,1
1491,331,60,PC-0051,0.85,0.01,10,1
1492,332,10,RM-0103,4.35,0.01,10,1
1493,332,20,RM-0126,1.2,0.015,10,1
1494,332,30,RM-0149,2.25,0.02,10,1
1495,333,10,RM-0120,0.5,0.015,10,1
1496,333,20,RM-0143,1.55,0.02,10,1
1497,333,30,PC-0016,2.6,0.005,10,1
1498,333,40,PC-0039,3.65,0.01,10,1
1499,334,10,RM-0137,0.85,0.02,10,1
1500,334,20,PC-0010,1.9,0.005,10,1
1501,334,30,PC-0033,2.95,0.01,10,1
1502,334,40,PC-0056,4.0,0.015,10,1
1503,334,50,PC-0079,0.85,0.02,10,1
1504,335,10,PC-0004,1.2,0.005,10,1
1505,335,20,PC-0027,2.25,0.01,10,1
1506,335,30,PC-0050,3.3,0.015,10,1
1507,335,40,PC-0073,4.35,0.02,10,1
1508,335,50,PC-0096,1.2,0.005,10,1
1509,335,60,RM-0004,2.25,0.01,10,1
1510,336,10,PC-0021,1.55,0.01,10,1
1511,336,20,PC-0044,2.6,0.015,10,1
1512,336,30,PC-0067,3.65,0.02,10,1
1513,337,10,PC-0038,1.9,0.015,10,1
1514,337,20,PC-0061,2.95,0.02,10,1
1515,337,30,PC-0084,4.0,0.005,10,1
1516,337,40,SA-0021,0.85,0.01,10,1
1517,338,10,PC-0055,2.25,0.02,10,1
1518,338,20,PC-0078,3.3,0.005,10,1
1519,338,30,SA-0002,4.35,0.01,10,1
1520,338,40,RM-0009,1.2,0.015,10,1
1521,338,50,RM-0032,2.25,0.02,10,1
1522,339,10,PC-0072,2.6,0.005,10,1
1523,339,20,PC-0095,3.65,0.01,10,1
1524,339,30,RM-0003,0.5,0.015,10,1
1525,339,40,RM-0026,1.55,0.02,10,1
1526,339,50,RM-0049,2.6,0.005,10,1
1527,339,60,RM-0072,3.65,0.01,10,1
1528,340,10,PC-0089,2.95,0.01,10,1
1529,340,20,SA-0036,4.0,0.015,10,1
1530,340,30,RM-0020,0.85,0.02,10,1
1531,341,10,SA-0017,3.3,0.015,10,1
1532,341,20,RM-0014,4.35,0.02,10,1
1533,341,30,RM-0037,1.2,0.005,10,1
1534,341,40,RM-0060,2.25,0.01,10,1
1535,342,10,RM-0008,3.65,0.02,10,1
1536,342,20,RM-0031,0.5,0.005,10,1
1537,342,30,RM-0054,1.55,0.01,10,1
1538,342,40,RM-0077,2.6,0.015,10,1
1539,342,50,RM-0100,3.65,0.02,10,1
1540,343,10,RM-0025,4.0,0.005,10,1
1541,343,20,RM-0048,0.85,0.01,10,1
1542,343,30,RM-0071,1.9,0.015,10,1
1543,343,40,RM-0094,2.95,0.02,10,1
1544,343,50,RM-0117,4.0,0.005,10,1
1545,343,60,RM-0140,0.85,0.01,10,1
1546,344,10,RM-0042,4.35,0.01,10,1
1547,344,20,RM-0065,1.2,0.015,10,1
1548,344,30,RM-0088,2.25,0.02,10,1
1549,345,10,RM-0059,0.5,0.015,10,1
1550,345,20,RM-0082,1.55,0.02,10,1
1551,345,30,RM-0105,2.6,0.005,10,1
1552,345,40,RM-0128,3.65,0.01,10,1
1553,346,10,RM-0054,0.85,0.02,10,1
1554,346,20,RM-0077,1.9,0.005,10,1
1555,346,30,RM-0100,2.95,0.01,10,1
1556,346,40,RM-0123,4.0,0.015,10,1
1557,346,50,RM-0146,0.85,0.02,10,1
1558,347,10,RM-0049,1.2,0.005,10,1
1559,347,20,RM-0072,2.25,0.01,10,1
1560,347,30,RM-0095,3.3,0.015,10,1
1561,347,40,RM-0118,4.35,0.02,10,1
1562,347,50,RM-0141,1.2,0.005,10,1
1563,347,60,PC-0014,2.25,0.01,10,1
1564,348,10,RM-0044,1.55,0.01,10,1
1565,348,20,RM-0067,2.6,0.015,10,1
1566,348,30,RM-0090,3.65,0.02,10,1
1567,349,10,RM-0039,1.9,0.015,10,1
1568,349,20,RM-0062,2.95,0.02,10,1
1569,349,30,RM-0085,4.0,0.005,10,1
1570,349,40,RM-0108,0.85,0.01,10,1
1571,350,10,RM-0034,2.25,0.02,10,1
1572,350,20,RM-0057,3.3,0.005,10,1
1573,350,30,RM-0080,4.35,0.01,10,1
1574,350,40,RM-0103,1.2,0.015,10,1
1575,350,50,RM-0126,2.25,0.02,10,1
